model,forecast_count,forecast_min,forecast_max,forecast_mean,forecast_median,forecast_std,forecast_zeros,forecast_negative,forecast_very_small,date_range,frequency,common_dates_count,alignment_ratio,alignment_issue
lightgbm,51,6581.360648012896,9748.675269902045,7405.233962287037,7429.0602191993785,646.2983955038085,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
xgboost,51,7046.9130859375,12733.9287109375,8038.80322265625,7744.5625,1136.100341796875,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
catboost,51,6976.147087724188,9061.922923859387,7650.836561635191,7576.287015700448,413.48020142770156,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
prophet,47,2113.2289489359796,29677.06349673692,11534.697431076003,8573.013009722756,7321.308579817869,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-03-16 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
holt_winters,51,20137.520067821413,25775.25881059595,23122.947550078803,23162.86996004188,1247.0120028191543,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
random_forest,51,6639.340229166667,11611.615,8008.503921668441,7597.78935897436,1306.760898384846,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
quantile_regression,51,13831.999999994821,30252.00000000003,19962.666666664794,15803.999999998357,7392.9011427634905,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
sarimax,51,10694.596109212293,21983.745919648896,11218.18262214597,10694.60831066544,1882.2686344444987,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2026-04-13 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
