Branch,Date,Quantity
BLR,2019-04-01,50.0
BLR,2019-04-08,668.0
BLR,2019-04-15,640.0
BLR,2019-04-22,456.0
BLR,2019-04-29,1315.0
BLR,2019-05-06,81.0
BLR,2019-05-13,302.0
BLR,2019-05-20,201.0
BLR,2019-05-27,1400.5
BLR,2019-06-03,26.5
BLR,2019-06-10,86.5
BLR,2019-06-17,125.0
BLR,2019-06-24,865.0
BLR,2019-07-01,37.0
BLR,2019-07-08,138.0
BLR,2019-07-15,154.5
BLR,2019-07-22,166.5
BLR,2019-07-29,726.5
BLR,2019-08-05,121.0
BLR,2019-08-12,26.5
BLR,2019-08-19,85.0
BLR,2019-08-26,784.5
BLR,2019-09-02,6.0
BLR,2019-09-09,164.0
BLR,2019-09-16,435.5
BLR,2019-09-23,1403.0
BLR,2019-09-30,232.0
BLR,2019-10-07,33.0
BLR,2019-10-14,319.5
BLR,2019-10-21,499.5
BLR,2019-10-28,547.5
BLR,2019-11-04,32.0
BLR,2019-11-11,116.0
BLR,2019-11-18,276.5
BLR,2019-11-25,1484.0
BLR,2019-12-02,278.0
BLR,2019-12-09,73.0
BLR,2019-12-16,118.0
BLR,2019-12-23,886.5
BLR,2019-12-30,1255.0
BLR,2020-01-06,55.5
BLR,2020-01-13,82.0
BLR,2020-01-20,289.0
BLR,2020-01-27,1493.0
BLR,2020-02-03,57.0
BLR,2020-02-10,406.5
BLR,2020-02-17,802.0
BLR,2020-02-24,2243.0
BLR,2020-03-02,97.0
BLR,2020-03-09,166.0
BLR,2020-03-16,593.5
BLR,2020-05-04,83.0
BLR,2020-05-11,130.0
BLR,2020-05-18,135.0
BLR,2020-05-25,663.5
BLR,2020-06-01,52.0
BLR,2020-06-08,64.0
BLR,2020-06-15,174.0
BLR,2020-06-22,106.0
BLR,2020-06-29,407.5
BLR,2020-07-06,72.0
BLR,2020-07-13,15.0
BLR,2020-07-20,47.0
BLR,2020-07-27,485.0
BLR,2020-08-03,5.0
BLR,2020-08-10,83.0
BLR,2020-08-17,78.0
BLR,2020-08-24,495.0
BLR,2020-08-31,200.0
BLR,2020-09-07,189.0
BLR,2020-09-14,236.0
BLR,2020-09-21,348.0
BLR,2020-09-28,826.5
BLR,2020-10-05,144.0
BLR,2020-10-12,139.0
BLR,2020-10-19,215.5
BLR,2020-10-26,741.5
BLR,2020-11-02,68.0
BLR,2020-11-09,186.5
BLR,2020-11-16,281.5
BLR,2020-11-23,672.0
BLR,2020-11-30,225.0
BLR,2020-12-07,553.0
BLR,2020-12-14,799.0
BLR,2020-12-21,1321.5
BLR,2020-12-28,430.5
BLR,2021-01-04,38.0
BLR,2021-01-11,380.0
BLR,2021-01-18,370.0
BLR,2021-01-25,604.0
BLR,2021-02-01,234.0
BLR,2021-02-08,263.0
BLR,2021-02-15,601.5
BLR,2021-02-22,1413.0
BLR,2021-03-01,424.0
BLR,2021-03-08,472.0
BLR,2021-03-15,866.5
