Date,Forecast
2024-04-01,7076.467174360034
2024-05-01,5686.09232319398
2024-06-01,4447.946071930095
2024-07-01,5700.800068056921
2024-08-01,6076.1776662267785
2024-09-01,3911.4801099668093
2024-10-01,3241.366686013056
2024-11-01,3776.7393344172715
2024-12-01,3880.9544125439
2025-01-01,5074.017407674499
2025-02-01,5114.2204013392875
2025-03-01,5296.703812575911
