model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Auto-ARIMA,BLR,monthly,3084.2429955507437,2758.427783036795,92.89677142939176,72.03089787592722,-1.4084996754099475,12,success
Auto-ARIMA,COK,monthly,4110.460870793326,3435.3135943724155,108.85069827872253,72.8557529939883,-0.4258897004867144,12,success
Auto-ARIMA,MAA,monthly,9566.411672316593,7424.7470205709,59.621221340317874,64.49954774262372,-0.022166774763143993,12,success
Auto-ARIMA,SBD,monthly,8346.367943368368,6501.347400814203,91.28141185672139,72.63026948739325,0.01272976885006838,12,success
Auto-ARIMA,SBD1,monthly,6513.092617897721,4493.336853912367,58.689787477475186,83.04514887771496,-0.16042275839014541,12,success
