model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Auto-ARIMA,BLR,weekly,991.4424870396768,857.3170377767414,207.47270402096788,100.33671193426335,-0.2876401884008064,52,success
Auto-ARIMA,COK,weekly,1108.978539226065,948.47537436748,211.3867307942805,85.17626108112695,-0.12961925077286818,52,success
Auto-ARIMA,MAA,weekly,3801.467981112342,2244.209100082305,126.6225376315738,111.06597615354548,-0.012314473475340204,52,success
Auto-ARIMA,SBD,weekly,3126.454652533067,2701.239138620915,363.72722274758075,117.89472144955329,-0.17834846636451962,52,success
Auto-ARIMA,SBD1,weekly,1869.7997746667838,1387.6597001661535,675.2772379450613,103.31044082992196,-0.025361096138182937,52,success
