model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Random Forest,BLR,weekly,1324.6681058259637,1196.1260126678876,314.7642259199962,134.06006286822256,-1.298654135166561,52,success
Random Forest,COK,weekly,1588.8509834754143,1416.6369712572646,339.3984454000095,122.03336800543778,-1.3187404354119088,52,success
Random Forest,MAA,weekly,4087.033062066517,3564.9508017115195,273.61818101361683,119.40921740380088,-0.17011642155956674,52,success
Random Forest,SBD,weekly,2671.349709929143,1817.1244625614404,198.60248529701028,100.73327936846201,0.13973755355176887,52,success
Random Forest,SBD1,weekly,1864.2912668699157,1526.8140117065773,963.9821740754766,103.00608398031707,-0.019328482658313995,52,success
