model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Bayesian Deep Learning,BLR,weekly,1227.840245890021,862.486084913114,87.5590105375253,124.26081660169142,-0.9748913139604649,52,success
Bayesian Deep Learning,COK,weekly,1640.6559775856012,1281.9716796725756,98.99717185028678,126.01230497090418,-1.4724120502134208,52,success
Bayesian Deep Learning,MAA,weekly,4451.505929042869,2656.9606591234037,75.16030538002305,130.0578760149843,-0.38811895537454544,52,success
Bayesian Deep Learning,SBD,weekly,3331.768165062571,2094.0611912089184,174.73278444176762,125.63683897871172,-0.3381938251994534,52,success
Bayesian Deep Learning,SBD1,weekly,2349.644824617735,1525.2838599998913,262.8742588526392,129.82290719778376,-0.6191648481570005,52,success
