model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Random Forest,BLR,monthly,1452.9540816254562,1180.9918072089943,32.47828995304772,33.9329901123068,0.4654932469579697,12,success
Random Forest,COK,monthly,3097.801950667991,2392.0248182247105,57.75022692945547,54.90690723899368,0.19013581539699986,12,success
Random Forest,MAA,monthly,7135.094782381245,4301.27827462252,22.82456297963325,48.10689758377295,0.431378703060474,12,success
Random Forest,SBD,monthly,6893.4455596464095,4750.779705392518,54.34411433044275,59.986908328383024,0.32653707902136475,12,success
Random Forest,SBD1,monthly,6673.438577741534,4518.903198015776,52.99663722209728,85.08963908971928,-0.21826302923025098,12,success
