model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
XGBoost,BLR,weekly,1708.4256352854325,1589.796879695012,408.9934756901471,172.89738241960703,-2.823416672958779,52,success
XGBoost,COK,weekly,1535.4466625901703,1369.9759615384614,327.93869676473395,117.93159306779441,-1.1654854540482025,52,success
XGBoost,MAA,weekly,7018.299134952571,6597.317800668569,540.6259083705645,205.05085094337804,-2.4504562257752966,52,success
XGBoost,SBD,weekly,2714.2714274569607,2108.3656240609976,303.773801941239,102.35180402161144,0.11187105747720116,52,success
XGBoost,SBD1,weekly,1821.519805342089,1289.7482370229868,569.0561890474645,100.64286915633022,0.026906829095825424,52,success
