model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Quantile Regression,BLR,monthly,1535.1584457112465,1190.6028841994332,25.01313241691091,35.852830463070646,0.40330028506506854,12,success
Quantile Regression,COK,monthly,5313.206888523652,4563.267858379607,85.79265588906088,94.17379239071212,-1.3824201271531997,12,success
Quantile Regression,MAA,monthly,6926.954048415683,4299.841594512844,24.00349899464048,46.703551829121196,0.4640697863167559,12,success
Quantile Regression,SBD,monthly,9071.449867509918,7089.4724114858,68.9478804063142,78.93994765017804,-0.16625736410158054,12,success
Quantile Regression,SBD1,monthly,8574.857984020087,6496.419768190961,76.93270964145457,109.33367597620018,-1.0113868279747136,12,success
