model,forecast_count,forecast_min,forecast_max,forecast_mean,forecast_median,forecast_std,forecast_zeros,forecast_negative,forecast_very_small,date_range,frequency,common_dates_count,alignment_ratio,alignment_issue
lightgbm,12,6701.605751682138,9748.675269902045,7781.333779538622,7705.356297878152,987.1528994895003,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
xgboost,12,7046.9130859375,12733.9287109375,9150.4248046875,8529.1796875,2007.6400146484375,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
catboost,12,6976.147087724188,9061.922923859387,7847.989875473242,7732.733479716513,726.3398278843521,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
prophet,8,7064.9514671702045,19272.55239440891,12041.175039306469,11984.880219901717,4424.250317568045,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-06-16 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
holt_winters,12,20137.520067821413,23504.48603779359,21906.955308046217,21718.074894222693,886.616423662944,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
random_forest,12,8582.175166666666,11611.615,10044.26376388889,9993.865916666666,1148.854453685768,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
quantile_regression,12,13831.999999999032,30252.00000000003,19962.666666666366,15803.999999999782,7645.556348545847,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
sarimax,12,10721.357678922892,21983.745919648896,12916.793856090184,11265.123952287284,3462.3918885498474,0,0,0,"(Timestamp('2025-04-28 00:00:00'), Timestamp('2025-07-14 00:00:00'))",W-MON,0,0.0,NO_COMMON_DATES
