Date,Forecast
2024-04-01,7404.004160199163
2024-05-01,7231.123064387372
2024-06-01,7281.418872089418
2024-07-01,7232.8467071674
2024-08-01,7283.766592427732
2024-09-01,7163.838886154208
2024-10-01,7389.245593038403
2024-11-01,7445.67865996984
2024-12-01,7567.432646824782
2025-01-01,7724.5034531443725
2025-02-01,7744.646073919818
2025-03-01,7704.728219928947
