rmse,mae,mape,nrmse,r2,forecast_date,n_periods
7742.366785107094,5794.291363636364,91.2203547162026,74.64222704509069,0.032378824103043824,2024-04-01,11
8184.526139981624,6232.0445,100.98172315036014,79.82956488643379,0.01470733859194251,2024-05-01,10
8234.699532840013,6376.135555555556,98.60519492625535,75.86554862426692,0.057121666770663215,2024-06-01,9
8404.462598055236,6294.114374999999,64.51269731225476,70.29861127781635,-0.00910683241983512,2024-07-01,8
8867.697766931755,6546.129285714285,61.710124933027345,68.33395828721396,-0.09754180837997928,2024-08-01,7
9441.0891228365,6985.415,65.16663106867145,68.04633769026992,-0.14347664651980319,2024-09-01,6
9894.452831746432,7143.803,57.4540153978712,64.03181921090855,-0.2455249110147264,2024-10-01,5
10679.616041951718,7277.975,29.9133022619594,58.254304683976585,-1.009062350717468,2024-11-01,4
11529.809221121859,7397.920000000001,27.82851107304221,62.78370693802403,-0.7563478631639493,2024-12-01,3
13844.294731950955,10895.91,40.50484558691935,62.822955628946566,-1.6230867028900104,2025-01-01,2
19878.285,19878.285,64.99357528200098,64.99357528200098,,2025-02-01,1
