rmse,mae,mape,nrmse,r2,forecast_date,n_periods
6679.075980265301,4992.645422077922,36.79578275695991,52.32819744940835,0.0376376238606817,2024-04-01,11
6515.253945636815,4788.644880952381,38.52228171217732,54.46261699298505,0.03377349331632129,2024-05-01,10
6664.018934199293,4877.281111111111,37.446310075362376,53.156226542403296,0.024412501217890514,2024-06-01,9
7099.9151035368905,5321.661250000001,36.56034786996067,53.07901281975826,-0.12348462482932043,2024-07-01,8
7471.003512107661,5833.6278571428575,39.93866415859971,52.78315746500633,-0.2020088065580823,2024-08-01,7
7668.34770191837,6493.352159331921,45.455062846478626,51.72113380641451,-0.15274232487358352,2024-09-01,6
8236.109802205492,6910.568591198305,45.80295646583732,50.79127384867345,-0.3666772255677986,2024-10-01,5
8337.576518012069,6753.20125,31.587320751267555,44.431529539099756,-1.3528451266797652,2024-11-01,4
4878.379387467386,3937.7466666666664,22.249733889986654,30.46511826308241,-1.615364632593058,2024-12-01,3
5785.346333441284,4736.5175,24.797360170203238,33.30462456646873,-3.123574324153383,2025-01-01,2
6924.33,6924.33,34.24495548961424,34.24495548961424,,2025-02-01,1
