forecast_date,date,forecast
2024-04-01,2024-05-01,9635.64
2024-04-01,2024-06-01,10532.28
2024-04-01,2024-07-01,10124.29
2024-04-01,2024-08-01,9420.85
2024-04-01,2024-09-01,9407.035
2024-04-01,2024-10-01,9893.305
2024-04-01,2024-11-01,9854.94
2024-04-01,2024-12-01,10953.035
2024-04-01,2025-01-01,10092.19
2024-04-01,2025-02-01,10425.525
2024-04-01,2025-03-01,10100.105
2024-05-01,2024-06-01,9704.965
2024-05-01,2024-07-01,10510.17
2024-05-01,2024-08-01,10218.765
2024-05-01,2024-09-01,9566.19
2024-05-01,2024-10-01,9946.855
2024-05-01,2024-11-01,9981.62
2024-05-01,2024-12-01,10959.43
2024-05-01,2025-01-01,9600.805
2024-05-01,2025-02-01,11319.345
2024-05-01,2025-03-01,9865.54
2024-06-01,2024-07-01,9645.605
2024-06-01,2024-08-01,10620.715
2024-06-01,2024-09-01,10401.165
2024-06-01,2024-10-01,10112.36
2024-06-01,2024-11-01,9958.17
2024-06-01,2024-12-01,11067.62
2024-06-01,2025-01-01,9648.055
2024-06-01,2025-02-01,10970.39
2024-06-01,2025-03-01,10639.73
2024-07-01,2024-08-01,9746.245
2024-07-01,2024-09-01,10875.06
2024-07-01,2024-10-01,11083.095
2024-07-01,2024-11-01,9813.49
2024-07-01,2024-12-01,11031.61
2024-07-01,2025-01-01,9791.645
2024-07-01,2025-02-01,11017.64
2024-07-01,2025-03-01,10343.08
2024-08-01,2024-09-01,10000.59
2024-08-01,2024-10-01,11451.495
2024-08-01,2024-11-01,10773.89
2024-08-01,2024-12-01,11011.265
2024-08-01,2025-01-01,9883.705
2024-08-01,2025-02-01,10943.905
2024-08-01,2025-03-01,10387.195
2024-09-01,2024-10-01,10361.865
2024-09-01,2024-11-01,11395.82
2024-09-01,2024-12-01,11804.38
2024-09-01,2025-01-01,10078.315
2024-09-01,2025-02-01,11087.33
2024-09-01,2025-03-01,10290.17
2024-10-01,2024-11-01,10362.765
2024-10-01,2024-12-01,12418.245
2024-10-01,2025-01-01,10151.925
2024-10-01,2025-02-01,11080.43
2024-10-01,2025-03-01,10393.15
2024-11-01,2024-12-01,11367.35
2024-11-01,2025-01-01,10672.425
2024-11-01,2025-02-01,11739.555
2024-11-01,2025-03-01,10439.77
2024-12-01,2025-01-01,10167.08
2024-12-01,2025-02-01,12047.02
2024-12-01,2025-03-01,10685.14
2025-01-01,2025-02-01,11133.795
2025-01-01,2025-03-01,11148.385
2025-02-01,2025-03-01,10706.715
