forecast_date,date,forecast
2024-04-01,2024-05-01,2416.743
2024-04-01,2024-06-01,2768.5918
2024-04-01,2024-07-01,2916.3547
2024-04-01,2024-08-01,2464.2534
2024-04-01,2024-09-01,2756.3364
2024-04-01,2024-10-01,2863.6687
2024-04-01,2024-11-01,1946.9993
2024-04-01,2024-12-01,2253.2678
2024-04-01,2025-01-01,2436.3684
2024-04-01,2025-02-01,2340.6667
2024-04-01,2025-03-01,2773.835
2024-05-01,2024-06-01,2417.1228
2024-05-01,2024-07-01,2768.9385
2024-05-01,2024-08-01,2924.1814
2024-05-01,2024-09-01,2466.1338
2024-05-01,2024-10-01,2746.7153
2024-05-01,2024-11-01,2871.6047
2024-05-01,2024-12-01,2044.1294
2024-05-01,2025-01-01,2181.845
2024-05-01,2025-02-01,2603.5051
2024-05-01,2025-03-01,2593.122
2024-06-01,2024-07-01,2417.469
2024-06-01,2024-08-01,2767.067
2024-06-01,2024-09-01,2928.785
2024-06-01,2024-10-01,2456.5137
2024-06-01,2024-11-01,2754.651
2024-06-01,2024-12-01,2960.7278
2024-06-01,2025-01-01,1929.247
2024-06-01,2025-02-01,2219.3777
2024-06-01,2025-03-01,2874.045
2024-07-01,2024-08-01,2415.5974
2024-07-01,2024-09-01,2771.5356
2024-07-01,2024-10-01,2928.785
2024-07-01,2024-11-01,2464.4487
2024-07-01,2024-12-01,2835.3252
2024-07-01,2025-01-01,2874.2332
2024-07-01,2025-02-01,1971.1196
2024-07-01,2025-03-01,2593.4294
2024-08-01,2024-09-01,2429.9758
2024-08-01,2024-10-01,2771.5356
2024-08-01,2024-11-01,2944.5515
2024-08-01,2024-12-01,2558.8022
2024-08-01,2025-01-01,2761.8755
2024-08-01,2025-02-01,2961.7888
2024-08-01,2025-03-01,2057.533
2024-09-01,2024-10-01,2429.9758
2024-09-01,2024-11-01,2775.0962
2024-09-01,2024-12-01,3035.488
2024-09-01,2025-01-01,2298.4556
2024-09-01,2025-02-01,2805.858
2024-09-01,2025-03-01,3281.2188
2024-10-01,2024-11-01,2433.536
2024-10-01,2024-12-01,2870.6147
2024-10-01,2025-01-01,2732.0498
2024-10-01,2025-02-01,2584.9573
2024-10-01,2025-03-01,3195.7063
2024-11-01,2024-12-01,2540.9421
2024-11-01,2025-01-01,2793.9863
2024-11-01,2025-02-01,3049.053
2024-11-01,2025-03-01,2671.5408
2024-12-01,2025-01-01,2452.2986
2024-12-01,2025-02-01,2855.289
2024-12-01,2025-03-01,3022.3625
2025-01-01,2025-02-01,2499.5125
2025-01-01,2025-03-01,3269.0193
2025-02-01,2025-03-01,2840.732
