rmse,mae,mape,nrmse,r2,forecast_date,n_periods
3002.7575924624525,2402.136363636363,76.11154584874224,73.51837054194928,-1.3476339568170426,2024-04-01,11
2992.6865647775385,2435.8499999999995,77.65154123636675,74.44308760422722,-1.1429635087659706,2024-05-01,10
2019.5295588054423,1811.2777777777787,55.42812627694735,48.375827821912544,0.07407887406325997,2024-06-01,9
2897.8921110869514,2396.374999999998,63.773934504228826,65.28070534366461,-0.9412525547488151,2024-07-01,8
2846.621242806983,2223.428571428568,57.88557024181813,60.22956323192141,-0.8913995066595726,2024-08-01,7
1551.1992940947343,1433.8333333333321,36.56547443008999,31.70133779954496,0.4990551727298629,2024-09-01,6
2822.814136637407,2416.899999999998,48.2065894723738,52.885456696594105,-0.7402138746506064,2024-10-01,5
2657.3098356232326,2113.124999999995,31.067203051051372,43.77054580173337,-1.3271906100586293,2024-11-01,4
1157.0959698025617,1023.1666666666642,15.569500553503524,18.288224589893503,0.646132014366116,2024-12-01,3
3607.88317438356,2985.9999999999973,36.737106554625434,50.2525687636125,-2.724380067955061,2025-01-01,2
4699.999999999996,4699.999999999996,51.93944082219025,51.93944082219025,,2025-02-01,1
