rmse,mae,mape,nrmse,r2,forecast_date,n_periods
7655.014580011814,5794.322310014205,43.772490634219864,59.974331120731875,-0.26414797193198214,2024-04-01,11
7604.012286874386,5739.874951171875,48.74973353517119,63.56381688964446,-0.31613934268602906,2024-05-01,10
7654.653040764731,5786.205023871527,44.18937304313537,61.058120505967004,-0.2871963592462776,2024-06-01,9
8202.560565153271,6421.1705322265625,42.26298668473303,61.322397668631766,-0.4995457263912131,2024-07-01,8
9114.575949360351,7468.83056640625,52.62010407047121,64.39511061427997,-0.7890509326367048,2024-08-01,7
9437.299947816025,8308.528564453125,62.660397834475226,63.65228499617365,-0.7459192890221165,2024-09-01,6
8252.444078366001,7328.433984375,48.417287513976,50.89200571280743,-0.3721035300972839,2024-10-01,5
8518.982597820437,6712.33447265625,31.539524294797474,45.39825525084166,-1.4563437187844985,2024-11-01,4
5315.681969875351,3989.8684895833335,21.94563016296928,33.1960405287913,-2.1052679583687475,2024-12-01,3
5538.215226256706,4794.603515625,25.67468643223033,31.88195973897131,-2.778807425775452,2025-01-01,2
7720.48046875,7720.48046875,38.18239598788328,38.18239598788328,,2025-02-01,1
