rmse,mae,mape,nrmse,r2,forecast_date,n_periods
25000.001114709914,17988.74917929191,44.32087930882507,64.25834476628869,-0.19095379327530715,2024-04-01,11
25538.79282807678,19057.28059241197,50.763503573229684,68.07966504521562,-0.1731950784692966,2024-05-01,10
26421.30392104006,18783.45927934516,46.11914872996594,66.89464579189375,-0.20700703477869453,2024-06-01,9
27419.83651388949,18810.38740356768,34.6388050447441,64.18050350839007,-0.3498509332649846,2024-07-01,8
30556.916252942145,22134.02122484416,41.21091730234228,67.0471194508913,-0.633898752934736,2024-08-01,7
31595.501213364227,25692.317419796425,49.79067170071498,65.6214003579871,-0.6091417953491822,2024-09-01,6
34917.58947680011,29344.05590398357,52.8877335779153,65.87081011748926,-1.0230427521395642,2024-10-01,5
39882.99828494736,33407.41363026427,47.65789838750501,64.62448073393399,-3.2486601457452213,2024-11-01,4
36694.35632853304,29256.22102498858,41.968707096483726,61.92199721313732,-1.83433861678806,2024-12-01,3
44236.41190671825,40606.99243210268,54.50646686730215,62.416451831752916,-5.354838751769428,2025-01-01,2
58154.99243210268,58154.99243210268,65.77056630450083,65.77056630450083,,2025-02-01,1
