rmse,mae,mape,nrmse,r2,forecast_date,n_periods
2241.629151169574,1700.2634943181818,39.84007947175822,54.88319235858554,-0.30833020104609843,2024-04-01,11
2260.5846643258515,1722.850927734375,40.55320490096474,56.23205055411188,-0.22273927440374397,2024-05-01,10
2242.507831106615,1686.5004069010417,35.89820479344337,53.71705120823894,-0.14167239870589876,2024-06-01,9
2497.8589242401695,1929.7962341308594,40.499125073732266,56.26917296179246,-0.44229277444115334,2024-07-01,8
2676.232830102838,2130.6077706473216,44.49921766491084,56.62444024519364,-0.671751369187972,2024-08-01,7
2508.613220259367,1887.6772867838542,35.35082512427798,51.267683918240415,-0.3101532933832807,2024-09-01,6
2928.7812882795147,2418.397314453125,42.02519544942944,54.87075255319834,-0.8733198799756277,2024-10-01,5
3223.3430924805484,2673.7316284179688,40.01927358098185,53.09410463647749,-2.424211917361023,2024-11-01,4
3299.634049484518,2789.7640787760415,40.099902596646494,52.15163662848931,-1.877624120028989,2024-12-01,3
3935.133627505385,3562.4632568359375,46.725544055125454,54.810691935446556,-3.430655976818424,2025-01-01,2
5325.063720703125,5325.063720703125,58.84698553103244,58.84698553103244,,2025-02-01,1
