Date,Forecast
2025-04-07,461.65684321729145
2025-04-14,624.1652031323116
2025-04-21,647.0171789498963
2025-04-28,518.0930385174157
2025-05-05,388.5550866253075
2025-05-12,384.1077185881896
2025-05-19,460.9075741337883
2025-05-26,465.2447541477852
2025-06-02,313.0522916767842
2025-06-09,77.87192963515089
2025-06-16,-100.46788015762007
2025-06-23,-164.70586413581503
2025-06-30,-177.25023458850868
2025-07-07,-225.12766810055894
2025-07-14,-321.46716337878007
2025-07-21,-411.0498278424144
2025-07-28,-448.3545090290164
2025-08-04,-442.1131841871384
2025-08-11,-426.0137066293489
2025-08-18,-413.559890528622
2025-08-25,-397.40118474337777
2025-09-01,-376.38004712600525
2025-09-08,-357.01364276485066
2025-09-15,-327.8772365071041
2025-09-22,-259.42748336489603
2025-09-29,-149.19052995406176
2025-10-06,-54.735260172790845
2025-10-13,-52.67168707480725
2025-10-20,-154.7223542842981
2025-10-27,-282.9131705193563
2025-11-03,-347.6701593739157
2025-11-10,-344.2010930183082
2025-11-17,-348.54194287970324
2025-11-24,-411.84941460081427
2025-12-01,-481.2929481779744
2025-12-08,-450.8807036815383
2025-12-15,-287.3835193499012
2025-12-22,-79.92407021654611
2025-12-29,48.13404650933257
2026-01-05,58.54795106923227
2026-01-12,8.025230599933913
2026-01-19,-48.689622166733486
2026-01-26,-122.82274334598307
2026-02-02,-232.96220922538578
2026-02-09,-309.806870942294
2026-02-16,-218.82983466855922
2026-02-23,88.53329749737186
2026-03-02,469.35551317835245
2026-03-09,684.4684840235336
2026-03-16,623.3740795187018
2026-03-23,418.0567882247808
2026-03-30,309.10018746852967
