,Branch,Date,Segment,Rating,Tonnage,Qty,year_month,Month,weekofyear,quarter,dayofyear,month_sin,month_cos,week_sin,week_cos,qty_lag_1,qty_lag_2,qty_lag_3,qty_lag_6,qty_lag_12,qty_ma_3,qty_std_3,qty_ma_6,qty_std_6,qty_ma_12,qty_std_12,mom_growth,yoy_growth,rolling_trend_3,is_outlier,segment_code,rating_code,branch_code,tonnage_code,log_qty
10,BLR,2019-04-30,Inverter,4 Star,2.0,72.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,166.0,57.0,62.0,2.0,0.0,98.33333333333333,59.079043097644366,98.5,59.51386393102033,0.0,0.0,-0.5662650568297286,0.0,0.5860214959243845,0,0,3,0,4,4.290459441148391
11,BLR,2019-04-30,Inverter,4 Star,1.8,3.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,72.0,166.0,57.0,183.0,0.0,80.33333333333333,81.8189057207032,68.5,53.459330336247234,141.08333333333334,183.01773800438696,-0.9583333200231484,0.0,0.40935671796450196,0,0,3,0,3,1.3862943611198906
12,BLR,2019-04-30,Inverter,4 Star,1.5,66.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,3.0,72.0,166.0,51.0,659.5,47.0,38.22302970723253,71.0,52.82423686150141,91.625,83.10921757214747,20.999993000002334,-0.8999241836240726,-0.7168674655610394,0,0,3,0,2,4.204692619390966
13,BLR,2019-04-30,Inverter,4 Star,1.0,13.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,66.0,3.0,72.0,62.0,263.5,27.333333333333332,33.857544703260906,62.833333333333336,58.02556907662923,70.75,65.63691450285081,-0.8030302908631775,-0.9506641330145574,-0.6203703617541154,0,0,3,0,1,2.6390573296152584
14,BLR,2019-04-30,Inverter,3 Star,1.8,191.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,13.0,66.0,3.0,57.0,164.0,90.0,91.39474820797959,85.16666666666667,77.762244480639,73.0,69.47465201587751,13.692306639053337,0.16463414533759668,28.999990333336555,0,0,2,0,3,5.2574953720277815
15,BLR,2019-04-30,Inverter,3 Star,1.5,438.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,191.0,13.0,66.0,166.0,10.0,214.0,213.43148783626097,130.5,164.8402256732258,108.66666666666667,123.2457510485256,1.2931937105068392,42.79999572000043,2.242424208448118,0,0,2,0,2,6.0844994130751715
16,BLR,2019-04-30,Inverter,5 Star,1.5,266.0,2019-04-01,4,18,2,120,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,438.0,191.0,13.0,72.0,2.0,298.3333333333333,126.63464507524536,162.83333333333334,170.0157835810154,130.66666666666666,126.00601236256605,-0.39269406303037885,131.999934000033,21.94871626035516,0,0,4,0,2,5.58724865840025
17,BLR,2019-05-31,Non Inv,2 Star,1.0,45.0,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,266.0,438.0,191.0,3.0,183.0,249.66666666666666,197.0084600552305,169.83333333333334,162.8317127179674,119.16666666666667,127.08825375472055,-0.8308270645457629,-0.7540983565349817,0.30715532125398604,0,1,1,0,1,3.828641396489095
18,BLR,2019-05-31,Non Inv,2 Star,1.5,24.5,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,45.0,266.0,438.0,66.0,51.0,111.83333333333333,133.90512810692994,162.91666666666666,168.89298880257482,116.95833333333333,128.60165033815457,-0.45555554543209903,-0.519607832948866,-0.7446727532465615,0,1,1,0,2,3.2386784521643803
19,BLR,2019-05-31,Non Inv,2 Star,1.8,173.5,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,24.5,45.0,266.0,13.0,62.0,81.0,80.7604482404597,189.66666666666666,152.29434220175963,126.25,128.29750582143052,6.08163240483133,1.7983870677679505,-0.6954887191898921,0,1,1,0,3,5.161924741642482
20,BLR,2019-05-31,Non Inv,2 Star,2.0,5.0,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,173.5,24.5,45.0,191.0,57.0,67.66666666666667,92.17148872256159,158.66666666666666,169.88339137969513,121.91666666666667,131.68261315018245,-0.9711815505983773,-0.9122806857494616,0.5037036925102885,0,1,1,0,4,1.791759469228055
21,BLR,2019-05-31,Non Inv,3 Star,0.8,12.0,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,5.0,173.5,24.5,438.0,166.0,63.5,95.32706855872556,87.66666666666667,107.27519129168067,109.08333333333333,134.47048228537224,1.399999720000056,-0.9277108377848745,1.5918366697209523,0,1,2,0,0,2.5649493574615367
22,BLR,2019-05-31,Inverter,3 Star,1.0,444.5,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,12.0,5.0,173.5,266.0,72.0,153.83333333333334,251.7490483265693,117.41666666666667,171.90503676933574,140.125,164.72333899326745,36.0416636631947,5.173611039255403,-0.11335254497587385,1,0,2,0,1,6.099197246910864
23,BLR,2019-05-31,Inverter,3 Star,1.5,557.0,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,444.5,12.0,5.0,45.0,3.0,337.8333333333333,287.73179061989896,202.75,241.68383272366398,186.29166666666666,197.225466078032,0.2530933627601949,184.66660511113162,66.566653353336,1,0,2,0,2,6.324358962381311
24,BLR,2019-05-31,Inverter,3 Star,1.8,192.0,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,557.0,444.5,12.0,24.5,66.0,397.8333333333333,186.92132926269647,230.66666666666666,226.15120310682997,196.79166666666666,193.5590652550901,-0.6552962286260391,1.9090908801652897,32.152775098379855,0,0,2,0,3,5.262690188904886
25,BLR,2019-05-31,Inverter,3 Star,2.0,21.0,2019-05-01,5,22,2,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,192.0,557.0,444.5,173.5,13.0,256.6666666666667,273.7888480806575,205.25,241.88339132730877,197.45833333333334,192.88108186762182,-0.8906249953613281,0.615384568047341,-0.4225721775270217,0,0,2,0,4,3.091042453358316
