Date,Qty
2023-02-17,789.0
2023-02-18,131.0
2023-02-20,477.5
2023-02-21,2291.0
2023-02-22,2813.0
2023-02-23,1837.0
2023-02-24,1150.0
2023-02-25,2098.0
2023-02-26,369.0
2023-02-27,5737.0
2023-02-28,7749.5
2023-03-02,98.5
2023-03-03,819.5
2023-03-04,558.0
2023-03-05,390.0
2023-03-06,458.5
2023-03-07,781.0
2023-03-08,491.0
2023-03-09,990.5
2023-03-10,1541.0
2023-03-11,950.0
2023-03-13,1237.5
2023-03-14,995.0
2023-03-15,1331.0
2023-03-16,1496.0
2023-03-17,908.0
2023-03-18,477.0
2023-03-20,1601.5
2023-03-21,1897.0
2023-03-22,871.0
2023-03-23,1241.0
2023-03-24,1474.5
2023-03-25,1827.0
2023-03-26,309.0
2023-03-27,1189.0
2023-03-28,4453.0
2023-03-29,4126.0
2023-03-30,3820.0
2023-03-31,888.0
2023-04-03,1.0
2023-04-04,155.0
2023-04-05,195.0
2023-04-06,607.0
2023-04-07,507.5
2023-04-08,189.5
2023-04-10,389.0
2023-04-11,513.5
2023-04-12,717.0
2023-04-13,1343.0
2023-04-14,643.0
2023-04-15,1297.0
2023-04-16,758.0
2023-04-17,1920.0
2023-04-18,2361.0
2023-04-19,1101.0
2023-04-20,1882.0
2023-04-21,2020.0
2023-04-22,1386.0
2023-04-23,634.0
2023-04-24,1096.0
2023-04-25,2138.0
2023-04-26,2840.0
2023-04-27,5346.0
2023-04-28,3408.0
2023-04-29,5133.0
2023-04-30,3749.0
2023-05-01,75.0
2023-05-02,280.0
2023-05-03,581.0
2023-05-04,498.0
2023-05-05,408.5
2023-05-06,45.0
2023-05-08,547.0
2023-05-09,564.5
2023-05-10,513.0
2023-05-11,491.0
2023-05-12,288.0
2023-05-13,416.5
2023-05-15,519.0
2023-05-16,1003.5
2023-05-17,603.5
2023-05-18,1217.5
2023-05-19,1714.0
2023-05-20,1417.0
2023-05-21,1115.0
2023-05-22,1004.0
2023-05-23,1340.0
2023-05-24,1551.0
2023-05-25,2010.0
2023-05-26,1474.5
2023-05-27,940.0
2023-05-28,408.0
2023-05-29,2237.0
2023-05-30,4464.0
2023-05-31,5242.5
2023-06-02,3.5
2023-06-03,19.0
2023-06-05,643.0
2023-06-06,323.0
2023-06-07,357.0
2023-06-08,1061.0
2023-06-09,1092.0
2023-06-10,237.0
2023-06-12,601.0
2023-06-13,809.5
2023-06-14,628.0
2023-06-15,871.0
2023-06-16,997.0
2023-06-17,980.0
2023-06-18,666.0
2023-06-19,369.0
2023-06-20,1088.5
2023-06-21,758.0
2023-06-22,758.0
2023-06-23,559.0
2023-06-24,401.5
2023-06-26,626.0
2023-06-27,886.0
2023-06-28,828.5
2023-06-29,1853.0
2023-06-30,1255.0
2023-07-04,191.0
2023-07-05,98.0
2023-07-06,70.0
2023-07-07,71.0
2023-07-08,49.0
2023-07-10,284.0
2023-07-11,103.5
2023-07-12,372.0
2023-07-13,273.0
2023-07-14,429.5
2023-07-17,344.5
2023-07-18,385.0
2023-07-19,229.0
2023-07-20,384.0
2023-07-21,123.5
2023-07-22,184.0
2023-07-24,377.5
2023-07-25,699.0
2023-07-26,1280.0
2023-07-27,703.0
2023-07-28,608.0
2023-07-29,1466.0
2023-07-30,70.0
2023-07-31,2527.0
2023-08-01,35.0
2023-08-02,39.0
2023-08-03,393.0
2023-08-04,311.0
2023-08-05,77.0
2023-08-07,537.5
2023-08-08,336.0
2023-08-09,772.0
2023-08-10,460.0
2023-08-11,751.0
2023-08-12,357.0
2023-08-14,1211.5
2023-08-15,506.0
2023-08-16,1567.5
2023-08-17,983.0
2023-08-18,1215.0
2023-08-19,605.5
2023-08-20,145.0
2023-08-21,1405.0
2023-08-22,732.5
2023-08-23,539.0
2023-08-24,780.5
2023-08-25,671.0
2023-08-26,194.0
2023-08-28,635.5
2023-08-29,596.0
2023-08-30,1578.5
2023-08-31,1929.0
2023-09-02,420.0
2023-09-04,588.0
2023-09-05,504.0
2023-09-06,741.5
2023-09-07,1082.0
2023-09-08,1058.0
2023-09-09,346.0
2023-09-11,584.0
2023-09-12,415.0
2023-09-13,697.5
2023-09-14,954.0
2023-09-15,1371.5
2023-09-16,441.0
2023-09-18,31.0
2023-09-19,1280.5
2023-09-20,884.0
2023-09-21,1072.0
2023-09-22,738.5
2023-09-23,253.5
2023-09-25,1063.5
2023-09-26,1116.0
2023-09-27,712.0
2023-09-28,1075.5
2023-09-29,1444.5
2023-09-30,2272.5
2023-10-04,851.0
2023-10-05,769.5
2023-10-06,182.0
2023-10-07,33.0
2023-10-09,308.0
2023-10-10,893.0
2023-10-11,340.0
2023-10-12,1071.5
2023-10-13,1345.0
2023-10-14,1161.0
2023-10-16,889.5
2023-10-17,1431.0
2023-10-18,1260.0
2023-10-19,1663.0
2023-10-20,1530.0
2023-10-21,776.0
2023-10-22,923.0
2023-10-23,185.0
2023-10-24,15.0
2023-10-25,1334.0
2023-10-26,854.0
2023-10-27,1125.5
2023-10-28,989.0
2023-10-30,430.5
2023-10-31,954.0
2023-11-01,883.0
2023-11-02,1116.0
2023-11-03,642.0
2023-11-04,112.0
2023-11-06,964.0
2023-11-07,701.0
2023-11-08,684.0
2023-11-09,1048.0
2023-11-10,1015.0
2023-11-11,75.0
2023-11-14,95.0
2023-11-15,698.0
2023-11-16,821.0
2023-11-17,1552.5
2023-11-18,291.0
2023-11-20,610.0
2023-11-21,399.0
2023-11-22,721.0
2023-11-23,768.0
2023-11-24,607.0
2023-11-25,490.0
2023-11-27,522.5
2023-11-28,938.0
2023-11-29,1463.0
2023-11-30,2314.5
2023-12-01,3.0
2023-12-02,50.0
2023-12-04,305.0
2023-12-05,307.0
2023-12-06,117.0
2023-12-07,333.5
2023-12-08,603.0
2023-12-09,300.0
2023-12-11,421.0
2023-12-12,397.0
2023-12-13,547.5
2023-12-14,643.0
2023-12-15,3146.0
2023-12-16,5299.0
2023-12-17,3166.0
2023-12-18,2867.0
2023-12-19,3115.0
2023-12-20,2845.0
2023-12-21,2460.0
2023-12-22,2056.5
2023-12-23,2712.0
2023-12-24,647.0
2023-12-25,1618.0
2023-12-26,3480.0
2023-12-27,2058.0
2023-12-28,2640.0
2023-12-29,3639.0
2023-12-30,5570.5
2023-12-31,5970.5
2024-01-03,5.0
2024-01-04,301.5
2024-01-05,310.0
2024-01-06,143.0
2024-01-08,849.0
2024-01-09,139.5
2024-01-10,144.0
2024-01-11,474.0
2024-01-12,308.0
2024-01-13,85.0
2024-01-15,257.0
2024-01-16,498.0
2024-01-17,884.0
2024-01-18,379.0
2024-01-19,790.5
2024-01-20,416.0
2024-01-22,250.0
2024-01-23,615.0
2024-01-24,980.0
2024-01-25,2111.5
2024-01-26,137.0
2024-01-27,2695.0
2024-01-28,591.0
2024-01-29,1552.0
2024-01-30,2952.5
2024-01-31,7906.5
2024-02-02,70.0
2024-02-03,694.5
2024-02-05,1009.0
2024-02-06,657.0
2024-02-07,1018.0
2024-02-08,982.0
2024-02-09,1417.5
2024-02-10,611.0
2024-02-12,1215.5
2024-02-13,2836.0
2024-02-14,1300.0
2024-02-15,842.5
2024-02-16,1492.0
2024-02-17,700.0
2024-02-19,1970.5
2024-02-20,774.5
2024-02-21,1362.0
2024-02-22,1494.0
2024-02-23,2455.0
2024-02-24,2552.0
2024-02-25,955.0
2024-02-26,2388.5
2024-02-27,2126.0
2024-02-28,3449.0
2024-02-29,7630.0
2024-03-01,459.0
2024-03-02,300.0
2024-03-03,223.0
2024-03-04,1537.5
2024-03-05,1243.5
2024-03-06,2575.0
2024-03-07,3537.0
2024-03-08,1904.5
2024-03-09,2361.5
2024-03-10,2074.0
2024-03-11,3002.0
2024-03-12,3362.5
2024-03-13,3414.0
2024-03-14,3284.5
2024-03-15,2021.0
2024-03-16,3120.0
2024-03-17,2370.0
2024-03-18,2252.0
2024-03-19,2042.0
2024-03-20,3647.0
2024-03-21,2614.0
2024-03-22,2281.5
2024-03-23,2574.5
2024-03-24,1705.0
2024-03-25,3083.0
2024-03-26,2901.5
2024-03-27,3978.5
2024-03-28,3667.0
2024-03-29,4607.5
2024-03-30,4668.0
2024-04-03,578.0
2024-04-04,2848.0
2024-04-05,4606.0
2024-04-06,5043.0
2024-04-07,3566.0
2024-04-08,3490.0
2024-04-09,901.0
2024-04-10,3524.0
2024-04-11,4488.0
2024-04-12,4822.0
2024-04-13,5132.0
2024-04-14,3251.0
2024-04-15,2961.0
2024-04-16,5527.0
2024-04-17,3921.0
2024-04-18,3825.0
2024-04-19,3267.0
2024-04-20,3583.0
2024-04-21,2218.0
2024-04-22,2567.0
2024-04-23,3078.0
2024-04-24,2865.0
2024-04-25,3025.0
2024-04-26,3804.0
2024-04-27,4138.0
2024-04-28,2282.0
2024-04-29,3022.0
2024-04-30,8451.0
2024-05-02,675.0
2024-05-03,2277.0
2024-05-04,1993.0
2024-05-05,2861.0
2024-05-06,2428.0
2024-05-07,2863.0
2024-05-08,1809.0
2024-05-09,3651.0
2024-05-10,2497.0
2024-05-11,2372.0
2024-05-12,899.0
2024-05-13,1384.0
2024-05-14,1683.0
2024-05-15,1724.0
2024-05-16,2411.0
2024-05-17,1571.0
2024-05-18,2375.0
2024-05-19,1117.0
2024-05-20,1421.0
2024-05-21,1742.0
2024-05-22,1059.0
2024-05-23,1202.0
2024-05-24,1894.0
2024-05-25,771.0
2024-05-26,65.0
2024-05-27,878.0
2024-05-28,1748.0
2024-05-29,1379.0
2024-05-30,850.0
2024-05-31,2768.0
2024-06-03,103.0
2024-06-04,391.0
2024-06-05,229.0
2024-06-06,555.0
2024-06-07,429.0
2024-06-08,290.0
2024-06-10,610.0
2024-06-11,747.0
2024-06-12,346.0
2024-06-13,343.0
2024-06-14,832.0
2024-06-15,835.0
2024-06-16,230.0
2024-06-17,1050.0
2024-06-18,554.0
2024-06-19,1117.0
2024-06-20,548.0
2024-06-21,514.0
2024-06-22,172.0
2024-06-24,1129.0
2024-06-25,1275.0
2024-06-26,669.0
2024-06-27,2536.0
2024-06-28,1737.0
2024-06-29,1480.0
2024-06-30,654.0
2024-07-02,1.0
2024-07-03,84.0
2024-07-04,290.0
2024-07-05,344.0
2024-07-06,39.0
2024-07-08,208.0
2024-07-09,215.0
2024-07-10,304.0
2024-07-11,304.0
2024-07-12,239.0
2024-07-13,158.0
2024-07-15,459.0
2024-07-16,429.0
2024-07-17,248.0
2024-07-18,207.0
2024-07-19,529.0
2024-07-20,391.0
2024-07-22,633.0
2024-07-23,754.0
2024-07-24,1101.0
2024-07-25,520.0
2024-07-26,702.0
2024-07-27,422.0
2024-07-29,961.0
2024-07-30,1055.0
2024-07-31,2709.0
2024-08-02,125.0
2024-08-03,609.0
2024-08-05,520.0
2024-08-06,708.0
2024-08-07,679.0
2024-08-08,623.0
2024-08-09,1190.0
2024-08-10,294.0
2024-08-12,811.0
2024-08-13,892.0
2024-08-14,825.0
2024-08-16,898.0
2024-08-17,679.0
2024-08-19,823.0
2024-08-20,935.0
2024-08-21,1343.0
2024-08-22,856.0
2024-08-23,1191.0
2024-08-24,590.0
2024-08-26,890.0
2024-08-27,967.0
2024-08-28,1977.0
2024-08-29,1307.0
2024-08-30,1191.0
2024-08-31,1696.0
2024-09-02,241.0
2024-09-03,1011.0
2024-09-04,943.0
2024-09-05,811.0
2024-09-06,2022.0
2024-09-07,389.0
2024-09-08,224.0
2024-09-09,1610.0
2024-09-10,740.0
2024-09-11,663.0
2024-09-12,1333.0
2024-09-13,795.0
2024-09-14,649.0
2024-09-16,585.0
2024-09-17,1189.0
2024-09-18,669.0
2024-09-19,1407.0
2024-09-20,740.0
2024-09-21,1541.0
2024-09-23,841.0
2024-09-24,739.0
2024-09-25,1157.0
2024-09-26,1911.0
2024-09-27,1649.0
2024-09-28,1566.0
2024-09-29,315.0
2024-09-30,3384.0
2024-10-03,426.0
2024-10-04,2133.0
2024-10-05,1838.0
2024-10-07,703.0
2024-10-08,1250.0
2024-10-09,1216.0
2024-10-10,2296.0
2024-10-11,763.0
2024-10-14,938.0
2024-10-15,827.0
2024-10-16,855.0
2024-10-17,885.0
2024-10-18,669.0
2024-10-19,421.0
2024-10-21,530.0
2024-10-22,524.0
2024-10-23,318.0
2024-10-24,1113.0
2024-10-25,633.0
2024-10-26,482.0
2024-10-28,1302.0
2024-10-29,983.0
2024-10-30,2202.0
2024-11-04,148.0
2024-11-05,685.0
2024-11-06,741.0
2024-11-07,597.0
2024-11-08,408.0
2024-11-09,562.0
2024-11-11,623.0
2024-11-12,893.0
2024-11-13,998.0
2024-11-14,825.0
2024-11-15,589.0
2024-11-16,220.0
2024-11-18,456.0
2024-11-19,524.0
2024-11-20,570.0
2024-11-21,104.0
2024-11-22,715.0
2024-11-23,315.0
2024-11-25,500.0
2024-11-26,1127.0
2024-11-27,776.0
2024-11-28,1157.0
2024-11-29,1345.0
2024-11-30,3196.0
2024-12-02,1.0
2024-12-03,17.0
2024-12-04,270.0
2024-12-05,297.0
2024-12-06,413.0
2024-12-07,114.0
2024-12-09,434.0
2024-12-10,335.0
2024-12-11,439.0
2024-12-12,403.0
2024-12-13,905.0
2024-12-14,548.0
2024-12-16,724.0
2024-12-17,603.0
2024-12-18,3937.0
2024-12-19,5438.0
2024-12-20,3938.0
2024-12-21,4263.0
2024-12-23,3601.0
2024-12-24,3551.0
2024-12-25,3935.0
2024-12-26,3072.0
2024-12-27,4191.0
2024-12-28,7731.0
2024-12-29,5721.0
2024-12-30,6578.0
2024-12-31,7272.0
2025-01-03,1.0
2025-01-04,162.0
2025-01-06,894.0
2025-01-07,63.0
2025-01-08,303.0
2025-01-09,712.0
2025-01-10,760.0
2025-01-11,966.0
2025-01-13,2180.0
2025-01-14,587.0
2025-01-15,3.0
2025-01-16,936.0
2025-01-17,451.0
2025-01-18,331.0
2025-01-20,1101.0
2025-01-21,516.0
2025-01-22,198.0
2025-01-23,1672.0
2025-01-24,1059.0
2025-01-25,846.0
2025-01-26,390.0
2025-01-27,1659.0
2025-01-28,2121.0
2025-01-29,6620.0
2025-01-30,5566.0
2025-01-31,5472.0
2025-02-03,1.0
2025-02-04,285.0
2025-02-05,98.0
2025-02-06,1901.0
2025-02-07,3016.0
2025-02-08,509.0
2025-02-10,1337.0
2025-02-11,2730.0
2025-02-12,1967.0
2025-02-13,2097.0
2025-02-14,1081.0
2025-02-15,907.0
2025-02-17,693.0
2025-02-18,1750.0
2025-02-19,849.0
2025-02-20,1040.0
2025-02-21,1537.0
2025-02-22,6252.0
2025-02-23,1245.0
2025-02-24,1701.0
2025-02-25,2558.0
2025-02-26,2990.0
2025-02-27,4792.0
2025-02-28,11341.0
2025-03-01,1.0
2025-03-03,654.0
2025-03-04,5574.0
2025-03-05,5758.0
2025-03-06,2957.0
2025-03-07,3645.0
2025-03-08,2696.0
2025-03-09,3649.0
2025-03-10,3529.0
2025-03-11,1986.0
2025-03-12,2805.0
2025-03-13,2855.0
2025-03-14,2200.0
2025-03-15,1834.0
2025-03-16,172.0
2025-03-17,1786.0
2025-03-18,1978.0
2025-03-19,2812.0
2025-03-20,2745.0
2025-03-21,3016.0
2025-03-22,2345.0
2025-03-23,504.0
2025-03-24,2338.0
2025-03-25,2108.0
2025-03-26,4109.0
2025-03-27,3474.0
2025-03-28,3557.0
2025-03-29,5449.0
2025-03-30,5325.0
2025-03-31,4652.0
2025-04-04,572.0
2025-04-05,2084.0
2025-04-06,264.0
2025-04-07,1705.0
2025-04-08,2734.0
2025-04-09,1106.0
2025-04-10,1604.0
2025-04-11,890.0
2025-04-12,1825.0
2025-04-14,387.0
2025-04-15,1164.0
2025-04-16,1745.0
2025-04-17,1274.0
2025-04-18,719.0
2025-04-19,1036.0
2025-04-21,1267.0
2025-04-22,1593.0
2025-04-23,1440.0
2025-04-24,1131.0
2025-04-25,3220.0
2025-04-26,1664.0
2025-04-27,994.0
2025-04-28,1703.0
2025-04-29,3503.0
2025-04-30,7914.0
2025-05-02,95.0
2025-05-03,513.0
2025-05-05,693.0
2025-05-06,491.0
2025-05-07,804.0
2025-05-08,555.0
2025-05-09,1003.0
2025-05-10,963.0
2025-05-12,384.0
2025-05-13,748.0
2025-05-14,916.0
2025-05-15,909.0
2025-05-16,652.0
2025-05-17,831.0
2025-05-19,620.0
2025-05-20,1174.0
2025-05-21,896.0
2025-05-22,549.0
2025-05-23,822.0
2025-05-24,418.0
2025-05-26,462.0
2025-05-27,978.0
2025-05-28,481.0
2025-05-29,1175.0
2025-05-30,2452.0
2025-05-31,4728.0
2025-06-02,1.0
2025-06-03,98.0
2025-06-04,154.0
2025-06-05,85.0
2025-06-06,276.0
2025-06-07,26.0
2025-06-09,324.0
2025-06-10,110.0
2025-06-11,275.0
2025-06-12,402.0
2025-06-13,786.0
2025-06-14,731.0
2025-06-16,423.0
2025-06-17,539.0
2025-06-18,398.0
2025-06-19,310.0
2025-06-20,822.0
2025-06-21,492.0
2025-06-23,213.0
2025-06-24,503.0
2025-06-25,1217.0
2025-06-26,717.0
2025-06-27,1872.0
2025-06-28,1438.0
2025-06-29,702.0
2025-06-30,5110.0
