Date,Item Code,Branch,Star Rating,Segment,Quantity,Tonnage,Region
2020-03-23,RKG35TV16W,COK,5 Star,Inv,2.0,1.0,South
2020-03-23,RKL35TV16X,COK,3 Star,Inv,2.0,1.0,South
2020-03-23,RL28TV16X2,COK,3 Star,Non Inv,2.0,0.8,South
2020-03-23,RL28TV16X2,COK,3 Star,Non Inv,10.0,0.8,South
2020-03-23,RLG35TV16W1,COK,3 Star,Non Inv,10.0,1.0,South
2020-03-23,RKG60TV16U,COK,5 Star,Inv,1.0,1.8,South
2020-03-23,RKT35TV16W,COK,3 Star,Inv,3.0,1.0,South
2020-03-23,RKJ35TV16U,COK,5 Star,Inv,1.0,1.0,South
2020-03-23,RL28TV16X2,COK,3 Star,Non Inv,1.0,0.8,South
2020-03-23,RKL60TV16U,COK,3 Star,Inv,7.0,1.8,South
2020-03-23,RKL35TV16W,COK,3 Star,Inv,1.0,1.0,South
2020-03-23,RKT50TV16V,COK,3 Star,Inv,1.0,1.5,South
2020-03-23,RKG35TV16W,COK,5 Star,Inv,6.0,1.0,South
2020-03-23,RLG35TV16W1,COK,3 Star,Non Inv,8.0,1.0,South
2020-03-23,RKL35TV16X,COK,3 Star,Inv,1.0,1.0,South
2020-03-23,RKG50TV16U,COK,5 Star,Inv,1.0,1.5,South
2020-03-23,RQ60TV16U2,COK,2 Star,Non Inv,2.0,1.8,South
2020-03-23,RLG35TV16W1,COK,3 Star,Non Inv,3.0,1.0,South
2020-03-21,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-21,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-21,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-21,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-21,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2020-03-21,RKL35TV16X,COK,3 Star,Inv,3.0,1.0,South
2020-03-21,RL28TV16X2,COK,3 Star,Non Inv,3.0,0.8,South
2020-03-21,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
2020-03-21,RLG35TV16W1,COK,3 Star,Non Inv,4.0,1.0,South
2020-03-21,RKF50TV16U,SBD,5 Star,Inv,2.0,1.5,South
2020-03-21,RKL35TV16W,SBD,3 Star,Inv,4.0,1.0,South
2020-03-21,RL35TV16W1,BLR,3 Star,Non Inv,4.0,1.0,South
2020-03-21,RKT50TV16V,BLR,3 Star,Inv,10.0,1.5,South
2020-03-21,RL50TV16V3,BLR,3 Star,Non Inv,10.0,1.5,South
2020-03-21,RKL50TV16V,MAA,3 Star,Inv,14.0,1.5,South
2020-03-21,RKG35TV16W,COK,5 Star,Inv,3.0,1.0,South
2020-03-21,RKG50TV16U,MAA,5 Star,Inv,2.5,1.5,South
2020-03-21,RKG60TV16U,MAA,5 Star,Inv,1.0,1.8,South
2020-03-21,RKT50TV16V,BLR,3 Star,Inv,5.0,1.5,South
2020-03-21,RKL60TV16U,BLR,3 Star,Inv,2.0,1.8,South
2020-03-21,RKL35TV16W,SBD,3 Star,Inv,10.0,1.0,South
2020-03-21,RKF35TV16U,COK,5 Star,Inv,5.0,1.0,South
2020-03-21,RQ90ARV16,MAA,2 Star,Non Inv,1.0,2.2,South
2020-03-21,RKG50TV16U,SBD,5 Star,Inv,125.0,1.5,South
2020-03-21,RKL50TV16VC,SBD,3 Star,Inv,10.0,1.5,South
2020-03-21,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-21,RKL50TV16VC,SBD,3 Star,Inv,50.0,1.5,South
2020-03-21,RKL50TV16VC,SBD,3 Star,Inv,41.0,1.5,South
2020-03-21,RKJ50TV16U,COK,5 Star,Inv,1.0,1.5,South
2020-03-21,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
2020-03-21,RL28TV16X2,MAA,3 Star,Non Inv,4.0,0.8,South
2020-03-21,RQG60TV16U2,MAA,2 Star,Non Inv,1.0,1.8,South
2020-03-21,RLG35TV16W1,MAA,3 Star,Non Inv,7.0,1.0,South
2020-03-21,RQG60TV16U2,MAA,2 Star,Non Inv,1.0,1.8,South
2020-03-21,RKG35TV16W,BLR,5 Star,Inv,3.5,1.0,South
2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2020-03-21,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2020-03-21,RKG50TV16U,COK,5 Star,Inv,2.0,1.5,South
2020-03-21,RKJ50TV16U,COK,5 Star,Inv,1.0,1.5,South
2020-03-21,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
2020-03-21,RLG35TV16W1,COK,3 Star,Non Inv,7.0,1.0,South
2020-03-21,RKF50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2020-03-21,RQ90ARV16,MAA,2 Star,Non Inv,1.0,2.2,South
2020-03-21,RL28TV16X2,MAA,3 Star,Non Inv,10.0,0.8,South
2020-03-21,RL28TV16X2,COK,3 Star,Non Inv,5.0,0.8,South
2020-03-21,RL50TV16U3B,COK,3 Star,Non Inv,5.0,1.5,South
2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,8.0,1.8,South
2020-03-21,RLG35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
2020-03-21,RQG60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2020-03-21,RLG50TV16V3,MAA,3 Star,Non Inv,14.0,1.5,South
2020-03-21,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
2020-03-21,RLG50TV16V3,SBD1,3 Star,Non Inv,8.0,1.5,South
2020-03-21,RLG50TV16V3,SBD1,3 Star,Non Inv,17.0,1.5,South
2020-03-21,RKF50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2020-03-21,RL35TV16W1,MAA,3 Star,Non Inv,20.0,1.0,South
2020-03-21,RL50TV16U3B,MAA,3 Star,Non Inv,20.0,1.5,South
2020-03-21,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
2020-03-21,RL35TV16W1,MAA,3 Star,Non Inv,7.0,1.0,South
2020-03-21,RKL60TV16U,MAA,3 Star,Inv,3.0,1.8,South
2020-03-21,RKL50TV16V,MAA,3 Star,Inv,9.0,1.5,South
2020-03-21,RKT50TV16V,BLR,3 Star,Inv,25.0,1.5,South
2020-03-21,RKT35TV16W,BLR,3 Star,Inv,5.0,1.0,South
2020-03-21,RKL60TV16U,BLR,3 Star,Inv,5.0,1.8,South
2020-03-21,RKM50TV16VC,BLR,5 Star,Inv,5.0,1.5,South
2020-03-21,RKL71TV16T,SBD,3 Star,Inv,15.0,2.2,South
2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,5.0,1.8,South
2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,1.0,1.8,South
2020-03-21,RL50TV16U2,SBD,3 Star,Non Inv,10.0,1.5,South
2020-03-21,RKG60TV16U,SBD,5 Star,Inv,3.0,1.8,South
2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,2.0,1.8,South
2020-03-21,RKG50TV16U,SBD,5 Star,Inv,38.0,1.5,South
2020-03-21,RKG35TV16W,COK,5 Star,Inv,5.0,1.0,South
2020-03-21,RL50TV16V3,SBD,3 Star,Non Inv,30.0,1.5,South
2020-03-21,RL50TV16V3,SBD,3 Star,Non Inv,10.0,1.5,South
2020-03-21,RKL71TV16T,SBD1,3 Star,Inv,3.0,2.2,South
2020-03-21,RKJ50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
2020-03-21,RKG50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2020-03-21,RKL71TV16T,SBD1,3 Star,Inv,1.0,2.2,South
2020-03-21,RQ60TV16U2,SBD1,2 Star,Non Inv,2.0,1.8,South
2020-03-21,RKG50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2020-03-21,RKM50TV16VC,SBD,5 Star,Inv,120.0,1.5,South
2020-03-21,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
2020-03-21,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
2020-03-21,RKT50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2020-03-21,RL35TV16W1,SBD,3 Star,Non Inv,5.0,1.0,South
2020-03-21,RKL50TV16V,SBD,3 Star,Inv,5.0,1.5,South
2020-03-21,RKJ50TV16U,SBD,5 Star,Inv,4.0,1.5,South
2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,2.0,1.8,South
2020-03-21,RKP50TV16U,SBD,4 Star,Inv,3.0,1.5,South
2020-03-21,RL28TV16X2,SBD,3 Star,Non Inv,2.0,0.8,South
2020-03-21,RL50TV16U2,SBD,3 Star,Non Inv,5.0,1.5,South
2020-03-21,RQ60TV16U2,SBD,2 Star,Non Inv,2.0,1.8,South
2020-03-21,RKG60TV16U,SBD,5 Star,Inv,3.0,1.8,South
2020-03-21,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-21,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-21,RKG35TV16W,MAA,5 Star,Inv,4.0,1.0,South
2020-03-21,RL28TV16X2,COK,3 Star,Non Inv,1.0,0.8,South
2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,5.0,1.8,South
2020-03-21,RLG35TV16W1,COK,3 Star,Non Inv,10.0,1.0,South
2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2020-03-21,RKG35TV16W,MAA,5 Star,Inv,3.0,1.0,South
2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2020-03-20,RKT50TV16V,BLR,3 Star,Inv,2.0,1.5,South
2020-03-20,RKL60TV16U,BLR,3 Star,Inv,2.0,1.8,South
2020-03-20,RKR50TV16U,BLR,5 Star,Inv,1.0,1.5,South
2020-03-20,RKG50TV16U,BLR,5 Star,Inv,1.0,1.5,South
2020-03-20,RL28TV16X2,BLR,3 Star,Non Inv,1.0,0.8,South
2020-03-20,RKG50TV16U,COK,5 Star,Inv,1.0,1.5,South
2020-03-20,RKG50TV16U,COK,5 Star,Inv,3.0,1.5,South
2020-03-20,RKL35TV16W,COK,3 Star,Inv,2.0,1.0,South
2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,5.0,1.8,South
2020-03-20,RKG50TV16U,MAA,5 Star,Inv,2.0,1.5,South
2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,4.0,1.0,South
2020-03-20,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2020-03-20,RKLG50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,6.0,1.8,South
2020-03-20,RKL35TV16W,BLR,3 Star,Inv,1.0,1.0,South
2020-03-20,RKL60TV16U,BLR,3 Star,Inv,6.0,1.8,South
2020-03-20,RL28TV16X2,BLR,3 Star,Non Inv,1.0,0.8,South
2020-03-20,RKL35TV16W,BLR,3 Star,Inv,2.0,1.0,South
2020-03-20,RKL50TV16V,MAA,3 Star,Inv,11.0,1.5,South
2020-03-20,RKT35TV16W,COK,3 Star,Inv,2.0,1.0,South
2020-03-20,RKT35TV16W,COK,3 Star,Inv,1.0,1.0,South
2020-03-20,RL35TV16W1,COK,3 Star,Non Inv,5.0,1.0,South
2020-03-20,RKL35TV16W,COK,3 Star,Inv,15.0,1.0,South
2020-03-20,RL50TV16U3B,COK,3 Star,Non Inv,7.0,1.5,South
2020-03-20,RKL35TV16W,COK,3 Star,Inv,25.0,1.0,South
2020-03-20,RKG50TV16U,COK,5 Star,Inv,2.0,1.5,South
2020-03-20,RL28TV16X2,COK,3 Star,Non Inv,3.0,0.8,South
2020-03-20,RHT35TV16X,MAA,3 Star,Inv,1.5,1.0,South
2020-03-20,RQ90ARV16,MAA,2 Star,Non Inv,1.0,2.2,South
2020-03-20,RKG50TV16U,MAA,5 Star,Inv,27.0,1.5,South
2020-03-20,RKF35TV16U,MAA,5 Star,Inv,5.0,1.0,South
2020-03-20,RL28TV16X2,MAA,3 Star,Non Inv,11.0,0.8,South
2020-03-20,RKL35TV16W,MAA,3 Star,Inv,13.0,1.0,South
2020-03-20,RL50TV16U2AB,MAA,3 Star,Non Inv,1.0,1.5,South
2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2020-03-20,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
2020-03-20,RKL60TV16U,BLR,3 Star,Inv,1.0,1.8,South
2020-03-20,RL50TV16U2,BLR,3 Star,Non Inv,5.0,1.5,South
2020-03-20,RQ60TV16U2,BLR,2 Star,Non Inv,5.0,1.8,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,30.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,40.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,25.0,1.8,South
2020-03-20,RKT35TV16W,COK,3 Star,Inv,3.0,1.0,South
2020-03-20,RKT50TV16V,COK,3 Star,Inv,1.0,1.5,South
2020-03-20,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
2020-03-20,RL28TV16X2,BLR,3 Star,Non Inv,3.0,0.8,South
2020-03-20,RKG35TV16W,BLR,5 Star,Inv,2.0,1.0,South
2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2020-03-20,RKG60TV16U,COK,5 Star,Inv,3.0,1.8,South
2020-03-20,RKT35TV16W,COK,3 Star,Inv,16.0,1.0,South
2020-03-20,RKG35TV16W,COK,5 Star,Inv,5.0,1.0,South
2020-03-20,RL28TV16X2,COK,3 Star,Non Inv,15.0,0.8,South
2020-03-20,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,50.0,1.5,South
2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,10.0,1.5,South
2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,15.0,1.5,South
2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,9.0,1.5,South
2020-03-20,RKG35TV16W,SBD1,5 Star,Inv,1.0,1.0,South
2020-03-20,RQ60TV16U2,SBD1,2 Star,Non Inv,1.0,1.8,South
2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,15.0,1.5,South
2020-03-20,RQ60TV16U2,COK,2 Star,Non Inv,5.0,1.8,South
2020-03-20,RL50TV16U2AB,COK,3 Star,Non Inv,1.0,1.5,South
2020-03-20,RL50TV16U3B,SBD,3 Star,Non Inv,10.0,1.5,South
2020-03-20,RL28TV16X2,SBD,3 Star,Non Inv,1.0,0.8,South
2020-03-20,RL50TV16U2AB,SBD,3 Star,Non Inv,20.0,1.5,South
2020-03-20,RKG35TV16W,COK,5 Star,Inv,2.0,1.0,South
2020-03-20,RKL35TV16W,MAA,3 Star,Inv,5.0,1.0,South
2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,8.0,1.0,South
2020-03-20,RKJ35TV16U,MAA,5 Star,Inv,5.0,1.0,South
2020-03-20,RKL35TV16W,COK,3 Star,Inv,1.0,1.0,South
2020-03-20,RKG35TV16W,COK,5 Star,Inv,7.0,1.0,South
2020-03-20,RKG50TV16U,COK,5 Star,Inv,3.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,50.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,50.0,1.5,South
2020-03-20,RL50TV16U3B,SBD,3 Star,Non Inv,3.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,5.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,2.0,1.5,South
2020-03-20,RL50TV16U3B,SBD,3 Star,Non Inv,15.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,25.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,12.0,1.5,South
2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,6.0,1.5,South
2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,50.0,1.5,South
2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,60.0,1.5,South
2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,50.0,1.5,South
2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,22.0,1.5,South
2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,17.0,1.5,South
2020-03-20,RKL50TV16V,SBD1,3 Star,Inv,4.0,1.5,South
2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,4.0,1.5,South
2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2020-03-20,RL50TV16U3B,MAA,3 Star,Non Inv,1.0,1.5,South
2020-03-20,RL50TV16V2,SBD,3 Star,Non Inv,2.0,1.5,South
2020-03-20,RKT50TV16V,SBD,3 Star,Inv,6.0,1.5,South
2020-03-20,RKL71TV16T,SBD,3 Star,Inv,4.0,2.2,South
2020-03-20,RKG50TV16U,SBD,5 Star,Inv,3.0,1.5,South
2020-03-20,RKJ50TV16U,COK,5 Star,Inv,1.0,1.5,South
2020-03-20,RKG35TV16W,COK,5 Star,Inv,2.0,1.0,South
2020-03-20,RKL50TV16VC,MAA,3 Star,Inv,1.0,1.5,South
2020-03-20,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-20,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
2020-03-19,RKLG35TV16X,MAA,3 Star,Inv,5.0,1.0,South
2020-03-19,RKLG50TV16V,MAA,3 Star,Inv,20.0,1.5,South
2020-03-19,RL35TV16W1,MAA,3 Star,Non Inv,10.0,1.0,South
2020-03-19,RKL60TV16U,MAA,3 Star,Inv,4.0,1.8,South
2020-03-19,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,1.0,1.8,South
2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,2.0,1.8,South
2020-03-19,RL50TV16U2AB,MAA,3 Star,Non Inv,15.0,1.5,South
2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,2.0,0.8,South
2020-03-19,RKL35TV16X,COK,3 Star,Inv,1.0,1.0,South
2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,2.0,1.5,South
2020-03-19,RKL71TV16T,BLR,3 Star,Inv,2.0,2.2,South
2020-03-19,RL50TV16V3,BLR,3 Star,Non Inv,10.0,1.5,South
2020-03-19,RQ60TV16U2,BLR,2 Star,Non Inv,5.0,1.8,South
2020-03-19,RL35TV16W1,BLR,3 Star,Non Inv,3.0,1.0,South
2020-03-19,RKL50TV16V,MAA,3 Star,Inv,0.5,1.5,South
2020-03-19,RKL60TV16U,MAA,3 Star,Inv,1.0,1.8,South
2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,2.0,0.8,South
2020-03-19,RKT50TV16V,COK,3 Star,Inv,1.0,1.5,South
2020-03-19,RKP60TV16U,SBD,4 Star,Inv,5.0,1.8,South
2020-03-19,RL50TV16U3B,SBD1,3 Star,Non Inv,2.5,1.5,South
2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,1.0,1.8,South
2020-03-19,RKT50TV16V,BLR,3 Star,Inv,10.0,1.5,South
2020-03-19,RKL71TV16T,BLR,3 Star,Inv,5.0,2.2,South
2020-03-19,RKL60TV16U,BLR,3 Star,Inv,10.0,1.8,South
2020-03-19,RL28TV16X2,BLR,3 Star,Non Inv,5.0,0.8,South
2020-03-19,RKLG35TV16X,BLR,3 Star,Inv,10.0,1.0,South
2020-03-19,RKL60TV16U,SBD,3 Star,Inv,1.0,1.8,South
2020-03-19,RKG35TV16W,BLR,5 Star,Inv,8.0,1.0,South
2020-03-19,RKG50TV16U,BLR,5 Star,Inv,18.0,1.5,South
2020-03-19,RKG60TV16U,BLR,5 Star,Inv,5.0,1.8,South
2020-03-19,RKJ35TV16U,SBD,5 Star,Inv,3.0,1.0,South
2020-03-19,RKJ35TV16U,SBD,5 Star,Inv,1.0,1.0,South
2020-03-19,RKF50TV16U,SBD,5 Star,Inv,15.0,1.5,South
2020-03-19,RKF50TV16U,SBD,5 Star,Inv,30.0,1.5,South
2020-03-19,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-19,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-19,RKG50TV16U,SBD,5 Star,Inv,30.0,1.5,South
2020-03-19,RKG50TV16U,SBD,5 Star,Inv,20.0,1.5,South
2020-03-19,RKG50TV16U,SBD,5 Star,Inv,60.0,1.5,South
2020-03-19,RKG50TV16U,SBD,5 Star,Inv,40.0,1.5,South
2020-03-19,RKF50TV16U,SBD,5 Star,Inv,50.0,1.5,South
2020-03-19,RLG35TV16W1,MAA,3 Star,Non Inv,50.0,1.0,South
2020-03-19,RLG35TV16W1,MAA,3 Star,Non Inv,50.0,1.0,South
2020-03-19,RLG35TV16W1,MAA,3 Star,Non Inv,25.0,1.0,South
2020-03-19,RLG50TV16V3,MAA,3 Star,Non Inv,30.0,1.5,South
2020-03-19,RKL35TV16X,MAA,3 Star,Inv,3.0,1.0,South
2020-03-19,RKJ35TV16U,MAA,5 Star,Inv,3.0,1.0,South
2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,2.0,1.5,South
2020-03-19,RL35TV16W1,MAA,3 Star,Non Inv,3.0,1.0,South
2020-03-19,RL28TV16X2,MAA,3 Star,Non Inv,11.0,0.8,South
2020-03-19,RL50TV16U2,MAA,3 Star,Non Inv,5.0,1.5,South
2020-03-19,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2020-03-19,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2020-03-19,RL35TV16W1,BLR,3 Star,Non Inv,10.0,1.0,South
2020-03-19,RKL60TV16U,BLR,3 Star,Inv,5.0,1.8,South
2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-19,RKG60TV16U,COK,5 Star,Inv,1.0,1.8,South
2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,8.0,1.0,South
2020-03-19,RKF50TV16U,COK,5 Star,Inv,1.0,1.5,South
2020-03-19,RKL71TV16T,COK,3 Star,Inv,6.0,2.2,South
2020-03-19,RKG60TV16U,COK,5 Star,Inv,5.0,1.8,South
2020-03-19,RKG50TV16U,COK,5 Star,Inv,4.0,1.5,South
2020-03-19,RL50TV16U2AB,COK,3 Star,Non Inv,5.0,1.5,South
2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,3.0,0.8,South
2020-03-19,RKL35TV16X,COK,3 Star,Inv,3.0,1.0,South
2020-03-19,RKT35TV16W,COK,3 Star,Inv,14.0,1.0,South
2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,10.0,0.8,South
2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,10.0,1.0,South
2020-03-19,RKL60TV16U,COK,3 Star,Inv,1.0,1.8,South
2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2020-03-19,RKJ60TV16U,MAA,5 Star,Inv,2.0,1.8,South
2020-03-19,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
2020-03-19,RL35TV16W1,SBD,3 Star,Non Inv,5.0,1.0,South
2020-03-19,RQ60TV16U2,SBD,2 Star,Non Inv,5.0,1.8,South
2020-03-19,RKL71TV16T,SBD1,3 Star,Inv,1.0,2.2,South
2020-03-19,RKM50TV16VC,SBD1,5 Star,Inv,5.0,1.5,South
2020-03-19,RLG50TV16V3,MAA,3 Star,Non Inv,15.0,1.5,South
2020-03-19,RKR60TV16U,COK,5 Star,Inv,1.0,1.8,South
2020-03-19,RKG50TV16U,COK,5 Star,Inv,4.0,1.5,South
2020-03-19,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
2020-03-19,RKJ35TV16U,BLR,5 Star,Inv,18.0,1.0,South
2020-03-19,RKG35TV16W,BLR,5 Star,Inv,20.0,1.0,South
2020-03-19,RKG50TV16U,BLR,5 Star,Inv,10.0,1.5,South
2020-03-19,RKT50TV16V,BLR,3 Star,Inv,15.0,1.5,South
2020-03-19,RL28TV16X2,SBD1,3 Star,Non Inv,12.0,0.8,South
2020-03-19,RKJ60TV16U,SBD,5 Star,Inv,1.0,1.8,South
2020-03-19,RL28TV16X2,MAA,3 Star,Non Inv,1.0,0.8,South
2020-03-19,RL50TV16U2AB,MAA,3 Star,Non Inv,29.0,1.5,South
2020-03-19,RKL35TV16W,SBD,3 Star,Inv,5.0,1.0,South
2020-03-19,RKT35TV16W,SBD,3 Star,Inv,5.0,1.0,South
2020-03-19,RKG35TV16W,SBD,5 Star,Inv,5.0,1.0,South
2020-03-19,RL50TV16U2,SBD1,3 Star,Non Inv,1.5,1.5,South
2020-03-19,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
2020-03-19,RL28TV16X2,MAA,3 Star,Non Inv,5.0,0.8,South
2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,4.0,1.0,South
2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,3.0,1.8,South
2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,7.0,1.0,South
2020-03-18,RKG50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
2020-03-18,RKL50TV16VC,MAA,3 Star,Inv,19.0,1.5,South
2020-03-18,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2020-03-18,RKLG50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2020-03-18,RKL50TV16VC,MAA,3 Star,Inv,16.0,1.5,South
2020-03-18,RKL35TV16W,MAA,3 Star,Inv,25.0,1.0,South
2020-03-18,RL35TV16W1,COK,3 Star,Non Inv,2.0,1.0,South
2020-03-18,RKL35TV16X,COK,3 Star,Inv,12.0,1.0,South
2020-03-18,RKR60TV16U,COK,5 Star,Inv,1.0,1.8,South
2020-03-18,RKG50TV16U,MAA,5 Star,Inv,14.0,1.5,South
2020-03-18,RKG50TV16U,MAA,5 Star,Inv,18.0,1.5,South
2020-03-18,RLG28TV16X2,MAA,3 Star,Non Inv,2.0,0.8,South
2020-03-18,RKG50TV16U,MAA,5 Star,Inv,4.0,1.5,South
2020-03-18,RKT35TV16W,BLR,3 Star,Inv,15.0,1.0,South
2020-03-18,RKT50TV16V,BLR,3 Star,Inv,15.0,1.5,South
2020-03-18,RQ60TV16U2,BLR,2 Star,Non Inv,10.0,1.8,South
2020-03-18,RKT35TV16W,BLR,3 Star,Inv,5.0,1.0,South
2020-03-18,RKT50TV16V,BLR,3 Star,Inv,5.0,1.5,South
2020-03-18,RKG35TV16W,BLR,5 Star,Inv,5.0,1.0,South
2020-03-18,RKG50TV16U,BLR,5 Star,Inv,5.0,1.5,South
2020-03-18,RKJ35TV16U,BLR,5 Star,Inv,10.0,1.0,South
