YearMonth,BLR,COK,MAA,SBD,SBD1
2021-12,0.09352636116090365,0.08449528605246234,0.3253513225051655,0.41895978434887315,0.07766724593259534
2022-01,0.15960636905013303,0.09849220762765554,0.26654559276935424,0.3685010769945517,0.10685475355830552
2022-02,0.14852320675105485,0.11703200576309561,0.34514767932489454,0.2708037460121437,0.11849336214881136
2022-03,0.1658083263802975,0.12394625543056075,0.297983140086889,0.25308570935351155,0.15917656874874125
2022-04,0.0596878193157394,0.033473098199499667,0.48073241487849855,0.3031840550603103,0.1229226125459521
2022-05,0.12857373980169645,0.049182980100307395,0.42954214528393464,0.2250213788799778,0.1676797559340837
2022-06,0.10740646474930007,0.10247518452532452,0.3999109188088572,0.24026469839653855,0.14994273351997964
2022-07,0.14669169880251676,0.10777349299776741,0.41500913334686423,0.21580069007509642,0.11472498477775522
2022-08,0.09271079766102754,0.14185600142838012,0.40311565415346157,0.22921037361067714,0.1331071731464536
2022-09,0.1357937071208895,0.09533948426780223,0.4125857582209605,0.18871878062793607,0.1675622697624117
2022-10,0.14672568056348753,0.0789548829240434,0.3813535122786979,0.23914905768132497,0.15381686655244622
2022-11,0.19678145177069067,0.1327528859323029,0.3499804343572686,0.24985325767951477,0.07063197026022305
2022-12,0.07592365267834834,0.0709591213757292,0.3937405625020369,0.39161135432848465,0.0677653091154009
2023-01,0.15595384237662657,0.08657009575251658,0.29005646943285046,0.32170390375644486,0.1457156886815615
2023-02,0.11389531778529464,0.04228235713014065,0.2503263901252151,0.45251023678119995,0.14098569817814965
2023-03,0.11052002310616747,0.11104394201964024,0.3765364929673961,0.25774123779201763,0.14415830411477853
2023-04,0.07368383751284566,0.08455096327620218,0.4611086830697268,0.1688538725947625,0.21180264354646286
2023-05,0.07959233195826255,0.07173622907061393,0.41003397233681144,0.23933814608104828,0.19929932055326377
2023-06,0.10072038777750998,0.056907956401810345,0.34243860635762297,0.24731528346857343,0.25261776599448327
2023-07,0.11566488539504483,0.17979066378130107,0.45289935079273946,0.16265512520425737,0.08898997482665724
2023-08,0.11713060992614781,0.202189743324898,0.3296235087538088,0.22078190363063574,0.13027423436450963
2023-09,0.13435165043034145,0.12666698193511775,0.3757921119833538,0.22410857845455406,0.13908067719663295
2023-10,0.10537921974335515,0.062096793112346636,0.2672015389307247,0.30827879043798534,0.25704365777558824
2023-11,0.13550600343053174,0.12152786667008013,0.308671052968434,0.3082870382222677,0.1260080387086864
2023-12,0.05729589210785725,0.09485924646480508,0.3234408939834079,0.40845131855573874,0.11595264888819101
2024-01,0.16831146716204187,0.09580479120709005,0.3770076241340609,0.24772630519756955,0.11114981229923758
2024-02,0.095751870338973,0.13032498251188598,0.320903928008252,0.305265404360765,0.147753814780124
2024-03,0.09633826259522438,0.13953652134946545,0.28539146021381473,0.28915562383970295,0.18957813200179247
2024-04,0.06391836169644712,0.1309317802015248,0.37159469588347555,0.23534297778085417,0.1982121844376984
2024-05,0.08947737038369077,0.11584546366578963,0.39323099055443034,0.21908421510912568,0.1823619602869636
2024-06,0.1337300981738644,0.08281194363904573,0.34579581870898823,0.24599420112925377,0.19166793834884785
2024-07,0.1504237288135593,0.19739918176504967,0.42526300409117473,0.1494739918176505,0.07744009351256576
2024-08,0.10673638880344509,0.2150547084413587,0.34846420881487017,0.21109988135518742,0.11864481258513863
2024-09,0.12359811533612051,0.16593669122038623,0.33582188599110757,0.25190789037096023,0.12273541708142545
2024-10,0.11202449356205176,0.08916663171580758,0.33049532357505346,0.25101706999958057,0.2172964811475066
2024-11,0.13218959639282965,0.1651270207852194,0.33091388980534475,0.21615528428461453,0.15561420873199164
2024-12,0.07676273468147012,0.09576885775082147,0.3911381960829727,0.2640012738300305,0.17232893765470522
2025-01,0.1282784269101607,0.10049679442702118,0.36904332380450167,0.305819988343371,0.09636146651494547
2025-02,0.09957805907172995,0.14265353961556493,0.2723300515705579,0.25295827473042665,0.23248007501172058
2025-03,0.10233994186901302,0.12603340835321925,0.22867870754684974,0.34590199160832835,0.19704595062258964
2025-04,0.06338217502352467,0.13474033248196443,0.4705157503248645,0.17580768024376037,0.15555406192588608
2025-05,0.11636250194977382,0.15368117298393386,0.40297925440648885,0.15114646700982687,0.1758306036499766
2025-06,0.10307709035555072,0.12482331194954877,0.3860497988474503,0.16304229640100032,0.22300750244644993
2025-07,0.11928512053200332,0.22307326920793255,0.38326802042512764,0.15449471559197245,0.11987887424296402
2025-08,0.1007801817743103,0.24893428778251428,0.34227459181211295,0.18720341027909596,0.12080752835196654
2025-09,0.11644620352046661,0.21792868798389056,0.3178488351907787,0.17730791931396034,0.17046835399090374
2025-10,0.11138936714144101,0.124589137580216,0.3910366776229979,0.20331820316168414,0.16966661449366097
