Date,Branch,Segment,Star rating,Tonnage,Qty,Year,Month,Week,F_Year,F_Month,F_Year_Label,Region
2019-04-04,MAA,Inv,5 Star,1.5,1.0,2019,4,14,2019,1,2019-20,South
2019-04-04,VJW,Non Inv,3 Star,1.8,2.0,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Non Inv,3 Star,1.0,5.0,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Inv,3 Star,1.0,6.0,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Inv,3 Star,1.5,1.0,2019,4,14,2019,1,2019-20,South
2019-04-04,COK,Inv,3 Star,1.8,0.5,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Inv,5 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Inv,3 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Inv,4 Star,2.0,1.0,2019,4,14,2019,1,2019-20,South
2019-04-04,MAA,Non Inv,3 Star,1.0,8.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.0,40.0,2019,4,14,2019,1,2019-20,South
2019-04-05,SBD,Inv,5 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,SBD,Inv,5 Star,1.0,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,SBD,Inv,5 Star,1.5,6.0,2019,4,14,2019,1,2019-20,South
2019-04-05,COK,Non Inv,3 Star,1.0,3.0,2019,4,14,2019,1,2019-20,South
2019-04-05,COK,Inv,3 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,COK,Inv,5 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,COK,Inv,5 Star,1.0,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,SBD,Inv,3 Star,1.0,20.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,3 Star,1.0,10.0,2019,4,14,2019,1,2019-20,South
2019-04-05,BLR,Non Inv,2 Star,1.8,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,21.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,5 Star,1.5,16.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,5 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,BLR,Inv,4 Star,1.8,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,BLR,Inv,4 Star,1.0,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,COK,Inv,5 Star,1.5,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,BLR,Non Inv,2 Star,1.0,3.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.8,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,VJW,Inv,5 Star,1.5,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,4 Star,1.0,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,5 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,43.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,50.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,2 Star,1.5,20.0,2019,4,14,2019,1,2019-20,South
2019-04-05,COK,Inv,4 Star,2.0,3.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,2 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,2 Star,1.8,4.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.0,4.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.8,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,3 Star,1.0,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,3 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,4 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,3 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,2 Star,1.8,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,3 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Non Inv,3 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.5,5.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,3 Star,1.8,1.0,2019,4,14,2019,1,2019-20,South
2019-04-05,VJW,Inv,3 Star,1.8,0.5,2019,4,14,2019,1,2019-20,South
2019-04-05,VJW,Inv,3 Star,1.0,2.0,2019,4,14,2019,1,2019-20,South
2019-04-05,MAA,Inv,4 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-06,MAA,Inv,3 Star,1.8,1.0,2019,4,14,2019,1,2019-20,South
2019-04-06,COK,Inv,5 Star,1.5,1.0,2019,4,14,2019,1,2019-20,South
2019-04-06,MAA,Inv,5 Star,1.5,1.0,2019,4,14,2019,1,2019-20,South
2019-04-06,MAA,Non Inv,2 Star,1.8,4.0,2019,4,14,2019,1,2019-20,South
2019-04-06,MAA,Inv,3 Star,1.0,1.0,2019,4,14,2019,1,2019-20,South
2019-04-06,COK,Inv,5 Star,1.5,2.0,2019,4,14,2019,1,2019-20,South
2019-04-08,SBD,Inv,4 Star,2.0,40.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,50.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,50.0,2019,4,15,2019,1,2019-20,South
2019-04-08,VJW,Inv,5 Star,1.5,4.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-08,COK,Inv,5 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-08,MAA,Inv,4 Star,2.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-08,MAA,Inv,3 Star,1.5,0.5,2019,4,15,2019,1,2019-20,South
2019-04-08,MAA,Non Inv,2 Star,2.0,0.5,2019,4,15,2019,1,2019-20,South
2019-04-08,VJW,Non Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,4 Star,2.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,5 Star,1.5,3.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,5 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,3 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,3 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,3 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-08,MAA,Non Inv,3 Star,1.0,27.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,5 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-08,SBD,Inv,5 Star,1.5,18.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Non Inv,3 Star,1.5,6.0,2019,4,15,2019,1,2019-20,South
2019-04-08,BLR,Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,3 Star,1.5,50.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Non Inv,2 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,5 Star,1.8,3.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,5 Star,1.5,25.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,5 Star,1.0,25.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,4 Star,2.0,6.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,4 Star,2.0,10.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,4 Star,2.0,40.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,3 Star,1.5,30.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,3 Star,1.5,45.0,2019,4,15,2019,1,2019-20,South
2019-04-09,VJW,Inv,3 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,VJW,Non Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-09,VJW,Non Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Non Inv,3 Star,1.5,45.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,VJW,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Inv,3 Star,1.8,8.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Non Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Non Inv,3 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Inv,5 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Inv,4 Star,2.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Inv,5 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Inv,4 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Non Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Inv,4 Star,2.0,10.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Non Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,BLR,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,MAA,Inv,3 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,4 Star,2.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,4 Star,2.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.8,0.5,2019,4,15,2019,1,2019-20,South
2019-04-09,COK,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-09,SBD,Non Inv,2 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Non Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,5 Star,1.5,3.0,2019,4,15,2019,1,2019-20,South
2019-04-10,COK,Inv,5 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Non Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Non Inv,3 Star,1.5,3.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,5 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,5 Star,1.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Non Inv,3 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.0,8.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.5,3.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.5,3.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,4 Star,2.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.0,15.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Non Inv,2 Star,1.8,2.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.5,28.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,5 Star,1.5,4.0,2019,4,15,2019,1,2019-20,South
2019-04-10,VJW,Inv,5 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,5 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,VJW,Inv,5 Star,1.0,6.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,4 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,5 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.8,2.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.0,100.0,2019,4,15,2019,1,2019-20,South
2019-04-10,MAA,Inv,3 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-10,COK,Non Inv,3 Star,1.5,26.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-10,SBD,Inv,3 Star,1.8,10.0,2019,4,15,2019,1,2019-20,South
2019-04-10,SBD,Inv,5 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-10,SBD,Inv,3 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-10,SBD,Inv,5 Star,1.5,42.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Non Inv,3 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Non Inv,3 Star,1.5,25.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-10,BLR,Inv,3 Star,1.0,8.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,6.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.8,11.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,5 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,3 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,5 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,4 Star,2.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,COK,Inv,3 Star,1.0,0.5,2019,4,15,2019,1,2019-20,South
2019-04-11,COK,Inv,3 Star,1.8,1.5,2019,4,15,2019,1,2019-20,South
2019-04-11,BLR,Inv,5 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,5 Star,1.8,3.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,1.5,19.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.5,11.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.5,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.0,14.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.8,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.5,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,3.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,10.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,18.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,19.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.0,46.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.8,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.5,10.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,5 Star,1.0,6.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,5 Star,1.8,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,1.0,6.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,5 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,1.5,40.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,50.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,9.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,4.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.0,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.8,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.5,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,3 Star,1.0,2.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,3 Star,1.5,3.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Inv,4 Star,2.0,1.0,2019,4,15,2019,1,2019-20,South
2019-04-11,MAA,Non Inv,2 Star,1.5,5.0,2019,4,15,2019,1,2019-20,South
