Year,Month,State,Star_Rating,Tonnage,Monthly_Total_Sales,Monthly_Avg_Daily_Sales,Daily_Max_Sales,Daily_Min_Sales,Weekly_Avg_Sales,Number_of_Days,Number_of_Transactions
2021,11,Tamil Nadu,5 Star,1.5,4.5,4.5,4.5,4.5,1.05,1,1
2021,11,Telangana,5 Star,1.5,140.0,70.0,80.0,60.0,32.67,2,3
2021,12,Telangana,5 Star,1.5,1.0,1.0,1.0,1.0,0.23,1,1
2022,1,Andhra Pradesh,3 Star,1.0,120.0,20.0,41.0,5.0,27.1,6,22
2022,1,Andhra Pradesh,3 Star,1.5,166.0,33.2,142.0,1.0,37.48,5,18
2022,1,Andhra Pradesh,3 Star,1.8,4.0,2.0,3.0,1.0,0.9,2,2
2022,1,Andhra Pradesh,3 Star,2.2,3.0,1.5,2.0,1.0,0.68,2,2
2022,1,Andhra Pradesh,5 Star,1.5,532.0,106.4,275.0,25.0,120.13,5,27
2022,1,Karnataka,2 Star,1.8,19.0,9.5,16.0,3.0,4.29,2,2
2022,1,Karnataka,3 Star,1.0,329.0,54.83,209.0,4.0,74.29,6,22
2022,1,Karnataka,3 Star,1.5,230.0,57.5,189.0,5.0,51.94,4,16
2022,1,Karnataka,3 Star,1.8,90.0,11.25,55.0,2.0,20.32,8,14
2022,1,Karnataka,3 Star,2.2,50.0,7.14,16.0,1.0,11.29,7,11
2022,1,Karnataka,5 Star,1.0,39.0,9.75,27.0,1.0,8.81,4,6
2022,1,Karnataka,5 Star,1.5,37.0,12.33,16.0,10.0,8.35,3,6
2022,1,Kerala,3 Star,1.0,405.0,36.82,130.0,2.0,91.45,11,61
2022,1,Kerala,3 Star,1.5,72.0,36.0,51.0,21.0,16.26,2,23
2022,1,Kerala,3 Star,1.8,33.0,4.71,8.0,1.0,7.45,7,18
2022,1,Kerala,3 Star,2.2,24.0,4.8,10.0,1.0,5.42,5,9
2022,1,Kerala,5 Star,1.0,128.0,16.0,48.0,1.0,28.9,8,19
2022,1,Kerala,5 Star,1.5,51.0,6.38,30.0,1.0,11.52,8,13
2022,1,Tamil Nadu,3 Star,1.0,88.0,22.0,35.0,15.0,19.87,4,26
2022,1,Tamil Nadu,3 Star,1.5,101.0,12.62,30.0,1.0,22.81,8,28
2022,1,Tamil Nadu,3 Star,1.8,25.0,6.25,16.0,2.0,5.65,4,8
2022,1,Tamil Nadu,3 Star,2.2,32.0,6.4,13.0,2.0,7.23,5,12
2022,1,Tamil Nadu,5 Star,1.5,17.0,4.25,6.0,1.0,3.84,4,5
2022,1,Telangana,3 Star,1.0,192.0,32.0,105.0,1.0,43.35,6,9
2022,1,Telangana,3 Star,1.5,147.0,18.38,58.0,-2.0,33.19,8,14
2022,1,Telangana,3 Star,1.8,150.0,16.67,50.0,-2.0,33.87,9,13
2022,1,Telangana,3 Star,2.2,129.0,25.8,80.0,1.0,29.13,5,9
2022,1,Telangana,5 Star,1.0,4.0,2.0,2.0,2.0,0.9,2,2
2022,1,Telangana,5 Star,1.5,3004.0,214.57,910.0,1.0,678.32,14,33
2022,2,Andhra Pradesh,1 Star,1.8,25.0,25.0,25.0,25.0,6.25,1,5
2022,2,Andhra Pradesh,3 Star,0.8,10.0,10.0,10.0,10.0,2.5,1,1
2022,2,Andhra Pradesh,3 Star,1.0,199.0,15.31,52.0,1.0,49.75,13,43
2022,2,Andhra Pradesh,3 Star,1.5,1361.0,80.06,648.0,1.0,340.25,17,125
2022,2,Andhra Pradesh,3 Star,1.8,84.0,8.4,25.0,1.0,21.0,10,23
2022,2,Andhra Pradesh,3 Star,2.2,23.0,5.75,17.0,1.0,5.75,4,8
2022,2,Andhra Pradesh,5 Star,1.0,54.0,7.71,21.0,1.0,13.5,7,13
2022,2,Andhra Pradesh,5 Star,1.5,869.0,66.85,570.0,1.0,217.25,13,70
2022,2,Karnataka,1 Star,1.8,22.0,11.0,17.0,5.0,5.5,2,5
2022,2,Karnataka,2 Star,1.8,37.0,5.29,20.0,1.0,9.25,7,11
2022,2,Karnataka,3 Star,0.8,232.0,33.14,100.0,5.0,58.0,7,14
2022,2,Karnataka,3 Star,1.0,680.5,35.82,288.5,1.0,170.12,19,72
2022,2,Karnataka,3 Star,1.5,1271.0,74.76,645.0,1.0,317.75,17,78
2022,2,Karnataka,3 Star,1.8,265.0,20.38,155.0,1.0,66.25,13,39
2022,2,Karnataka,3 Star,2.2,81.0,13.5,38.0,1.0,20.25,6,17
2022,2,Karnataka,5 Star,1.0,171.5,14.29,99.0,0.5,42.88,12,29
2022,2,Karnataka,5 Star,1.5,496.5,35.46,149.5,1.0,124.12,14,37
2022,2,Karnataka,5 Star,1.8,3.0,1.5,2.0,1.0,0.75,2,2
2022,2,Kerala,3 Star,0.8,38.0,3.8,11.0,1.0,9.5,10,14
2022,2,Kerala,3 Star,1.0,1176.0,53.45,242.0,2.0,294.0,22,189
2022,2,Kerala,3 Star,1.5,540.5,24.57,169.5,1.0,135.12,22,105
2022,2,Kerala,3 Star,1.8,103.0,7.36,25.0,1.0,25.75,14,39
2022,2,Kerala,3 Star,2.2,61.0,4.07,15.0,1.0,15.25,15,28
2022,2,Kerala,5 Star,1.0,333.0,19.59,100.0,1.0,83.25,17,64
2022,2,Kerala,5 Star,1.5,150.0,8.82,51.0,1.0,37.5,17,47
2022,2,Tamil Nadu,1 Star,1.8,251.0,62.75,119.0,7.0,62.75,4,7
2022,2,Tamil Nadu,2 Star,1.8,32.0,8.0,19.0,3.0,8.0,4,5
2022,2,Tamil Nadu,3 Star,0.8,640.0,160.0,237.0,5.0,160.0,4,16
2022,2,Tamil Nadu,3 Star,1.0,2004.0,91.09,870.0,2.0,501.0,22,355
2022,2,Tamil Nadu,3 Star,1.5,3570.0,162.27,923.0,3.0,892.5,22,448
2022,2,Tamil Nadu,3 Star,1.8,283.0,31.44,65.0,2.0,70.75,9,51
2022,2,Tamil Nadu,3 Star,2.2,152.0,9.5,37.0,2.0,38.0,16,49
2022,2,Tamil Nadu,5 Star,1.0,59.0,19.67,43.0,1.0,14.75,3,18
2022,2,Tamil Nadu,5 Star,1.5,645.0,35.83,179.0,1.0,161.25,18,108
2022,2,Telangana,1 Star,1.8,74.0,24.67,39.0,8.0,18.5,3,12
2022,2,Telangana,3 Star,0.8,445.0,63.57,201.0,-1.0,111.25,7,16
2022,2,Telangana,3 Star,1.0,470.0,26.11,149.0,1.0,117.5,18,39
2022,2,Telangana,3 Star,1.5,2563.0,128.15,364.0,10.0,640.75,20,90
2022,2,Telangana,3 Star,1.8,346.0,19.22,96.0,2.0,86.5,18,28
2022,2,Telangana,3 Star,2.2,464.0,35.69,305.0,4.0,116.0,13,28
2022,2,Telangana,5 Star,1.0,166.0,18.44,49.0,5.0,41.5,9,15
2022,2,Telangana,5 Star,1.5,1205.0,75.31,405.0,4.0,301.25,16,56
2022,2,Telangana,5 Star,1.8,1.0,1.0,1.0,1.0,0.25,1,1
2022,3,Andhra Pradesh,1 Star,1.8,67.5,11.25,44.0,1.5,15.24,6,13
2022,3,Andhra Pradesh,3 Star,0.8,32.0,6.4,23.0,-6.0,7.23,5,8
2022,3,Andhra Pradesh,3 Star,1.0,359.0,25.64,163.0,-2.0,81.06,14,106
2022,3,Andhra Pradesh,3 Star,1.5,2337.5,116.88,673.0,-3.0,527.82,20,180
2022,3,Andhra Pradesh,3 Star,1.8,155.5,12.96,57.0,3.0,35.11,12,64
2022,3,Andhra Pradesh,3 Star,2.2,118.0,11.8,37.0,1.0,26.65,10,45
2022,3,Andhra Pradesh,5 Star,1.0,11.0,2.2,4.0,1.0,2.48,5,7
2022,3,Andhra Pradesh,5 Star,1.5,2116.0,132.25,599.0,-8.0,477.81,16,144
2022,3,Andhra Pradesh,5 Star,1.8,30.0,10.0,14.0,8.0,6.77,3,7
2022,3,Karnataka,1 Star,1.8,223.5,15.96,43.0,1.0,50.47,14,32
2022,3,Karnataka,2 Star,1.8,14.0,3.5,6.0,2.0,3.16,4,4
2022,3,Karnataka,3 Star,0.8,311.0,28.27,183.0,1.0,70.23,11,24
2022,3,Karnataka,3 Star,1.0,1136.0,56.8,232.0,1.0,256.52,20,92
2022,3,Karnataka,3 Star,1.5,1891.0,85.95,574.0,0.5,427.0,22,114
2022,3,Karnataka,3 Star,1.8,422.0,20.1,79.0,1.0,95.29,21,53
2022,3,Karnataka,3 Star,2.2,196.0,14.0,37.0,1.0,44.26,14,42
2022,3,Karnataka,5 Star,1.0,257.0,13.53,108.0,1.0,58.03,19,41
2022,3,Karnataka,5 Star,1.5,1157.0,68.06,289.0,1.0,261.26,17,68
2022,3,Karnataka,5 Star,1.8,75.0,12.5,20.0,2.0,16.94,6,11
2022,3,Kerala,1 Star,1.8,85.0,5.67,27.0,-3.0,19.19,15,25
2022,3,Kerala,3 Star,0.8,65.0,5.91,22.0,1.0,14.68,11,24
2022,3,Kerala,3 Star,1.0,1961.0,93.38,433.0,-9.0,442.81,21,261
2022,3,Kerala,3 Star,1.5,824.0,39.24,165.0,1.0,186.06,21,189
2022,3,Kerala,3 Star,1.8,147.0,8.17,29.0,1.0,33.19,18,57
2022,3,Kerala,3 Star,2.2,108.0,5.68,38.0,-4.0,24.39,19,46
2022,3,Kerala,5 Star,1.0,458.0,24.11,139.0,1.0,103.42,19,101
2022,3,Kerala,5 Star,1.5,205.0,10.79,61.0,1.0,46.29,19,62
2022,3,Tamil Nadu,1 Star,1.8,523.0,65.38,193.0,6.0,118.1,8,16
2022,3,Tamil Nadu,2 Star,1.8,19.0,2.71,5.0,1.0,4.29,7,8
2022,3,Tamil Nadu,3 Star,0.8,168.0,16.8,72.0,1.0,37.94,10,23
2022,3,Tamil Nadu,3 Star,1.0,2617.5,118.98,816.0,3.0,591.05,22,377
2022,3,Tamil Nadu,3 Star,1.5,4335.5,180.65,1432.0,1.0,978.98,24,459
2022,3,Tamil Nadu,3 Star,1.8,388.5,21.58,115.0,1.0,87.73,18,100
2022,3,Tamil Nadu,3 Star,2.2,246.0,14.47,74.0,1.0,55.55,17,86
2022,3,Tamil Nadu,5 Star,1.0,292.0,18.25,73.0,1.0,65.94,16,94
2022,3,Tamil Nadu,5 Star,1.5,919.0,57.44,210.0,-8.0,207.52,16,118
2022,3,Tamil Nadu,5 Star,1.8,13.0,13.0,13.0,13.0,2.94,1,1
2022,3,Telangana,1 Star,1.8,159.0,11.36,23.0,1.0,35.9,14,25
2022,3,Telangana,3 Star,0.8,135.0,12.27,67.0,-2.0,30.48,11,14
2022,3,Telangana,3 Star,1.0,1384.0,53.23,236.0,1.5,312.52,26,92
2022,3,Telangana,3 Star,1.5,3325.5,138.56,537.0,6.0,750.92,24,155
2022,3,Telangana,3 Star,1.8,873.0,36.38,114.0,1.0,197.13,24,62
2022,3,Telangana,3 Star,2.2,493.0,30.81,86.0,1.0,111.32,16,60
2022,3,Telangana,5 Star,1.0,373.0,19.63,58.0,1.0,84.23,19,42
2022,3,Telangana,5 Star,1.5,1629.0,77.57,235.0,-21.0,367.84,21,103
2022,4,Andhra Pradesh,1 Star,1.8,137.0,9.79,24.0,2.0,31.97,14,34
2022,4,Andhra Pradesh,3 Star,0.8,88.0,14.67,80.0,-14.0,20.53,6,8
2022,4,Andhra Pradesh,3 Star,1.0,127.5,10.62,18.0,3.0,29.75,12,34
2022,4,Andhra Pradesh,3 Star,1.5,1856.0,68.74,173.0,3.0,433.07,27,197
2022,4,Andhra Pradesh,3 Star,1.8,115.5,6.42,23.0,0.5,26.95,18,34
2022,4,Andhra Pradesh,3 Star,2.2,135.0,7.11,32.0,1.0,31.5,19,56
2022,4,Andhra Pradesh,5 Star,1.0,51.0,3.92,11.0,1.0,11.9,13,17
2022,4,Andhra Pradesh,5 Star,1.5,2455.0,98.2,484.0,1.0,572.83,25,249
2022,4,Andhra Pradesh,5 Star,1.8,8.0,2.67,4.0,2.0,1.87,3,4
2022,4,Karnataka,1 Star,1.8,46.0,5.75,13.0,-7.0,10.73,8,14
2022,4,Karnataka,2 Star,1.8,3.0,3.0,3.0,3.0,0.7,1,2
2022,4,Karnataka,3 Star,0.8,90.0,10.0,65.0,-32.0,21.0,9,21
2022,4,Karnataka,3 Star,1.0,537.5,33.59,100.0,4.0,125.42,16,65
2022,4,Karnataka,3 Star,1.5,648.5,30.88,95.0,-51.0,151.32,21,78
2022,4,Karnataka,3 Star,1.8,182.0,10.11,43.0,-3.0,42.47,18,39
2022,4,Karnataka,3 Star,2.2,207.0,20.7,79.0,1.0,48.3,10,30
2022,4,Karnataka,5 Star,1.0,122.0,7.18,32.0,1.0,28.47,17,32
2022,4,Karnataka,5 Star,1.5,349.0,21.81,177.0,-52.0,81.43,16,52
2022,4,Karnataka,5 Star,1.8,29.0,4.83,11.0,1.0,6.77,6,7
2022,4,Kerala,1 Star,1.8,5.0,2.5,3.0,2.0,1.17,2,2
2022,4,Kerala,2 Star,1.8,3.0,1.0,1.0,1.0,0.7,3,3
2022,4,Kerala,3 Star,0.8,42.0,4.2,11.0,1.0,9.8,10,17
2022,4,Kerala,3 Star,1.0,533.0,24.23,65.0,4.0,124.37,22,117
2022,4,Kerala,3 Star,1.5,359.0,18.89,87.0,3.0,83.77,19,85
2022,4,Kerala,3 Star,1.8,84.0,4.94,23.0,1.0,19.6,17,39
2022,4,Kerala,3 Star,2.2,87.0,5.44,17.0,1.0,20.3,16,36
2022,4,Kerala,5 Star,1.0,109.0,5.74,25.0,1.0,25.43,19,36
2022,4,Kerala,5 Star,1.5,111.0,5.55,28.0,1.0,25.9,20,41
2022,4,Kerala,5 Star,1.8,28.0,3.11,11.0,1.0,6.53,9,11
2022,4,Tamil Nadu,1 Star,1.8,318.5,24.5,87.0,1.0,74.32,13,24
2022,4,Tamil Nadu,2 Star,1.8,19.0,4.75,10.0,1.0,4.43,4,5
2022,4,Tamil Nadu,3 Star,0.8,484.0,26.89,139.0,-1.0,112.93,18,36
2022,4,Tamil Nadu,3 Star,1.0,3405.0,126.11,295.0,7.0,794.5,27,499
2022,4,Tamil Nadu,3 Star,1.5,8784.0,325.33,1215.0,6.0,2049.6,27,629
2022,4,Tamil Nadu,3 Star,1.8,544.0,24.73,78.0,0.0,126.93,22,107
2022,4,Tamil Nadu,3 Star,2.2,351.0,16.71,63.0,3.0,81.9,21,103
2022,4,Tamil Nadu,5 Star,1.0,564.0,29.68,114.0,1.0,131.6,19,144
2022,4,Tamil Nadu,5 Star,1.5,1943.5,71.98,319.0,4.0,453.48,27,302
2022,4,Tamil Nadu,5 Star,1.8,32.0,10.67,17.0,5.0,7.47,3,5
2022,4,Telangana,1 Star,1.8,235.0,19.58,55.0,2.0,54.83,12,22
2022,4,Telangana,3 Star,0.8,266.0,29.56,82.0,-19.0,62.07,9,16
2022,4,Telangana,3 Star,1.0,1207.0,48.28,196.0,-16.0,281.63,25,72
2022,4,Telangana,3 Star,1.5,4454.0,185.58,557.0,4.0,1039.27,24,183
2022,4,Telangana,3 Star,1.8,501.0,27.83,156.0,2.0,116.9,18,32
2022,4,Telangana,3 Star,2.2,1221.0,50.88,221.0,2.0,284.9,24,65
2022,4,Telangana,5 Star,1.0,177.0,13.62,66.0,1.0,41.3,13,25
2022,4,Telangana,5 Star,1.5,3700.0,142.31,319.0,11.0,863.33,26,161
2022,4,Telangana,5 Star,1.8,106.0,13.25,29.0,1.0,24.73,8,17
2022,5,Andhra Pradesh,1 Star,1.8,63.0,15.75,38.0,4.0,14.23,4,10
2022,5,Andhra Pradesh,3 Star,0.8,41.0,8.2,20.0,1.0,9.26,5,6
2022,5,Andhra Pradesh,3 Star,1.0,82.5,5.5,13.0,0.5,18.63,15,19
2022,5,Andhra Pradesh,3 Star,1.5,750.0,34.09,245.0,1.0,169.35,22,65
2022,5,Andhra Pradesh,3 Star,1.8,71.5,4.77,12.0,0.5,16.15,15,26
2022,5,Andhra Pradesh,3 Star,2.2,58.0,8.29,17.0,2.0,13.1,7,26
2022,5,Andhra Pradesh,5 Star,1.0,31.5,3.15,5.0,0.5,7.11,10,12
2022,5,Andhra Pradesh,5 Star,1.5,2261.0,102.77,476.0,1.0,510.55,22,135
2022,5,Andhra Pradesh,5 Star,1.8,27.0,2.7,5.0,1.0,6.1,10,14
2022,5,Karnataka,1 Star,1.8,70.0,10.0,28.0,1.0,15.81,7,11
2022,5,Karnataka,2 Star,1.8,11.0,5.5,10.0,1.0,2.48,2,2
2022,5,Karnataka,3 Star,0.8,95.0,9.5,25.0,1.0,21.45,10,12
2022,5,Karnataka,3 Star,1.0,578.5,27.55,116.0,2.0,130.63,21,68
2022,5,Karnataka,3 Star,1.5,820.0,45.56,131.0,1.0,185.16,18,65
2022,5,Karnataka,3 Star,1.8,170.0,11.33,46.0,1.0,38.39,15,34
2022,5,Karnataka,3 Star,2.2,178.0,11.12,63.0,0.0,40.19,16,34
2022,5,Karnataka,5 Star,1.0,186.0,10.33,98.0,-2.0,42.0,18,34
2022,5,Karnataka,5 Star,1.5,521.0,26.05,125.0,-8.0,117.65,20,48
2022,5,Karnataka,5 Star,1.8,67.0,8.38,17.0,4.0,15.13,8,16
2022,5,Kerala,2 Star,1.8,9.0,4.5,7.0,2.0,2.03,2,2
2022,5,Kerala,3 Star,0.8,103.0,5.42,16.0,-2.0,23.26,19,36
2022,5,Kerala,3 Star,1.0,340.0,17.0,83.0,1.0,76.77,20,86
2022,5,Kerala,3 Star,1.5,124.0,7.29,24.0,1.0,28.0,17,36
2022,5,Kerala,3 Star,1.8,44.0,3.67,10.0,1.0,9.94,12,28
2022,5,Kerala,3 Star,2.2,102.0,4.86,16.0,1.0,23.03,21,43
2022,5,Kerala,5 Star,1.0,104.0,6.93,18.0,1.0,23.48,15,32
2022,5,Kerala,5 Star,1.5,62.0,3.65,9.0,1.0,14.0,17,40
2022,5,Kerala,5 Star,1.8,20.0,2.0,7.0,1.0,4.52,10,10
2022,5,Tamil Nadu,1 Star,1.8,249.5,27.72,76.0,-2.0,56.34,9,17
2022,5,Tamil Nadu,2 Star,1.8,6.0,3.0,5.0,1.0,1.35,2,3
2022,5,Tamil Nadu,3 Star,0.8,122.0,7.62,45.0,-36.0,27.55,16,25
2022,5,Tamil Nadu,3 Star,1.0,1077.5,53.88,171.0,-3.5,243.31,20,208
2022,5,Tamil Nadu,3 Star,1.5,5093.0,212.21,785.0,15.0,1150.03,24,386
2022,5,Tamil Nadu,3 Star,1.8,379.0,19.95,63.0,2.0,85.58,19,64
2022,5,Tamil Nadu,3 Star,2.2,181.0,15.08,41.0,1.0,40.87,12,48
2022,5,Tamil Nadu,5 Star,1.0,204.0,10.74,59.0,-6.0,46.06,19,52
2022,5,Tamil Nadu,5 Star,1.5,718.5,32.66,126.0,-6.0,162.24,22,106
2022,5,Tamil Nadu,5 Star,1.8,63.0,4.5,21.0,-3.0,14.23,14,22
2022,5,Telangana,1 Star,1.8,137.0,19.57,50.0,1.0,30.94,7,13
2022,5,Telangana,3 Star,0.8,58.0,9.67,36.0,-10.0,13.1,6,9
2022,5,Telangana,3 Star,1.0,412.5,27.5,180.0,1.0,93.15,15,29
2022,5,Telangana,3 Star,1.5,1865.5,84.8,262.0,1.0,421.24,22,83
2022,5,Telangana,3 Star,1.8,248.0,16.53,92.0,1.0,56.0,15,30
2022,5,Telangana,3 Star,2.2,274.0,22.83,75.0,1.0,61.87,12,24
2022,5,Telangana,5 Star,1.0,155.0,11.07,30.0,1.0,35.0,14,23
2022,5,Telangana,5 Star,1.5,1046.0,52.3,214.0,1.0,236.19,20,92
2022,5,Telangana,5 Star,1.8,111.5,11.15,33.0,1.0,25.18,10,17
2022,6,Andhra Pradesh,3 Star,0.8,13.0,3.25,5.0,1.0,3.03,4,6
2022,6,Andhra Pradesh,3 Star,1.0,90.0,10.0,25.0,1.0,21.0,9,14
2022,6,Andhra Pradesh,3 Star,1.5,995.0,76.54,160.0,1.0,232.17,13,50
2022,6,Andhra Pradesh,3 Star,1.8,62.0,5.64,19.0,1.0,14.47,11,15
2022,6,Andhra Pradesh,3 Star,2.2,50.0,6.25,15.0,-1.0,11.67,8,15
2022,6,Andhra Pradesh,5 Star,1.0,38.0,4.22,7.0,2.0,8.87,9,12
2022,6,Andhra Pradesh,5 Star,1.5,898.0,52.82,374.0,-10.0,209.53,17,120
2022,6,Andhra Pradesh,5 Star,1.8,34.0,5.67,20.0,1.0,7.93,6,7
2022,6,Karnataka,2 Star,1.8,16.0,5.33,10.0,2.0,3.73,3,3
2022,6,Karnataka,3 Star,0.8,68.0,6.18,25.0,1.0,15.87,11,14
2022,6,Karnataka,3 Star,1.0,595.0,49.58,241.0,3.0,138.83,12,38
2022,6,Karnataka,3 Star,1.5,463.5,23.18,77.0,1.0,108.15,20,54
2022,6,Karnataka,3 Star,1.8,152.0,9.5,39.0,1.0,35.47,16,28
2022,6,Karnataka,3 Star,2.2,78.0,11.14,33.0,2.0,18.2,7,13
2022,6,Karnataka,5 Star,1.0,119.0,7.0,30.0,1.0,27.77,17,30
2022,6,Karnataka,5 Star,1.5,100.5,7.18,32.0,1.0,23.45,14,25
2022,6,Karnataka,5 Star,1.8,57.0,5.7,26.0,1.0,13.3,10,15
2022,6,Kerala,3 Star,0.8,61.0,3.59,8.0,1.0,14.23,17,21
2022,6,Kerala,3 Star,1.0,249.0,15.56,66.0,2.0,58.1,16,47
2022,6,Kerala,3 Star,1.5,289.5,17.03,101.0,-3.5,67.55,17,68
2022,6,Kerala,3 Star,1.8,72.0,4.5,23.0,1.0,16.8,16,34
2022,6,Kerala,3 Star,2.2,13.0,6.5,10.0,3.0,3.03,2,5
2022,6,Kerala,5 Star,1.0,143.0,8.41,55.0,1.0,33.37,17,37
2022,6,Kerala,5 Star,1.5,178.5,9.92,77.5,1.0,41.65,18,44
2022,6,Kerala,5 Star,1.8,31.0,3.88,7.0,1.0,7.23,8,11
2022,6,Tamil Nadu,1 Star,1.8,111.0,27.75,75.0,5.0,25.9,4,6
2022,6,Tamil Nadu,2 Star,1.8,1.0,1.0,1.0,1.0,0.23,1,1
2022,6,Tamil Nadu,3 Star,0.8,25.0,2.5,10.0,-22.0,5.83,10,19
2022,6,Tamil Nadu,3 Star,1.0,932.0,46.6,382.0,-11.0,217.47,20,149
2022,6,Tamil Nadu,3 Star,1.5,2650.0,110.42,711.0,-7.0,618.33,24,259
2022,6,Tamil Nadu,3 Star,1.8,399.0,19.95,66.0,-2.0,93.1,20,81
2022,6,Tamil Nadu,3 Star,2.2,108.0,12.0,34.0,-1.0,25.2,9,30
2022,6,Tamil Nadu,5 Star,1.0,8.5,0.94,8.5,-11.0,1.98,9,18
2022,6,Tamil Nadu,5 Star,1.5,-87.0,-4.83,45.0,-90.0,-20.3,18,78
2022,6,Tamil Nadu,5 Star,1.8,50.0,4.17,12.0,1.0,11.67,12,18
2022,6,Telangana,1 Star,1.8,1.0,1.0,1.0,1.0,0.23,1,1
2022,6,Telangana,2 Star,1.8,60.0,20.0,39.0,1.0,14.0,3,3
2022,6,Telangana,3 Star,0.8,5.0,5.0,5.0,5.0,1.17,1,1
2022,6,Telangana,3 Star,1.0,294.0,26.73,56.0,5.0,68.6,11,33
2022,6,Telangana,3 Star,1.5,1406.5,78.14,231.0,0.5,328.18,18,54
2022,6,Telangana,3 Star,1.8,401.5,26.77,157.0,0.5,93.68,15,30
2022,6,Telangana,3 Star,2.2,462.0,28.88,264.0,2.0,107.8,16,32
2022,6,Telangana,5 Star,1.0,61.0,7.62,25.0,1.0,14.23,8,10
2022,6,Telangana,5 Star,1.5,638.0,39.88,125.0,1.0,148.87,16,60
2022,6,Telangana,5 Star,1.8,66.0,13.2,37.0,2.0,15.4,5,7
2022,7,Andhra Pradesh,1 Star,1.8,68.0,22.67,65.0,1.0,15.35,3,8
2022,7,Andhra Pradesh,2 Star,1.8,14.0,14.0,14.0,14.0,3.16,1,1
2022,7,Andhra Pradesh,3 Star,0.8,14.0,2.33,7.0,1.0,3.16,6,8
2022,7,Andhra Pradesh,3 Star,1.0,142.0,12.91,59.0,1.0,32.06,11,41
2022,7,Andhra Pradesh,3 Star,1.5,354.0,35.4,269.0,1.0,79.94,10,50
2022,7,Andhra Pradesh,3 Star,1.8,41.0,10.25,21.0,4.0,9.26,4,19
2022,7,Andhra Pradesh,3 Star,2.2,6.0,3.0,3.0,3.0,1.35,2,3
2022,7,Andhra Pradesh,5 Star,1.0,17.0,3.4,6.0,1.0,3.84,5,6
2022,7,Andhra Pradesh,5 Star,1.5,365.5,28.12,214.0,0.5,82.53,13,68
2022,7,Andhra Pradesh,5 Star,1.8,12.0,6.0,10.0,2.0,2.71,2,2
2022,7,Karnataka,1 Star,1.8,75.0,18.75,56.0,2.0,16.94,4,6
2022,7,Karnataka,2 Star,1.8,1.0,1.0,1.0,1.0,0.23,1,1
2022,7,Karnataka,3 Star,0.8,86.0,10.75,45.0,1.0,19.42,8,11
2022,7,Karnataka,3 Star,1.0,278.0,13.9,82.0,-3.0,62.77,20,44
2022,7,Karnataka,3 Star,1.5,380.0,27.14,141.0,1.0,85.81,14,41
2022,7,Karnataka,3 Star,1.8,191.0,17.36,60.0,2.0,43.13,11,25
2022,7,Karnataka,3 Star,2.2,48.5,8.08,20.0,3.0,10.95,6,7
2022,7,Karnataka,5 Star,1.0,163.5,11.68,40.0,0.5,36.92,14,26
2022,7,Karnataka,5 Star,1.5,121.5,8.1,65.0,-27.0,27.44,15,32
2022,7,Karnataka,5 Star,1.8,34.0,6.8,20.0,1.0,7.68,5,7
2022,7,Kerala,3 Star,0.8,74.0,8.22,49.0,1.0,16.71,9,12
2022,7,Kerala,3 Star,1.0,386.5,24.16,163.5,1.0,87.27,16,63
2022,7,Kerala,3 Star,1.5,316.5,19.78,192.5,1.0,71.47,16,45
2022,7,Kerala,3 Star,1.8,46.0,4.18,9.0,1.0,10.39,11,23
2022,7,Kerala,3 Star,2.2,101.0,6.73,52.0,-1.0,22.81,15,28
2022,7,Kerala,5 Star,1.0,47.0,3.62,10.0,1.0,10.61,13,23
2022,7,Kerala,5 Star,1.5,71.0,5.07,11.0,1.0,16.03,14,24
2022,7,Kerala,5 Star,1.8,7.0,1.75,3.0,1.0,1.58,4,5
2022,7,Tamil Nadu,1 Star,1.8,498.0,83.0,150.0,3.0,112.45,6,19
2022,7,Tamil Nadu,3 Star,0.8,171.0,17.1,85.0,1.0,38.61,10,16
2022,7,Tamil Nadu,3 Star,1.0,448.0,22.4,91.0,-2.0,101.16,20,90
2022,7,Tamil Nadu,3 Star,1.5,1811.0,78.74,625.0,-3.0,408.94,23,183
2022,7,Tamil Nadu,3 Star,1.8,257.0,13.53,44.0,1.0,58.03,19,60
2022,7,Tamil Nadu,3 Star,2.2,63.0,10.5,21.0,1.0,14.23,6,21
2022,7,Tamil Nadu,5 Star,1.0,40.0,3.64,9.0,1.0,9.03,11,19
2022,7,Tamil Nadu,5 Star,1.5,337.5,22.5,133.0,0.5,76.21,15,58
2022,7,Tamil Nadu,5 Star,1.8,33.0,3.67,19.0,1.0,7.45,9,12
2022,7,Telangana,1 Star,1.8,33.0,8.25,25.0,1.0,7.45,4,6
2022,7,Telangana,2 Star,1.8,16.0,16.0,16.0,16.0,3.61,1,2
2022,7,Telangana,3 Star,0.8,104.0,20.8,70.0,1.0,23.48,5,9
2022,7,Telangana,3 Star,1.0,231.0,25.67,57.0,2.0,52.16,9,15
2022,7,Telangana,3 Star,1.5,604.0,46.46,200.0,2.0,136.39,13,28
2022,7,Telangana,3 Star,1.8,176.0,16.0,91.0,1.0,39.74,11,20
2022,7,Telangana,3 Star,2.2,65.0,9.29,32.0,1.0,14.68,7,14
2022,7,Telangana,5 Star,1.0,78.0,7.8,35.0,1.0,17.61,10,14
2022,7,Telangana,5 Star,1.5,725.0,42.65,406.0,1.0,163.71,17,35
