Year,Month,State,Star_Rating,Tonnage,Monthly_Total_Sales,Monthly_Avg_Daily_Sales,Daily_Max_Sales,Daily_Min_Sales,Weekly_Avg_Sales,Number_of_Days,Number_of_Transactions
2024,12,Karnataka,3 Star,1.0,1174.0,53.36,193.0,-3.0,265.1,22,103
2024,12,Karnataka,3 Star,1.4,20.0,20.0,20.0,20.0,4.52,1,2
2024,12,Karnataka,3 Star,1.5,2019.0,91.77,349.0,-2.0,455.9,22,135
2024,12,Karnataka,3 Star,1.8,350.0,16.67,106.0,-4.0,79.03,21,56
2024,12,Karnataka,3 Star,2.2,158.0,31.6,124.0,1.0,35.68,5,29
2024,12,Karnataka,3 Star,2.6,11.0,2.75,5.0,1.0,2.48,4,7
2024,12,Karnataka,5 Star,1.0,317.0,17.61,55.0,1.0,71.58,18,50
2024,12,Karnataka,5 Star,1.5,618.0,34.33,134.0,3.0,139.55,18,70
2024,12,Karnataka,5 Star,1.8,88.0,8.8,29.0,1.0,19.87,10,21
2024,12,Kerala,1 Star,1.8,19.0,19.0,19.0,19.0,4.29,1,1
2024,12,Kerala,3 Star,0.8,20.0,10.0,16.0,4.0,4.52,2,4
2024,12,Kerala,3 Star,0.9,93.0,7.75,14.0,2.0,21.0,12,21
2024,12,Kerala,3 Star,1.0,2527.0,105.29,288.0,3.0,570.61,24,258
2024,12,Kerala,3 Star,1.4,53.0,17.67,33.0,5.0,11.97,3,6
2024,12,Kerala,3 Star,1.5,1741.0,75.7,342.0,13.0,393.13,23,233
2024,12,Kerala,3 Star,1.8,164.0,8.2,26.0,2.0,37.03,20,42
2024,12,Kerala,3 Star,2.2,221.0,18.42,55.0,1.0,49.9,12,50
2024,12,Kerala,3 Star,2.6,15.0,2.5,7.0,1.0,3.39,6,6
2024,12,Kerala,5 Star,1.0,940.0,42.73,246.0,2.0,212.26,22,155
2024,12,Kerala,5 Star,1.5,679.0,35.74,177.0,2.0,153.32,19,140
2024,12,Kerala,5 Star,1.8,64.0,6.4,15.0,2.0,14.45,10,22
2024,12,Tamil Nadu,1 Star,1.8,480.0,60.0,104.0,21.0,108.39,8,29
2024,12,Tamil Nadu,3 Star,0.8,536.0,76.57,190.0,2.0,121.03,7,25
2024,12,Tamil Nadu,3 Star,0.9,516.0,34.4,175.0,-1.0,116.52,15,38
2024,12,Tamil Nadu,3 Star,1.0,3481.0,165.76,953.0,2.0,786.03,21,256
2024,12,Tamil Nadu,3 Star,1.4,2152.0,143.47,912.0,-10.0,485.94,15,56
2024,12,Tamil Nadu,3 Star,1.5,14024.0,609.74,2890.0,-5.0,3166.71,23,556
2024,12,Tamil Nadu,3 Star,1.8,539.0,31.71,110.0,1.0,121.71,17,84
2024,12,Tamil Nadu,3 Star,2.2,543.0,38.79,160.0,2.0,122.61,14,99
2024,12,Tamil Nadu,3 Star,2.6,36.0,6.0,24.0,1.0,8.13,6,11
2024,12,Tamil Nadu,5 Star,1.0,530.0,27.89,214.0,1.0,119.68,19,79
2024,12,Tamil Nadu,5 Star,1.5,3986.0,189.81,1406.0,-1.0,900.06,21,200
2024,12,Tamil Nadu,5 Star,1.8,66.0,6.0,27.0,1.0,14.9,11,19
2024,12,Telangana,1 Star,1.8,97.0,9.7,31.0,1.0,21.9,10,24
2024,12,Telangana,3 Star,0.8,440.0,88.0,260.0,-3.0,99.35,5,7
2024,12,Telangana,3 Star,0.9,200.0,20.0,121.0,-3.0,45.16,10,16
2024,12,Telangana,3 Star,1.0,805.0,44.72,201.0,1.0,181.77,18,110
2024,12,Telangana,3 Star,1.4,162.0,20.25,50.0,4.0,36.58,8,17
2024,12,Telangana,3 Star,1.5,11319.0,492.13,2440.0,4.0,2555.9,23,272
2024,12,Telangana,3 Star,1.8,459.0,25.5,118.0,1.0,103.65,18,87
2024,12,Telangana,3 Star,2.2,1204.0,100.33,330.0,1.0,271.87,12,85
2024,12,Telangana,3 Star,2.6,13.0,2.17,5.0,1.0,2.94,6,6
2024,12,Telangana,5 Star,1.0,539.0,35.93,208.0,1.0,121.71,15,50
2024,12,Telangana,5 Star,1.5,2766.0,125.73,475.0,2.0,624.58,22,168
2024,12,Telangana,5 Star,1.8,114.0,11.4,35.0,1.0,25.74,10,34
2025,1,Andhra Pradesh,1 Star,1.8,52.0,17.33,33.0,2.0,11.74,3,10
2025,1,Andhra Pradesh,3 Star,0.9,141.0,28.2,60.0,9.0,31.84,5,11
2025,1,Andhra Pradesh,3 Star,1.0,62.0,12.4,24.0,3.0,14.0,5,6
2025,1,Andhra Pradesh,3 Star,1.5,839.0,104.88,375.0,1.0,189.45,8,26
2025,1,Andhra Pradesh,3 Star,1.8,86.0,28.67,48.0,9.0,19.42,3,7
2025,1,Andhra Pradesh,3 Star,2.2,82.0,16.4,56.0,-1.0,18.52,5,7
2025,1,Andhra Pradesh,5 Star,1.0,33.0,5.5,23.0,1.0,7.45,6,7
2025,1,Andhra Pradesh,5 Star,1.5,2098.0,209.8,820.0,-2.0,473.74,10,45
2025,1,Andhra Pradesh,5 Star,1.8,73.0,14.6,54.0,1.0,16.48,5,34
2025,1,Karnataka,1 Star,1.8,101.0,20.2,36.0,5.0,22.81,5,14
2025,1,Karnataka,2 Star,1.8,5.0,5.0,5.0,5.0,1.13,1,1
2025,1,Karnataka,3 Star,0.8,339.0,56.5,150.0,5.0,76.55,6,14
2025,1,Karnataka,3 Star,0.9,87.0,17.4,51.0,2.0,19.65,5,5
2025,1,Karnataka,3 Star,1.0,902.0,45.1,396.0,1.0,203.68,20,52
2025,1,Karnataka,3 Star,1.4,1.0,1.0,1.0,1.0,0.23,1,1
2025,1,Karnataka,3 Star,1.5,1765.0,110.31,507.0,1.0,398.55,16,81
2025,1,Karnataka,3 Star,1.8,233.0,19.42,81.0,1.0,52.61,12,30
2025,1,Karnataka,3 Star,2.2,142.0,14.2,80.0,1.0,32.06,10,18
2025,1,Karnataka,3 Star,2.6,24.0,4.8,14.0,1.0,5.42,5,10
2025,1,Karnataka,5 Star,1.0,256.0,16.0,75.0,1.0,57.81,16,32
2025,1,Karnataka,5 Star,1.5,626.0,52.17,165.0,2.0,141.35,12,36
2025,1,Karnataka,5 Star,1.8,141.0,23.5,56.0,1.0,31.84,6,21
2025,1,Kerala,1 Star,1.8,99.0,19.8,41.0,3.0,22.35,5,10
2025,1,Kerala,3 Star,0.8,44.0,4.89,12.0,1.0,9.94,9,10
2025,1,Kerala,3 Star,0.9,26.0,8.67,20.0,2.0,5.87,3,5
2025,1,Kerala,3 Star,1.0,1530.0,90.0,312.0,2.0,345.48,17,186
2025,1,Kerala,3 Star,1.4,29.0,7.25,20.0,2.0,6.55,4,4
2025,1,Kerala,3 Star,1.5,1014.0,63.38,234.0,5.0,228.97,16,163
2025,1,Kerala,3 Star,1.8,104.0,7.43,24.0,1.0,23.48,14,29
2025,1,Kerala,3 Star,2.2,90.0,9.0,53.0,1.0,20.32,10,24
2025,1,Kerala,3 Star,2.6,7.0,1.4,3.0,1.0,1.58,5,6
2025,1,Kerala,5 Star,1.0,423.0,32.54,113.0,2.0,95.52,13,58
2025,1,Kerala,5 Star,1.5,213.0,23.67,56.0,2.0,48.1,9,39
2025,1,Kerala,5 Star,1.8,38.0,4.22,14.0,-2.0,8.58,9,15
2025,1,Tamil Nadu,1 Star,1.8,121.0,15.12,55.0,2.0,27.32,8,16
2025,1,Tamil Nadu,3 Star,0.8,422.0,60.29,231.0,-6.0,95.29,7,18
2025,1,Tamil Nadu,3 Star,0.9,359.0,39.89,100.0,2.0,81.06,9,13
2025,1,Tamil Nadu,3 Star,1.0,1267.0,66.68,360.0,-3.0,286.1,19,127
2025,1,Tamil Nadu,3 Star,1.4,1244.0,124.4,530.0,-5.0,280.9,10,27
2025,1,Tamil Nadu,3 Star,1.5,5974.0,284.48,2448.0,-5.0,1348.97,21,221
2025,1,Tamil Nadu,3 Star,1.8,331.0,22.07,112.0,-2.0,74.74,15,44
2025,1,Tamil Nadu,3 Star,2.2,197.0,16.42,50.0,1.0,44.48,12,43
2025,1,Tamil Nadu,3 Star,2.6,18.0,3.6,8.0,1.0,4.06,5,7
2025,1,Tamil Nadu,5 Star,1.0,506.0,33.73,145.0,-1.0,114.26,15,53
2025,1,Tamil Nadu,5 Star,1.5,2424.0,121.2,502.0,1.0,547.35,20,121
2025,1,Tamil Nadu,5 Star,1.8,100.0,10.0,35.0,1.0,22.58,10,17
2025,1,Telangana,1 Star,1.8,226.0,18.83,75.0,1.0,51.03,12,36
2025,1,Telangana,3 Star,0.8,361.0,90.25,130.0,20.0,81.52,4,6
2025,1,Telangana,3 Star,0.9,117.0,39.0,122.0,-6.0,26.42,3,5
2025,1,Telangana,3 Star,1.0,808.0,67.33,435.0,-2.0,182.45,12,60
2025,1,Telangana,3 Star,1.5,3585.0,224.06,1042.0,-5.0,809.52,16,92
2025,1,Telangana,3 Star,1.8,296.0,37.0,207.0,1.0,66.84,8,15
2025,1,Telangana,3 Star,2.2,953.0,119.12,716.0,-2.0,215.19,8,43
2025,1,Telangana,3 Star,2.6,6.0,3.0,5.0,1.0,1.35,2,2
2025,1,Telangana,5 Star,1.0,813.0,73.91,513.0,2.0,183.58,11,36
2025,1,Telangana,5 Star,1.5,3378.0,198.71,1293.0,-2.0,762.77,17,90
2025,1,Telangana,5 Star,1.8,358.0,35.8,110.0,1.0,80.84,10,29
2025,2,Andhra Pradesh,1 Star,1.8,51.0,7.29,27.0,1.0,12.75,7,10
2025,2,Andhra Pradesh,3 Star,0.8,26.0,13.0,25.0,1.0,6.5,2,2
2025,2,Andhra Pradesh,3 Star,0.9,237.0,18.23,84.0,1.0,59.25,13,28
2025,2,Andhra Pradesh,3 Star,1.0,256.0,16.0,50.0,2.0,64.0,16,55
2025,2,Andhra Pradesh,3 Star,1.4,254.0,23.09,50.0,3.0,63.5,11,25
2025,2,Andhra Pradesh,3 Star,1.5,3223.0,153.48,856.0,-1.0,805.75,21,189
2025,2,Andhra Pradesh,3 Star,1.8,50.0,4.55,15.0,-1.0,12.5,11,21
2025,2,Andhra Pradesh,3 Star,2.2,341.0,24.36,70.0,1.0,85.25,14,78
2025,2,Andhra Pradesh,3 Star,2.6,5.0,5.0,5.0,5.0,1.25,1,1
2025,2,Andhra Pradesh,5 Star,1.0,113.0,10.27,30.0,2.0,28.25,11,39
2025,2,Andhra Pradesh,5 Star,1.5,7768.0,369.9,1724.0,3.0,1942.0,21,253
2025,2,Andhra Pradesh,5 Star,1.8,57.0,7.12,21.0,1.0,14.25,8,14
2025,2,Karnataka,1 Star,1.8,59.0,6.56,20.0,1.0,14.75,9,11
2025,2,Karnataka,3 Star,0.8,150.0,13.64,58.0,-1.0,37.5,11,18
2025,2,Karnataka,3 Star,0.9,52.0,7.43,20.0,-1.0,13.0,7,9
2025,2,Karnataka,3 Star,1.0,1057.0,66.06,406.0,-6.0,264.25,16,83
2025,2,Karnataka,3 Star,1.5,2181.0,121.17,962.0,-4.0,545.25,18,113
2025,2,Karnataka,3 Star,1.8,234.0,15.6,69.0,2.0,58.5,15,38
2025,2,Karnataka,3 Star,2.2,211.0,16.23,50.0,1.0,52.75,13,36
2025,2,Karnataka,3 Star,2.6,11.0,3.67,7.0,1.0,2.75,3,4
2025,2,Karnataka,5 Star,1.0,257.0,18.36,77.0,1.0,64.25,14,41
2025,2,Karnataka,5 Star,1.5,867.0,54.19,407.0,0.0,216.75,16,62
2025,2,Karnataka,5 Star,1.8,141.0,14.1,43.0,1.0,35.25,10,22
2025,2,Kerala,1 Star,1.8,87.0,10.88,21.0,2.0,21.75,8,11
2025,2,Kerala,3 Star,0.8,130.0,10.83,31.0,2.0,32.5,12,22
2025,2,Kerala,3 Star,0.9,47.0,5.88,15.0,1.0,11.75,8,11
2025,2,Kerala,3 Star,1.0,2635.0,155.0,290.0,1.0,658.75,17,217
2025,2,Kerala,3 Star,1.4,454.0,75.67,310.0,1.0,113.5,6,44
2025,2,Kerala,3 Star,1.5,2239.0,117.84,295.0,1.0,559.75,19,226
2025,2,Kerala,3 Star,1.8,153.0,12.75,40.0,2.0,38.25,12,38
2025,2,Kerala,3 Star,2.2,272.0,22.67,72.0,2.0,68.0,12,84
2025,2,Kerala,3 Star,2.6,18.0,4.5,10.0,1.0,4.5,4,4
2025,2,Kerala,5 Star,1.0,969.0,57.0,152.0,3.0,242.25,17,139
2025,2,Kerala,5 Star,1.5,531.0,31.24,132.0,1.0,132.75,17,93
2025,2,Kerala,5 Star,1.8,40.0,4.0,10.0,1.0,10.0,10,15
2025,2,Tamil Nadu,1 Star,1.8,351.0,27.0,182.0,3.0,87.75,13,45
2025,2,Tamil Nadu,3 Star,0.8,77.0,12.83,26.0,1.0,19.25,6,9
2025,2,Tamil Nadu,3 Star,0.9,407.0,37.0,175.0,1.0,101.75,11,17
2025,2,Tamil Nadu,3 Star,1.0,2379.0,125.21,1265.0,-24.0,594.75,19,172
2025,2,Tamil Nadu,3 Star,1.4,950.0,86.36,525.0,-12.0,237.5,11,35
2025,2,Tamil Nadu,3 Star,1.5,7918.0,395.9,3720.0,3.0,1979.5,20,299
2025,2,Tamil Nadu,3 Star,1.8,380.0,22.35,183.0,-2.0,95.0,17,56
2025,2,Tamil Nadu,3 Star,2.2,276.0,16.24,130.0,1.0,69.0,17,53
2025,2,Tamil Nadu,3 Star,2.6,26.0,2.89,10.0,-2.0,6.5,9,14
2025,2,Tamil Nadu,5 Star,1.0,174.0,12.43,104.0,-26.0,43.5,14,32
2025,2,Tamil Nadu,5 Star,1.5,1238.0,68.78,438.0,-1.0,309.5,18,108
2025,2,Tamil Nadu,5 Star,1.8,56.0,5.09,19.0,1.0,14.0,11,23
2025,2,Telangana,1 Star,1.8,326.0,18.11,111.0,2.0,81.5,18,76
2025,2,Telangana,2 Star,1.8,2.0,2.0,2.0,2.0,0.5,1,1
2025,2,Telangana,3 Star,0.8,57.0,11.4,25.0,-2.0,14.25,5,6
2025,2,Telangana,3 Star,0.9,136.0,12.36,35.0,1.0,34.0,11,18
2025,2,Telangana,3 Star,1.0,687.0,36.16,144.0,3.0,171.75,19,65
2025,2,Telangana,3 Star,1.4,107.0,9.73,20.0,1.0,26.75,11,17
2025,2,Telangana,3 Star,1.5,6764.0,294.09,3922.0,2.0,1691.0,23,222
2025,2,Telangana,3 Star,1.8,171.0,10.69,50.0,1.0,42.75,16,30
2025,2,Telangana,3 Star,2.2,602.0,35.41,199.0,1.0,150.5,17,52
2025,2,Telangana,3 Star,2.6,49.0,5.44,21.0,1.0,12.25,9,14
2025,2,Telangana,5 Star,1.0,445.0,31.79,135.0,0.0,111.25,14,31
2025,2,Telangana,5 Star,1.5,3785.0,172.05,735.0,3.0,946.25,22,145
2025,2,Telangana,5 Star,1.8,138.0,8.62,40.0,2.0,34.5,16,29
2025,3,Andhra Pradesh,1 Star,1.8,158.0,14.36,35.0,1.0,35.68,11,19
2025,3,Andhra Pradesh,3 Star,0.8,3.0,1.5,2.0,1.0,0.68,2,2
2025,3,Andhra Pradesh,3 Star,0.9,366.0,17.43,82.0,1.0,82.65,21,39
2025,3,Andhra Pradesh,3 Star,1.0,156.0,11.14,49.0,1.0,35.23,14,34
2025,3,Andhra Pradesh,3 Star,1.4,531.0,29.5,98.0,2.0,119.9,18,37
2025,3,Andhra Pradesh,3 Star,1.5,5130.0,197.31,515.0,15.0,1158.39,26,345
2025,3,Andhra Pradesh,3 Star,1.8,65.0,7.22,18.0,1.0,14.68,9,15
2025,3,Andhra Pradesh,3 Star,2.2,426.0,21.3,138.0,2.0,96.19,20,141
2025,3,Andhra Pradesh,3 Star,2.6,4.0,2.0,3.0,1.0,0.9,2,2
2025,3,Andhra Pradesh,5 Star,1.0,101.0,14.43,61.0,2.0,22.81,7,21
2025,3,Andhra Pradesh,5 Star,1.5,10456.0,387.26,1981.0,37.0,2361.03,27,460
2025,3,Andhra Pradesh,5 Star,1.8,27.0,6.75,12.0,3.0,6.1,4,8
2025,3,Karnataka,1 Star,1.8,146.0,10.43,37.0,1.0,32.97,14,22
2025,3,Karnataka,3 Star,0.8,294.0,22.62,75.0,1.0,66.39,13,28
2025,3,Karnataka,3 Star,0.9,348.0,29.0,146.0,-8.0,78.58,12,21
2025,3,Karnataka,3 Star,1.0,1645.0,68.54,274.0,2.0,371.45,24,157
2025,3,Karnataka,3 Star,1.4,2.0,1.0,1.0,1.0,0.45,2,2
2025,3,Karnataka,3 Star,1.5,3640.0,140.0,358.0,10.0,821.94,26,223
2025,3,Karnataka,3 Star,1.8,509.0,24.24,150.0,1.0,114.94,21,78
2025,3,Karnataka,3 Star,2.2,314.0,15.7,53.0,1.0,70.9,20,64
2025,3,Karnataka,3 Star,2.6,45.0,4.5,15.0,1.0,10.16,10,14
2025,3,Karnataka,5 Star,1.0,615.0,27.95,213.0,1.0,138.87,22,91
2025,3,Karnataka,5 Star,1.5,1153.0,50.13,149.0,1.0,260.35,23,124
2025,3,Karnataka,5 Star,1.8,46.0,4.6,15.0,1.0,10.39,10,10
2025,3,Kerala,1 Star,1.8,5.0,1.67,2.0,1.0,1.13,3,3
2025,3,Kerala,3 Star,0.8,126.0,9.0,22.0,1.0,28.45,14,26
2025,3,Kerala,3 Star,0.9,117.0,9.75,24.0,1.0,26.42,12,23
2025,3,Kerala,3 Star,1.0,4116.0,147.0,435.0,7.0,929.42,28,395
2025,3,Kerala,3 Star,1.4,580.0,82.86,220.0,5.0,130.97,7,39
2025,3,Kerala,3 Star,1.5,2669.0,98.85,327.0,1.0,602.68,27,279
2025,3,Kerala,3 Star,1.8,227.0,10.81,52.0,1.0,51.26,21,50
2025,3,Kerala,3 Star,2.2,278.0,12.09,47.0,1.0,62.77,23,75
2025,3,Kerala,3 Star,2.6,45.0,6.43,12.0,1.0,10.16,7,17
2025,3,Kerala,5 Star,1.0,1884.0,64.97,195.0,4.0,425.42,29,222
2025,3,Kerala,5 Star,1.5,939.0,36.12,122.0,3.0,212.03,26,172
2025,3,Kerala,5 Star,1.8,66.0,5.08,15.0,1.0,14.9,13,21
2025,3,Tamil Nadu,1 Star,1.8,442.0,26.0,108.0,1.0,99.81,17,46
2025,3,Tamil Nadu,3 Star,0.8,145.0,13.18,39.0,2.0,32.74,11,21
2025,3,Tamil Nadu,3 Star,0.9,928.0,58.0,307.0,1.0,209.55,16,45
2025,3,Tamil Nadu,3 Star,1.0,2773.0,102.7,349.0,0.0,626.16,27,218
2025,3,Tamil Nadu,3 Star,1.4,384.0,29.54,201.0,-4.0,86.71,13,28
2025,3,Tamil Nadu,3 Star,1.5,10493.0,374.75,1506.0,19.0,2369.39,28,426
2025,3,Tamil Nadu,3 Star,1.8,519.0,21.62,73.0,2.0,117.19,24,86
2025,3,Tamil Nadu,3 Star,2.2,634.0,28.82,144.0,2.0,143.16,22,91
2025,3,Tamil Nadu,3 Star,2.6,21.0,3.0,13.0,-1.0,4.74,7,13
2025,3,Tamil Nadu,5 Star,1.0,600.0,28.57,115.0,1.0,135.48,21,79
2025,3,Tamil Nadu,5 Star,1.5,2996.0,119.84,568.0,1.0,676.52,25,254
2025,3,Tamil Nadu,5 Star,1.8,107.0,9.73,19.0,2.0,24.16,11,23
2025,3,Telangana,1 Star,1.8,383.0,21.28,100.0,2.0,86.48,18,54
2025,3,Telangana,3 Star,0.8,396.0,56.57,160.0,-2.0,89.42,7,14
2025,3,Telangana,3 Star,0.9,77.0,15.4,27.0,1.0,17.39,5,8
2025,3,Telangana,3 Star,1.0,2079.0,79.96,688.0,1.0,469.45,26,98
2025,3,Telangana,3 Star,1.4,218.0,15.57,50.0,1.0,49.23,14,22
2025,3,Telangana,3 Star,1.5,8683.0,333.96,975.0,-304.0,1960.68,26,300
2025,3,Telangana,3 Star,1.8,796.0,36.18,202.0,1.0,179.74,22,70
2025,3,Telangana,3 Star,2.2,2073.0,90.13,604.0,-8.0,468.1,23,110
2025,3,Telangana,3 Star,2.6,50.0,3.57,10.0,-1.0,11.29,14,19
2025,3,Telangana,5 Star,1.0,1162.0,44.69,600.0,-1.0,262.39,26,54
2025,3,Telangana,5 Star,1.5,13247.0,490.63,2873.0,20.0,2991.26,27,300
2025,3,Telangana,5 Star,1.8,75.0,12.5,36.0,1.0,16.94,6,15
2025,4,Andhra Pradesh,1 Star,1.8,77.0,11.0,51.0,2.0,17.97,7,10
2025,4,Andhra Pradesh,3 Star,0.8,7.0,7.0,7.0,7.0,1.63,1,1
2025,4,Andhra Pradesh,3 Star,0.9,520.0,28.89,193.0,2.0,121.33,18,43
2025,4,Andhra Pradesh,3 Star,1.0,385.0,21.39,97.0,2.0,89.83,18,40
2025,4,Andhra Pradesh,3 Star,1.4,595.0,35.0,160.0,3.0,138.83,17,35
2025,4,Andhra Pradesh,3 Star,1.5,1606.0,76.48,236.0,2.0,374.73,21,141
2025,4,Andhra Pradesh,3 Star,1.8,49.0,3.5,8.0,1.0,11.43,14,21
2025,4,Andhra Pradesh,3 Star,2.2,174.0,10.24,72.0,1.0,40.6,17,59
2025,4,Andhra Pradesh,3 Star,2.6,5.0,1.25,2.0,1.0,1.17,4,4
2025,4,Andhra Pradesh,5 Star,1.0,164.0,10.93,71.0,1.0,38.27,15,24
2025,4,Andhra Pradesh,5 Star,1.5,3252.0,141.39,724.0,11.0,758.8,23,187
2025,4,Andhra Pradesh,5 Star,1.8,5.0,5.0,5.0,5.0,1.17,1,1
2025,4,Karnataka,1 Star,1.8,61.0,8.71,24.0,1.0,14.23,7,10
2025,4,Karnataka,3 Star,0.8,126.0,14.0,70.0,-2.0,29.4,9,12
2025,4,Karnataka,3 Star,0.9,31.0,6.2,17.0,-3.0,7.23,5,6
2025,4,Karnataka,3 Star,1.0,681.0,37.83,244.0,-12.0,158.9,18,82
2025,4,Karnataka,3 Star,1.5,795.0,39.75,271.0,-3.0,185.5,20,90
2025,4,Karnataka,3 Star,1.8,244.0,13.56,54.0,1.0,56.93,18,40
2025,4,Karnataka,3 Star,2.2,254.0,16.93,82.0,-10.0,59.27,15,38
2025,4,Karnataka,3 Star,2.6,46.0,4.6,15.0,1.0,10.73,10,11
2025,4,Karnataka,5 Star,1.0,148.0,10.57,28.0,-2.0,34.53,14,30
2025,4,Karnataka,5 Star,1.5,251.0,13.94,62.0,-3.0,58.57,18,39
2025,4,Karnataka,5 Star,1.8,32.0,5.33,14.0,1.0,7.47,6,9
2025,4,Kerala,1 Star,1.8,35.0,5.83,16.0,2.0,8.17,6,9
2025,4,Kerala,3 Star,0.8,75.0,7.5,20.0,1.0,17.5,10,14
2025,4,Kerala,3 Star,0.9,50.0,6.25,11.0,1.0,11.67,8,15
2025,4,Kerala,3 Star,1.0,2120.0,96.36,372.0,7.0,494.67,22,218
2025,4,Kerala,3 Star,1.4,357.0,119.0,245.0,12.0,83.3,3,10
2025,4,Kerala,3 Star,1.5,1901.0,86.41,349.0,10.0,443.57,22,239
2025,4,Kerala,3 Star,1.8,124.0,7.75,45.0,1.0,28.93,16,31
2025,4,Kerala,3 Star,2.2,144.0,14.4,38.0,1.0,33.6,10,24
2025,4,Kerala,3 Star,2.6,52.0,8.67,20.0,1.0,12.13,6,7
2025,4,Kerala,5 Star,1.0,625.0,31.25,92.0,1.0,145.83,20,97
2025,4,Kerala,5 Star,1.5,507.0,24.14,254.0,1.0,118.3,21,86
2025,4,Kerala,5 Star,1.8,18.0,18.0,18.0,18.0,4.2,1,6
2025,4,Tamil Nadu,1 Star,1.8,421.0,30.07,122.0,1.0,98.23,14,39
2025,4,Tamil Nadu,3 Star,0.8,36.0,4.5,13.0,1.0,8.4,8,8
2025,4,Tamil Nadu,3 Star,0.9,297.0,17.47,73.0,1.0,69.3,17,36
2025,4,Tamil Nadu,3 Star,1.0,3205.0,133.54,652.0,-5.0,747.83,24,227
2025,4,Tamil Nadu,3 Star,1.4,1645.0,109.67,383.0,2.0,383.83,15,49
2025,4,Tamil Nadu,3 Star,1.5,10410.0,452.61,1844.0,26.0,2429.0,23,418
2025,4,Tamil Nadu,3 Star,1.8,686.0,32.67,120.0,5.0,160.07,21,84
2025,4,Tamil Nadu,3 Star,2.2,451.0,32.21,100.0,-8.0,105.23,14,62
2025,4,Tamil Nadu,3 Star,2.6,16.0,1.78,6.0,1.0,3.73,9,9
2025,4,Tamil Nadu,5 Star,1.0,367.0,18.35,79.0,-24.0,85.63,20,56
2025,4,Tamil Nadu,5 Star,1.5,2741.0,119.17,419.0,8.0,639.57,23,209
2025,4,Tamil Nadu,5 Star,1.8,20.0,2.86,8.0,1.0,4.67,7,8
2025,4,Telangana,1 Star,1.8,608.0,33.78,141.0,1.0,141.87,18,69
2025,4,Telangana,3 Star,0.8,166.0,13.83,70.0,-8.0,38.73,12,14
2025,4,Telangana,3 Star,0.9,90.0,15.0,44.0,2.0,21.0,6,7
2025,4,Telangana,3 Star,1.0,298.0,15.68,72.0,-2.0,69.53,19,53
2025,4,Telangana,3 Star,1.4,53.0,8.83,12.0,2.0,12.37,6,8
2025,4,Telangana,3 Star,1.5,3454.0,164.48,392.0,9.0,805.93,21,211
2025,4,Telangana,3 Star,1.8,166.0,8.3,26.0,1.0,38.73,20,47
2025,4,Telangana,3 Star,2.2,216.0,12.71,41.0,2.0,50.4,17,54
2025,4,Telangana,3 Star,2.6,53.0,5.89,25.0,1.0,12.37,9,13
2025,4,Telangana,5 Star,1.0,142.0,9.47,57.0,-4.0,33.13,15,29
2025,4,Telangana,5 Star,1.5,2449.0,116.62,566.0,3.0,571.43,21,130
2025,4,Telangana,5 Star,1.8,32.0,8.0,25.0,1.0,7.47,4,4
2025,5,Andhra Pradesh,1 Star,1.8,62.0,8.86,21.0,1.0,14.0,7,12
2025,5,Andhra Pradesh,3 Star,0.8,34.0,6.8,15.0,1.0,7.68,5,5
2025,5,Andhra Pradesh,3 Star,0.9,456.0,32.57,150.0,-1.0,102.97,14,32
2025,5,Andhra Pradesh,3 Star,1.0,72.0,5.14,18.0,-15.0,16.26,14,28
2025,5,Andhra Pradesh,3 Star,1.4,202.0,20.2,65.0,2.0,45.61,10,21
2025,5,Andhra Pradesh,3 Star,1.5,1452.0,69.14,429.0,1.0,327.87,21,179
2025,5,Andhra Pradesh,3 Star,1.8,58.0,4.14,11.0,1.0,13.1,14,18
2025,5,Andhra Pradesh,3 Star,2.2,108.0,6.75,20.0,1.0,24.39,16,33
2025,5,Andhra Pradesh,3 Star,2.6,8.0,2.0,5.0,1.0,1.81,4,5
2025,5,Andhra Pradesh,5 Star,1.0,56.0,4.67,14.0,-1.0,12.65,12,20
2025,5,Andhra Pradesh,5 Star,1.5,1808.0,72.32,339.0,-49.0,408.26,25,256
2025,5,Andhra Pradesh,5 Star,1.8,21.0,4.2,10.0,1.0,4.74,5,7
2025,5,Karnataka,1 Star,1.8,26.0,2.89,12.0,-15.0,5.87,9,11
2025,5,Karnataka,3 Star,0.8,126.0,14.0,32.0,1.0,28.45,9,13
2025,5,Karnataka,3 Star,0.9,18.0,4.5,13.0,1.0,4.06,4,6
2025,5,Karnataka,3 Star,1.0,693.0,33.0,170.0,1.0,156.48,21,78
2025,5,Karnataka,3 Star,1.4,1.0,1.0,1.0,1.0,0.23,1,1
2025,5,Karnataka,3 Star,1.5,986.0,46.95,304.0,-2.0,222.65,21,111
2025,5,Karnataka,3 Star,1.8,304.0,16.89,61.0,1.0,68.65,18,51
2025,5,Karnataka,3 Star,2.2,138.0,9.86,33.0,1.0,31.16,14,31
2025,5,Karnataka,3 Star,2.6,58.0,5.8,13.0,1.0,13.1,10,18
2025,5,Karnataka,5 Star,1.0,151.0,7.55,54.0,0.0,34.1,20,34
2025,5,Karnataka,5 Star,1.5,336.0,16.8,122.0,1.0,75.87,20,53
2025,5,Karnataka,5 Star,1.8,101.0,11.22,64.0,1.0,22.81,9,13
