model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
Bayesian Deep Learning,BLR,monthly,1576.4579308949628,1310.9301753500797,33.23413532459493,36.81735855112599,0.3707630904878092,12,success
Bayesian Deep Learning,COK,monthly,5872.8241466007985,4949.28122799464,89.07674369671604,104.09271340887342,-1.9107096704404336,12,success
Bayesian Deep Learning,MAA,monthly,11971.030917620836,7954.471295766823,38.886699633148595,80.71219456652679,-0.6006144496543946,12,success
Bayesian Deep Learning,SBD,monthly,10203.893092474524,6934.947881849369,54.32898179021662,88.79449242539414,-0.4756140747646511,12,success
Bayesian Deep Learning,SBD1,monthly,7662.207139410665,5169.037960293248,55.27056618549645,97.69692678339884,-0.6060146649890186,12,success
