model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,status
LSTM,BLR,monthly,4083.9955542599396,3166.4579184914583,75.85533152293436,95.3796011270859,-3.2229888933726825,12,success
LSTM,COK,monthly,5690.372244209861,4781.028908939779,85.58024293565208,100.85884957907084,-1.7326640918861664,12,success
LSTM,MAA,monthly,11195.14385623871,7594.913275910806,41.046298668067436,75.48093688363619,-0.3998547827451262,12,success
LSTM,SBD,monthly,10531.414951289307,7951.403640138527,72.55343249726218,91.64459453329734,-0.5718620874713991,12,success
LSTM,SBD1,monthly,8352.80191917031,6324.063078902053,77.45594861890527,106.5023514355396,-0.9085612181505527,12,success
