model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,anomaly_rate,mean_anomaly_severity,max_anomaly_severity,status
Prophet,BLR,weekly,1618.5613046184344,1122.037638161542,109.65243812942798,110.85452273346846,-0.5809268973669124,13,0.9230769230769231,0.7547502758932844,1.0,success
Prophet,COK,weekly,1592.8696440223487,1271.193511190048,105.71716687270248,92.55902633779068,-0.7699075748709492,13,1.0,0.7128196759654384,0.9285060372624142,success
Prophet,MAA,weekly,3730.263795991816,2636.2644663448245,274.083159808399,100.9459592162485,-0.06393325274543105,13,1.0,0.14273527840895212,0.4,success
Prophet,SBD,weekly,4435.654013513735,3027.785254454509,193.79377734967952,104.66575095870357,-0.37302267201024564,13,1.0,0.18831506390917216,0.4,success
Prophet,SBD1,weekly,3109.072037895607,2389.7287711884724,606.7230522423081,112.06555465201033,-1.2386869933188702,12,1.0,0.24176330204992494,0.4,success
