model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,anomaly_rate,mean_anomaly_severity,max_anomaly_severity,status
Isolation Forest,BLR,weekly,1435.8832275362436,1008.3982527209084,162.90802196780638,98.3429848689277,-0.2442043827513516,13,0.9230769230769231,0.7547502758932844,1.0,success
Isolation Forest,COK,weekly,1560.2645769230883,1244.2028010798106,109.59580765428407,90.66439969604929,-0.6981913083409959,13,1.0,0.7128196759654384,0.9285060372624142,success
Isolation Forest,MAA,weekly,4002.292440737998,2552.360861934777,193.13897740690953,108.30742049083864,-0.22476545819391935,13,1.0,0.14273527840895212,0.4,success
Isolation Forest,SBD,weekly,4073.33950788285,2932.399779273626,269.65511359140635,96.11640971171845,-0.15788012946768304,13,1.0,0.18831506390917216,0.4,success
Isolation Forest,SBD1,weekly,2821.916166289215,2150.6405685748346,1082.974008502651,101.71510872122607,-0.8442509737137391,12,1.0,0.24176330204992494,0.4,success
