model,branch,aggregation,rmse,mae,mape,nrmse,r2,n_samples,anomaly_rate,mean_anomaly_severity,max_anomaly_severity,status
Prophet,BLR,monthly,4533.640848932086,4095.163816068775,61.67268306827648,71.65545833621125,-4.432462504734722,3,1.0,0.32240744008241834,0.4,success
Prophet,COK,monthly,5975.223724199172,5124.4034123018055,61.32320568051489,80.12547457803288,-2.780611944496914,3,1.0,0.3113513929151289,0.4,success
Prophet,MAA,monthly,4409.660440797723,3876.8180104853404,27.309946975951732,27.53800312744472,-1.1369354298940282,3,1.0,0.21126240216393702,0.3226738267478087,success
Prophet,SBD,monthly,13704.74444936868,10589.185845330418,48.79220927700056,74.62696412993674,-1.4814651344989755,3,1.0,0.24305873252964064,0.4,success
Prophet,SBD1,monthly,9042.259832484055,7404.462849153032,54.00065166611475,81.48137539784982,-1.4565857710674814,3,1.0,0.2674505971158672,0.4,success
