date,sob_forecast
2025-04-01,0.39925391211388916
2025-05-01,0.3848285114656139
2025-06-01,0.38372347966475506
2025-07-01,0.39870120850325236
2025-08-01,0.36640220611545826
2025-09-01,0.3460985180286525
2025-10-01,0.3164738411528599
2025-11-01,0.29523963401636805
2025-12-01,0.3154037707043513
2026-01-01,0.2802357762707892
2026-02-01,0.2709226078594747
2026-03-01,0.28164569682722135
