FinancialYear,TotalMarketSales,TotalMarketMin,TotalMarketMax,MonthCount,BLR_Sales,MAA_Sales,COK_Sales,SBD_Sales,SBD1_Sales
2025-2026,344213.34406612243,326795.88572411414,363593.18603437813,24,33152.173065138835,122963.21098711561,34798.15391230477,90004.97674873733,53396.29326980852
