FinancialYear,TotalMarketSales,TotalMarketMin,TotalMarketMax,MonthCount,BLR_Sales,MAA_Sales,COK_Sales,SBD_Sales,SBD1_Sales
2026-2027,323689.7144589287,308260.3201984273,340752.1626202441,24,33152.173065138835,122963.21098711561,32723.323188214446,84638.45381335594,50212.55340510378
