Branch,Date,Forecast Quantity
COK,2024-04-01,3752.0
COK,2024-05-01,2627.9
COK,2024-06-01,2093.8
COK,2024-07-01,2480.0
COK,2024-08-01,4504.1
COK,2024-09-01,2906.6
COK,2024-10-01,1867.7
COK,2024-11-01,2844.0
COK,2024-12-01,7020.2
COK,2025-01-01,3289.1
COK,2025-02-01,6073.5
COK,2025-03-01,12295.6
