rmse,mae,mape,nrmse,r2,mean_error,mape_alt,n_samples,series,model
9922.923186994822,9554.386165046712,40.90439338153275,38.94615212165055,-0.2693330981636797,6302.269378047188,40.904393381532564,7,monthly_combined_combined,lightgbm
11350.689418517379,10282.07700892857,48.35216519079784,44.54994445170824,-0.6608898327973234,9138.51450892857,48.3521651907976,7,monthly_combined_combined,xgboost
7783.722095367066,6946.4541211134365,32.31073820941047,30.550072703991848,0.21896411334658616,4815.3178351590195,32.31073820941031,7,monthly_combined_combined,catboost
24680.351625066516,17112.660141713848,57.908606723271205,96.86709356628293,-6.852338830474837,17112.660141713848,57.90860672327099,7,monthly_combined_combined,prophet
15776.834863715283,12992.439550034405,49.065239831762966,61.92197591589963,-2.2087516506934275,12992.439550034405,49.06523983176277,7,monthly_combined_combined,ensemble
3973.4262361988394,2789.6889225749314,24.984596209156678,39.70476739192582,0.26960281723165647,160.84256925600064,24.984596209156404,7,monthly_branch_wise_MAA,lightgbm
3944.876887247136,3638.1023995535716,38.03510845631425,39.41948582585787,0.2800610212866729,1590.990513392857,38.03510845631379,7,monthly_branch_wise_MAA,xgboost
2991.44855246635,2396.840810418252,24.512823153479108,29.892279831074703,0.5860080889217563,686.3822019968273,24.51282315347881,7,monthly_branch_wise_MAA,catboost
7454.214535381585,5117.507582360676,42.34288731134463,74.48681229325516,-1.5705884674949644,5117.507582360676,42.34288731134422,7,monthly_branch_wise_MAA,prophet
3205.376888566911,2805.6598658228927,29.81160526257382,32.029975189813825,0.524679022286677,2805.6598658228927,29.811605262573465,7,monthly_branch_wise_MAA,ensemble
1943.3609108471214,1727.7751768081075,53.699565135362946,47.3347241585645,-0.7442164452315025,1727.7751768081075,53.69956513536107,7,monthly_branch_wise_SBD1,lightgbm
5334.798992268126,5128.638392857143,153.7686661439295,129.9404744280486,-12.144061178152464,5128.638392857143,153.7686661439243,7,monthly_branch_wise_SBD1,xgboost
2007.1801333108726,1711.6426313059326,53.7897620874292,48.88917823576362,-0.8606562685699113,1711.6426313059326,53.78976208742732,7,monthly_branch_wise_SBD1,catboost
