date,forecast
2025-04-01,13296.99999999986
2025-05-01,14521.999999999989
2025-06-01,20219.999999999956
2025-07-01,13296.999999999893
2025-08-01,14522.000000000058
2025-09-01,20220.000000000022
2025-10-01,13297.000000000127
2025-11-01,14522.000000000293
2025-12-01,20220.00000000023
2026-01-01,13297.000000000342
2026-02-01,14522.000000000506
2026-03-01,20220.00000000043
