date,forecast
2025-04-28,4339.682342874573
2025-05-05,4651.159595576199
2025-05-12,5452.615273116655
2025-05-19,3569.9599653375412
2025-05-26,3406.9280128613755
2025-06-02,4148.4347035733945
2025-06-09,3227.0752946322846
2025-06-16,3471.7489906215405
2025-06-23,3864.2695840664737
2025-06-30,2715.9006776835386
2025-07-07,3172.9270305628706
2025-07-14,3838.100726049304
2025-07-21,2813.923904162885
2025-07-28,3155.323341113821
2025-08-04,3905.370972465515
2025-08-11,2861.929246821327
2025-08-18,3071.645549289804
2025-08-25,3811.9843917735006
2025-09-01,2943.679213687953
2025-09-08,3293.319943538987
2025-09-15,3769.53068987717
2025-09-22,2814.2942941280085
2025-09-29,3381.9534051791534
2025-10-06,3951.4993001123967
2025-10-13,2668.501022779381
2025-10-20,2937.90041562954
2025-10-27,3769.3652340506787
2025-11-03,2783.468981464145
2025-11-10,3128.4335164228823
2025-11-17,3797.556174965599
2025-11-24,2552.3687311336544
2025-12-01,2888.9243529316363
2025-12-08,3917.405498016161
2025-12-15,3523.1303482435496
2025-12-22,4268.249302957746
2025-12-29,4654.080044235365
2026-01-05,3134.959100430685
2026-01-12,3145.2872888384
2026-01-19,3736.7326769207775
2026-01-26,2776.5427092801156
2026-02-02,3337.665626271093
2026-02-09,4187.118006648911
2026-02-16,3125.488326152231
2026-02-23,3482.439057969089
2026-03-02,4213.518259547118
2026-03-09,3338.4974966952923
2026-03-16,3795.9413477689222
2026-03-23,4371.938246503434
2026-03-30,3371.660240074226
2026-04-06,3734.133777156637
2026-04-13,4433.729747528042
