Date,Forecast
2025-12-01 03:13:23.793761,16162.429061536297
2026-01-01 03:13:23.793761,17306.901085679696
2026-02-01 03:13:23.793761,17102.945659681205
2026-03-01 03:13:23.793761,17139.292389803646
2026-04-01 03:13:23.793761,17132.815068672688
2026-05-01 03:13:23.793761,17133.969386788573
2026-06-01 03:13:23.793761,17133.763676698596
2026-07-01 03:13:23.793761,17133.800336125954
2026-08-01 03:13:23.793761,17133.793803079305
2026-09-01 03:13:23.793761,17133.79496732822
2026-10-01 03:13:23.793761,17133.79475984837
2026-11-01 03:13:23.793761,17133.794796823186
