Date,Forecast
2025-12-01 03:13:23.630971,13562.824484255767
2026-01-01 03:13:23.630971,12660.860940894447
2026-02-01 03:13:23.630971,12567.647320373688
2026-03-01 03:13:23.630971,12558.014138284967
2026-04-01 03:13:23.630971,12557.018594965912
2026-05-01 03:13:23.630971,12556.915710322915
2026-06-01 03:13:23.630971,12556.905077686884
2026-07-01 03:13:23.630971,12556.903978854778
2026-08-01 03:13:23.630971,12556.903865295733
2026-09-01 03:13:23.630971,12556.903853559948
2026-10-01 03:13:23.630971,12556.903852347112
2026-11-01 03:13:23.630971,12556.90385222177
