rmse,mae,mape,nrmse,r2,forecast_date,n_periods
24940.39751735721,17971.325330920205,44.160767862418396,64.10514363279964,-0.18528175264971303,2024-04-01,11
25464.35737321525,19043.858086444812,50.615546867152375,67.88123981546514,-0.16636624770554942,2024-05-01,10
26309.700930260864,18774.473557805126,46.10879537277912,66.6120843195379,-0.19683182929453014,2024-06-01,9
27294.39587413796,18593.635557219714,33.807672365175236,63.88688967099212,-0.33752855149324734,2024-07-01,8
30643.426766568828,22165.54102136839,41.24181411611451,67.23693836759327,-0.6431633991605359,2024-08-01,7
31552.154999094455,25747.377710165605,50.05666656833141,65.53137363989863,-0.6047296254617223,2024-09-01,6
34968.07204426595,29441.330910710018,53.11945647378386,65.96604371366848,-1.0288966624747506,2024-10-01,5
40164.323836426185,33568.01071152663,47.82497337553417,65.0803270459794,-3.30880969536421,2024-11-01,4
36676.994096215785,29235.550475527958,41.929740042436784,61.89269831791928,-1.8316570707252686,2024-12-01,3
44218.44032125738,40587.4138181358,54.47703780166816,62.39109438186246,-5.349676338097352,2025-01-01,2
58135.4138181358,58135.4138181358,65.74842381123919,65.74842381123919,,2025-02-01,1
