Date,Forecast
2024-04-08,3195.507161152152
2024-04-15,3693.0146255117584
2024-04-22,3335.800932146519
2024-04-29,3770.369514781407
2024-05-06,2993.67428708206
2024-05-13,4275.440581736814
2024-05-20,4464.946757614595
2024-05-27,3538.0071062332368
2024-06-03,3739.6081887278024
2024-06-10,3054.9779931948688
2024-06-17,3778.8707450501797
2024-06-24,3264.1412657556625
2024-07-01,3103.4640831591214
2024-07-08,3198.39399612523
2024-07-15,3148.8913188545384
2024-07-22,3760.1267913702677
2024-07-29,3248.186933175084
2024-08-05,3182.8932667558543
2024-08-12,3293.0942890620045
2024-08-19,3170.921369315985
2024-08-26,3799.455944006565
2024-09-02,3213.225367147613
2024-09-09,3222.253445769679
2024-09-16,3319.414289905734
2024-09-23,3265.412057038122
2024-09-30,3809.1808467695682
2024-10-07,3255.522766782459
2024-10-14,3174.761991999944
2024-10-21,3305.590286483408
2024-10-28,3213.6056930366644
2024-11-04,3873.5079001237614
2024-11-11,3284.134060055257
2024-11-18,3284.134060055257
2024-11-25,3235.5964999353764
2024-12-02,5200.346981638125
2024-12-09,5102.553394048598
2024-12-16,8188.117638321349
2024-12-23,8007.742824841741
2024-12-30,5909.921152646374
2025-01-06,4218.491748196023
2025-01-13,4125.978738403621
2025-01-20,4159.784987767788
2025-01-27,4388.216348908099
2025-02-03,5958.132677340979
2025-02-10,4205.917478050275
2025-02-17,4807.783814407182
2025-02-24,5282.576212884299
2025-03-03,5398.377590342293
2025-03-10,4835.17561391274
2025-03-17,4535.8303925982
2025-03-24,4378.770519026241
2025-03-31,4095.8979542035586
