rmse,mae,mape,nrmse,r2,forecast_date,n_periods
2958.4529700137605,2639.3471858346693,88.77638985627881,69.0796926373076,-1.214012231033958,2024-04-01,12
3135.7212595560873,2886.578217810247,103.32975636844064,87.39711975127756,-5.496564939993379,2024-05-01,10
3423.4292220500256,3238.8057248528953,121.68400864571367,105.98031799551197,-8.519817085359573,2024-06-01,8
3551.43550330334,3372.0809081219577,131.30199006356005,114.61789586262189,-9.163058994691276,2024-07-01,6
3702.4396801051876,3662.867272707904,137.85892505751724,131.88849158803768,-46.00526277082665,2024-08-01,4
3314.4344213068293,3272.2816776328755,107.96997208208184,103.64085119783707,-38.554657717211875,2024-09-01,2
