rmse,mae,mape,nrmse,r2,mean_error,mape_alt,n_samples,series,model
9411.817830648572,8974.995186661561,38.05317261278272,36.94013165940006,-0.14194022368852233,5490.015107381667,38.05317261278255,7,monthly_combined_combined,lightgbm
12570.56810845099,11738.792410714286,55.040268298754235,49.33780586439974,-1.0370709541749377,10902.941964285714,55.04026829875397,7,monthly_combined_combined,xgboost
7328.189553822244,6727.545227805188,30.39028139339703,28.762168139476152,0.3077073283084092,4279.961464392683,30.390281393396883,7,monthly_combined_combined,catboost
24680.351625066516,17112.660141713848,57.908606723271205,96.86709356628293,-6.852338830474837,17112.660141713848,57.90860672327099,7,monthly_combined_combined,prophet
15731.83222235845,13061.255136401673,49.32176532325715,61.745346541356405,-2.190472147767152,13061.255136401673,49.32176532325694,7,monthly_combined_combined,ensemble
3779.6776004823655,2614.4093997064956,22.99600503855718,37.7687192419582,0.33909613283622975,99.56170493490625,22.996005038556934,7,monthly_branch_wise_MAA,lightgbm
4424.440643690856,4261.847935267857,47.24430963900536,44.2115635611203,0.09438099970946368,2420.526785714286,47.244309639004776,7,monthly_branch_wise_MAA,xgboost
3121.6290370137385,2475.439265943442,24.926533877199955,31.193118339370997,0.5491922610329936,582.0373893825724,24.92653387719965,7,monthly_branch_wise_MAA,catboost
7454.214535381585,5117.507582360676,42.34288731134463,74.48681229325516,-1.5705884674949644,5117.507582360676,42.34288731134422,7,monthly_branch_wise_MAA,prophet
3342.455713403995,2963.3623148948395,31.490706014987452,33.39974589423281,0.48315525773362356,2963.3623148948395,31.49070601498708,7,monthly_branch_wise_MAA,ensemble
1931.7072160140087,1726.3393238354167,53.40316549499462,47.05087341973646,-0.7233601851269167,1726.3393238354167,53.40316549499279,7,monthly_branch_wise_SBD1,lightgbm
3837.5754522583106,3597.7502790178573,109.89608355075109,93.47238305371856,-5.801540771329375,3597.7502790178573,109.89608355074736,7,monthly_branch_wise_SBD1,xgboost
2142.1538798444094,1924.7376951197061,58.45976759115617,52.17675339751162,-1.1193114305005443,1924.7376951197061,58.459767591154154,7,monthly_branch_wise_SBD1,catboost
6870.660404458272,4640.853046116021,94.0624374208147,167.34967407080242,-20.80170291595127,4640.853046116021,94.06243742081261,7,monthly_branch_wise_SBD1,prophet
3858.389530347179,3384.6419093332993,83.62538352446,93.97935457890064,-5.875520666815657,3384.6419093332993,83.6253835244576,7,monthly_branch_wise_SBD1,ensemble
2215.8241171667814,1838.4108270637007,36.56269310854218,50.256840942771184,-0.8647716103288712,-1557.0332621345103,36.56269310854134,7,monthly_branch_wise_COK,lightgbm
1453.9185028373904,1183.277866908482,25.562239322747043,32.976151119015434,0.19714853188538894,-720.4334193638393,25.562239322746365,7,monthly_branch_wise_COK,xgboost
