Date,Forecast
2024-04-08,732.4708010214129
2024-04-15,866.0948663482482
2024-04-22,747.4198369087684
2024-04-29,829.4759519031224
2024-05-06,850.251389276279
2024-05-13,748.6553353491541
2024-05-20,815.4699808928729
2024-05-27,650.8316052475066
2024-06-03,474.20299926847616
2024-06-10,245.88748052677107
2024-06-17,0.0
2024-06-24,102.67990087182443
2024-07-01,0.0
2024-07-08,0.0
2024-07-15,0.0
2024-07-22,0.0
2024-07-29,0.0
2024-08-05,0.0
2024-08-12,0.0
2024-08-19,0.0
2024-08-26,0.0
2024-09-02,0.0
2024-09-09,0.0
2024-09-16,0.0
2024-09-23,0.0
2024-09-30,0.0
2024-10-07,0.0
2024-10-14,0.0
2024-10-21,0.0
2024-10-28,0.0
2024-11-04,0.0
2024-11-11,0.0
2024-11-18,0.0
2024-11-25,0.0
2024-12-02,0.0
2024-12-09,0.0
2024-12-16,0.0
2024-12-23,0.0
2024-12-30,0.0
2025-01-06,0.0
2025-01-13,0.0
2025-01-20,0.0
2025-01-27,0.0
2025-02-03,0.0
2025-02-10,0.0
2025-02-17,0.0
2025-02-24,0.0
2025-03-03,0.0
2025-03-10,0.0
2025-03-17,0.0
2025-03-24,0.0
2025-03-31,0.0
