Date,Forecast
2024-04-08,1794.5291133153837
2024-04-15,2089.549971731373
2024-04-22,2125.8742712925014
2024-04-29,2267.7796433045914
2024-05-06,1991.5661942697077
2024-05-13,1778.866254240238
2024-05-20,1784.2777117234232
2024-05-27,1784.2777117234232
2024-06-03,1627.9210312725231
2024-06-10,1468.3484377610882
2024-06-17,1406.0127332924058
2024-06-24,1406.0127332924058
2024-07-01,1375.2046853068966
2024-07-08,1357.1373571066285
2024-07-15,1357.1373571066285
2024-07-22,1400.4330068736201
2024-07-29,1400.4330068736201
2024-08-05,1400.4330068736201
2024-08-12,1229.056833673911
2024-08-19,981.3892576277353
2024-08-26,875.1371791746602
2024-09-02,779.7373116795501
2024-09-09,653.4981387779017
2024-09-16,740.9887347111816
2024-09-23,672.1422143470575
2024-09-30,1049.5471659456553
2024-10-07,1159.516207076615
2024-10-14,1220.6257816267369
2024-10-21,1271.3297707627692
2024-10-28,1168.1791014066544
2024-11-04,831.6056337326016
2024-11-11,892.9688504908177
2024-11-18,781.8782748895552
2024-11-25,623.172965746859
2024-12-02,723.5919319151395
2024-12-09,1039.0058444630652
2024-12-16,1084.8759579369362
2024-12-23,1367.531144982862
2024-12-30,1659.5151843171168
2025-01-06,1487.1000913373575
2025-01-13,994.0754401455367
2025-01-20,851.9347446763054
2025-01-27,977.3583311831458
2025-02-03,1154.1823252364634
2025-02-10,1119.1983765103694
2025-02-17,1142.8707310646034
2025-02-24,1696.8057550879328
2025-03-03,1795.3992506601023
2025-03-10,1641.407522026865
2025-03-17,1663.443905185156
2025-03-24,1917.9402149313437
2025-03-31,1879.7808681388549
