rmse,mae,mape,nrmse,r2,forecast_date,n_periods
4094.0084900018323,3164.827828473434,52.623974037057685,82.68901874705328,-1.3280011639113605,2024-04-01,11
4074.987102479956,3020.677329838066,49.61671255426413,84.29496302345694,-1.137305962490216,2024-05-01,10
4239.99530829634,3298.8048173156367,53.77864172232739,81.68848262762141,-1.4414317336616587,2024-06-01,9
4465.502735397668,3570.8634180409204,55.59866328193228,81.16882187399197,-1.6899026917850684,2024-07-01,8
4620.233400321629,3607.081134797472,53.45183855039865,82.67711488892941,-1.5376484770467491,2024-08-01,7
4745.360852177448,3618.613801443227,50.1706711300532,83.45448050257843,-1.3103262961964592,2024-09-01,6
5114.622645810491,4225.354886917542,57.72824135302164,79.93846153309511,-2.0227031699226377,2024-10-01,5
5575.197525128465,4894.618640959439,61.84166501754878,76.93110977133249,-3.3077489456916913,2024-11-01,4
5774.349703837517,4955.730890229406,59.449027398000986,77.43183046447591,-2.5306927387198903,2024-12-01,3
6842.1736545081585,6647.153587284442,70.13129494944364,72.97929341910468,-13.968492238221122,2025-01-01,2
8285.377007116853,8285.377007116853,74.3483220308404,74.3483220308404,,2025-02-01,1
