rmse,mae,mape,nrmse,r2,forecast_date,n_periods
3648.921367210355,2761.4413840553975,48.0601052983157,73.69934089698121,-0.8493313179590292,2024-04-01,11
3587.3320376044917,2525.52021484375,41.35018960984593,74.20735670027082,-0.6563700630587064,2024-05-01,10
3702.1617289124315,2683.459771050347,40.69249664324764,71.32648790557839,-0.8613352715374971,2024-06-01,9
3987.838892501694,3080.2076721191406,47.52278741579607,72.48639266566744,-1.1452161572709953,2024-07-01,8
4197.297613453522,3164.5006277901784,46.13984336560165,75.10885856683535,-1.0943205787945778,2024-08-01,7
4206.665560226134,3085.74169921875,41.20995663975791,73.98069396886245,-0.8155608404152697,2024-09-01,6
4646.549087229582,3701.401318359375,48.29992489292634,72.62275463770408,-1.4947634116730018,2024-10-01,5
5238.155399988927,4477.159729003906,54.72568722695391,72.28032841160379,-2.8026523638435,2024-11-01,4
5427.238942344437,4630.129801432292,55.16751308993268,72.77720734415033,-2.118973217547324,2024-12-01,3
6570.460261515232,6433.1375732421875,68.3602623513726,70.08117179366681,-12.803253300730237,2025-01-01,2
8165.521728515625,8165.521728515625,73.27280804482793,73.27280804482793,,2025-02-01,1
