rmse,mae,mape,nrmse,r2,forecast_date,n_periods
8055.364969038775,6150.42578125,95.70296056360094,77.6597644671965,-0.04743799824767203,2024-04-01,11
8336.137733186479,6540.38818359375,111.08911392934469,81.30834170384276,-0.02213422676935206,2024-05-01,10
8414.824704513847,6454.593641493056,98.5194043184213,77.52502568418616,0.015421635832704617,2024-06-01,9
9009.19511258964,6689.972412109375,70.22658393315027,75.35685925861497,-0.15954934306136614,2024-07-01,8
9008.543516939206,6441.511579241072,58.86762776858582,69.41930736641139,-0.13268322474569083,2024-08-01,7
9280.117089608793,7153.813802083333,68.23983720643626,66.88613708320152,-0.10481615588453463,2024-09-01,6
10264.747135778498,7199.8447265625,55.876474970170584,66.42817384858338,-0.3404955100832323,2024-10-01,5
11224.311472878722,7772.8623046875,32.905092284855435,61.22546520777692,-1.2192261268208404,2024-11-01,4
11970.107004153655,7861.618815104167,30.979488539039462,65.18127713586294,-0.8930511972921842,2024-12-01,3
13308.510250896206,11015.9453125,43.3693724944391,60.391660620303156,-1.4239846199004345,2025-01-01,2
20701.390625,20701.390625,67.6847821644597,67.6847821644597,,2025-02-01,1
