rmse,mae,mape,nrmse,r2,forecast_date,n_periods
5323.515144925866,3872.270496116279,75.64074082848026,79.05961548580987,-0.1284917133652883,2024-04-01,11
5392.796391447457,3901.185583059799,81.36553925031073,83.69358875529537,-0.08926738117316257,2024-05-01,10
5773.008466707338,4415.239141951364,91.35861649537885,85.64306163213287,-0.1579443982373061,2024-06-01,9
6094.747671639322,4333.100830077622,51.10957158217623,81.79908630381428,-0.3342036966312525,2024-07-01,8
6294.313195093732,4652.917987809715,50.14755835303265,77.42490794745133,-0.4082236609245937,2024-08-01,7
6666.367160141226,5049.849661440952,50.251905689983325,75.17328777786678,-0.5321346857915579,2024-09-01,6
7567.822350159572,6469.881046365221,69.42319362581866,78.78716503383069,-0.8156124937255467,2024-10-01,5
8059.580321988496,7122.183072526679,62.60737319070454,71.32845385303003,-1.5895170825982081,2024-11-01,4
7798.522614070137,6846.928310942073,62.92664824606157,70.27384309206539,-0.8272696411108209,2024-12-01,3
9417.748270275699,9066.01713249363,59.61618668124107,63.16397230231857,-13.044593657316362,2025-01-01,2
11542.249332161035,11542.249332161035,66.2471981413134,66.2471981413134,,2025-02-01,1
