Date,Branch,forecast
2025-07-07,BLR,0.9898268912785734
2025-07-07,COK,0.9898268912785734
2025-07-07,MAA,0.0
2025-07-07,SBD,13.775910707680232
2025-07-07,SBD1,0.0
2025-07-14,BLR,588.9812012978704
2025-07-14,COK,653.4983570626811
2025-07-14,MAA,1205.2853112505086
2025-07-14,SBD,887.4608858190481
2025-07-14,SBD1,939.7129663142658
2025-07-21,BLR,0.9898268912785734
2025-07-21,COK,0.9898268912785734
2025-07-21,MAA,0.0
2025-07-21,SBD,13.775910707680232
2025-07-21,SBD1,0.0
2025-07-28,BLR,467.58103512975686
2025-07-28,COK,261.7484622541996
2025-07-28,MAA,1163.4083798961658
2025-07-28,SBD,931.9553236542952
2025-07-28,SBD1,633.8257669966964
2025-08-04,BLR,0.9898268912785734
2025-08-04,COK,0.9898268912785734
2025-08-04,MAA,5.073786958525118
2025-08-04,SBD,4.437874338853049
2025-08-04,SBD1,0.9898268912785734
2025-08-11,BLR,316.38008814557514
2025-08-11,COK,143.78457176026228
2025-08-11,MAA,823.970080117064
2025-08-11,SBD,653.4824566924659
2025-08-11,SBD1,294.55317628961484
2025-08-18,BLR,0.9898268912785734
2025-08-18,COK,0.9898268912785734
2025-08-18,MAA,1.6453196790334865
2025-08-18,SBD,4.437874338853049
2025-08-18,SBD1,0.9898268912785734
2025-08-25,BLR,314.04408082690406
2025-08-25,COK,325.78204015259854
2025-08-25,MAA,845.2424104219555
2025-08-25,SBD,390.0595464963739
2025-08-25,SBD1,215.67351477509948
2025-09-01,BLR,0.9898268912785734
2025-09-01,COK,0.9898268912785734
2025-09-01,MAA,2.0428435857686726
2025-09-01,SBD,1.6276744162118777
2025-09-01,SBD1,0.9898268912785734
2025-09-08,BLR,417.8206659688364
2025-09-08,COK,271.9052111888892
2025-09-08,MAA,596.2856335042381
2025-09-08,SBD,420.7721010662215
2025-09-08,SBD1,390.2231359324758
2025-09-15,BLR,0.9898268912785734
2025-09-15,COK,0.9898268912785734
2025-09-15,MAA,2.0428435857686726
2025-09-15,SBD,1.6276744162118777
2025-09-15,SBD1,0.9898268912785734
2025-09-22,BLR,72.93750927307254
2025-09-22,COK,112.52212101625675
2025-09-22,MAA,423.70735030868843
2025-09-22,SBD,544.4144013385915
2025-09-22,SBD1,456.3039401451238
2025-09-29,BLR,0.9898268912785734
2025-09-29,COK,0.9898268912785734
2025-09-29,MAA,2.0428435857686726
2025-09-29,SBD,1.6276744162118777
2025-09-29,SBD1,0.9898268912785734
2025-10-06,BLR,98.10773075413992
2025-10-06,COK,343.9138987406534
2025-10-06,MAA,317.36123031169296
2025-10-06,SBD,383.95223771872696
2025-10-06,SBD1,565.6943829678286
2025-10-13,BLR,0.9898268912785734
2025-10-13,COK,0.9898268912785734
2025-10-13,MAA,2.0428435857686726
