date,forecast
2025-04-28,1191.000000000003
2025-05-05,1721.000000000006
2025-05-12,4388.000000000004
2025-05-19,1191.0000000000089
2025-05-26,1721.0000000000136
2025-06-02,4388.000000000012
2025-06-09,1191.0000000000073
2025-06-16,1721.0000000000155
2025-06-23,4388.000000000015
2025-06-30,1191.000000000006
2025-07-07,1721.0000000000173
2025-07-14,4388.000000000017
2025-07-21,1191.000000000005
2025-07-28,1721.00000000002
2025-08-04,4388.000000000019
2025-08-11,1191.0000000000032
2025-08-18,1721.0000000000214
2025-08-25,4388.000000000023
2025-09-01,1191.0000000000007
2025-09-08,1721.0000000000214
2025-09-15,4388.000000000026
2025-09-22,1190.9999999999984
2025-09-29,1721.0000000000223
2025-10-06,4388.000000000029
2025-10-13,1190.9999999999975
2025-10-20,1721.0000000000236
2025-10-27,4388.000000000032
2025-11-03,1190.9999999999952
2025-11-10,1721.000000000026
2025-11-17,4388.000000000035
2025-11-24,1190.9999999999936
2025-12-01,1721.0000000000273
2025-12-08,4388.000000000037
2025-12-15,1190.9999999999916
2025-12-22,1721.0000000000305
2025-12-29,4388.000000000042
2026-01-05,1190.9999999999877
2026-01-12,1721.0000000000314
2026-01-19,4388.000000000043
2026-01-26,1190.9999999999848
2026-02-02,1721.0000000000327
2026-02-09,4388.000000000045
2026-02-16,1190.9999999999814
2026-02-23,1721.0000000000327
2026-03-02,4388.0000000000455
2026-03-09,1190.99999999998
2026-03-16,1721.0000000000332
2026-03-23,4388.000000000046
2026-03-30,1190.999999999979
2026-04-06,1721.0000000000346
2026-04-13,4388.000000000049
