date,forecast
2025-04-01,3672.7842
2025-05-01,3808.8188
2025-06-01,3047.142
2025-07-01,3089.4473
2025-08-01,3700.2397
2025-09-01,3704.7974
2025-10-01,2435.6396
2025-11-01,2464.958
2025-12-01,3251.5967
2026-01-01,3135.0908
2026-02-01,2989.6494
2026-03-01,2999.3691
