date,forecast
2025-04-01,75101.91521460925
2025-05-01,47704.34144698264
2025-06-01,29052.724213581296
2025-07-01,22247.17922480247
2025-08-01,29802.69338823203
2025-09-01,35448.79548265483
2025-10-01,29939.427879378298
2025-11-01,25736.311559471673
2025-12-01,65014.36779996599
2026-01-01,37962.08318515345
2026-02-01,53031.74021868205
2026-03-01,70304.72862520933
