Date,Forecast
2025-04-07,2201.43805490511
2025-04-14,4319.797554202424
2025-04-21,4392.451555731317
2025-04-28,4162.44310066032
2025-05-05,4512.320149704726
2025-05-12,1468.0993468832653
2025-05-19,1459.4588471029708
2025-05-26,2351.198496450684
2025-06-02,3478.3160878756735
2025-06-09,1104.7482712456952
2025-06-16,1347.3299567343038
2025-06-23,1343.0859134097504
2025-06-30,2284.380263696536
2025-07-07,1108.994158988001
2025-07-14,906.9085286066892
2025-07-21,769.2700661200086
2025-07-28,1371.8003348775599
2025-08-04,1963.7868962841171
2025-08-11,104.4019717875913
2025-08-18,856.7455495261898
2025-08-25,1273.313627158038
2025-09-01,2649.3520337597247
2025-09-08,646.8572134886198
2025-09-15,771.304433938446
2025-09-22,1413.3463646826954
2025-09-29,2700.2548709378666
2025-10-06,1826.5938921107306
2025-10-13,544.4198461159709
2025-10-20,819.3104675986053
2025-10-27,913.6150538026826
2025-11-03,2803.771513654353
2025-11-10,286.8613541199251
2025-11-17,542.3477548429062
2025-11-24,491.26479794119126
2025-12-01,1973.6450979363353
2025-12-08,933.5117121082814
2025-12-15,518.9233446119484
2025-12-22,1736.7247823500707
2025-12-29,7159.17878542286
2026-01-05,4471.597076677018
2026-01-12,390.18965617649616
2026-01-19,818.9368505575626
2026-01-26,1149.3120168125954
2026-02-02,2780.4965962052943
2026-02-09,1071.7198999574118
2026-02-16,1351.869520521016
2026-02-23,2343.879365435658
2026-03-02,6019.415199927551
2026-03-09,2034.8772857790896
2026-03-16,1762.0272950778633
2026-03-23,1948.3253815072962
2026-03-30,4110.469685393095
