Date,Forecast
2025-04-07,2718.569749902996
2025-04-14,2727.1436749970494
2025-04-21,2727.9831451519817
2025-04-28,2728.065337395708
2025-05-05,2728.0733848109603
2025-05-12,2728.074172730712
2025-05-19,2728.0742498756726
2025-05-26,2728.07425742891
2025-06-02,2728.0742581684453
2025-06-09,2728.074258240853
2025-06-16,2728.0742582479425
2025-06-23,2728.0742582486364
2025-06-30,2728.074258248704
2025-07-07,2728.074258248711
2025-07-14,2728.0742582487114
2025-07-21,2728.0742582487114
2025-07-28,2728.0742582487114
2025-08-04,2728.0742582487114
2025-08-11,2728.0742582487114
2025-08-18,2728.0742582487114
2025-08-25,2728.0742582487114
2025-09-01,2728.0742582487114
2025-09-08,2728.0742582487114
2025-09-15,2728.0742582487114
2025-09-22,2728.0742582487114
2025-09-29,2728.0742582487114
2025-10-06,2728.0742582487114
2025-10-13,2728.0742582487114
2025-10-20,2728.0742582487114
2025-10-27,2728.0742582487114
2025-11-03,2728.0742582487114
2025-11-10,2728.0742582487114
2025-11-17,2728.0742582487114
2025-11-24,2728.0742582487114
2025-12-01,2728.0742582487114
2025-12-08,2728.0742582487114
2025-12-15,2728.0742582487114
2025-12-22,2728.0742582487114
2025-12-29,2728.0742582487114
2026-01-05,2728.0742582487114
2026-01-12,2728.0742582487114
2026-01-19,2728.0742582487114
2026-01-26,2728.0742582487114
2026-02-02,2728.0742582487114
2026-02-09,2728.0742582487114
2026-02-16,2728.0742582487114
2026-02-23,2728.0742582487114
2026-03-02,2728.0742582487114
2026-03-09,2728.0742582487114
2026-03-16,2728.0742582487114
2026-03-23,2728.0742582487114
2026-03-30,2728.0742582487114
