combination_id,state,star_rating,tonnage,status,data_points,training_points,test_points,is_stationary,best_params,mae,mse,rmse,mape,predictions,error_message
42,Tamil Nadu,3 Star,0.8,success,41,23,6,True,"(0, 0, 0, 0, 0, 0)",1.0323593831647788e-12,1.1517626910789145e-24,1.0732020737395705e-12,1.9507095894969328e-12,"[{'date': '2025-01', 'predicted': 422.0000000000015, 'actual': 422.0, 'error': 1.4779288903810084e-12}, {'date': '2025-02', 'predicted': 77.00000000000136, 'actual': 77.0, 'error': 1.3642420526593924e-12}, {'date': '2025-03', 'predicted': 145.00000000000085, 'actual': 145.0, 'error': 8.526512829121202e-13}, {'date': '2025-04', 'predicted': 36.00000000000077, 'actual': 36.0, 'error': 7.673861546209082e-13}, {'date': '2025-05', 'predicted': 107.00000000000102, 'actual': 107.0, 'error': 1.0231815394945443e-12}, {'date': '2025-06', 'predicted': 12.000000000000709, 'actual': 12.0, 'error': 7.087663789206999e-13}]",
0,Tamil Nadu,3 Star,0.9,error,0,0,0,,,,,,,[],Exception during evaluation: too many values to unpack (expected 3)
44,Tamil Nadu,3 Star,1.0,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",3.2211270687791207e-12,1.348476727755717e-23,3.672161118136999e-12,2.0955104834084687e-13,"[{'date': '2025-01', 'predicted': 1267.0000000000036, 'actual': 1267.0, 'error': 3.637978807091713e-12}, {'date': '2025-02', 'predicted': 2379.0000000000064, 'actual': 2379.0, 'error': 6.366462912410498e-12}, {'date': '2025-03', 'predicted': 2772.999999999998, 'actual': 2773.0, 'error': -1.8189894035458565e-12}, {'date': '2025-04', 'predicted': 3205.000000000001, 'actual': 3205.0, 'error': 9.094947017729282e-13}, {'date': '2025-05', 'predicted': 1195.0000000000025, 'actual': 1195.0, 'error': 2.5011104298755527e-12}, {'date': '2025-06', 'predicted': 1025.000000000004, 'actual': 1025.0, 'error': 4.092726157978177e-12}]",
0,Tamil Nadu,3 Star,1.4,error,0,0,0,,,,,,,[],Exception during evaluation: too many values to unpack (expected 3)
46,Tamil Nadu,3 Star,1.5,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",9.701276818911234e-12,1.676419374774136e-22,1.294766146751658e-11,1.1310356332212172e-13,"[{'date': '2025-01', 'predicted': 5974.0, 'actual': 5974.0, 'error': 0.0}, {'date': '2025-02', 'predicted': 7918.000000000011, 'actual': 7918.0, 'error': 1.0913936421275139e-11}, {'date': '2025-03', 'predicted': 10493.000000000015, 'actual': 10493.0, 'error': 1.4551915228366852e-11}, {'date': '2025-04', 'predicted': 10410.000000000025, 'actual': 10410.0, 'error': 2.546585164964199e-11}, {'date': '2025-05', 'predicted': 5156.999999999996, 'actual': 5157.0, 'error': -3.637978807091713e-12}, {'date': '2025-06', 'predicted': 4184.999999999996, 'actual': 4185.0, 'error': -3.637978807091713e-12}]",
47,Tamil Nadu,3 Star,1.8,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",3.439026841078885e-12,1.2018352689027291e-23,3.4667495855667583e-12,8.526980957969197e-13,"[{'date': '2025-01', 'predicted': 331.00000000000296, 'actual': 331.0, 'error': 2.9558577807620168e-12}, {'date': '2025-02', 'predicted': 380.00000000000307, 'actual': 380.0, 'error': 3.069544618483633e-12}, {'date': '2025-03', 'predicted': 519.0000000000031, 'actual': 519.0, 'error': 3.069544618483633e-12}, {'date': '2025-04', 'predicted': 686.0000000000036, 'actual': 686.0, 'error': 3.637978807091713e-12}, {'date': '2025-05', 'predicted': 383.00000000000415, 'actual': 383.0, 'error': 4.149569576838985e-12}, {'date': '2025-06', 'predicted': 310.00000000000375, 'actual': 310.0, 'error': 3.751665644813329e-12}]",
48,Tamil Nadu,3 Star,2.2,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",7.910709124795782e-13,6.652180023802913e-25,8.156089763975696e-13,2.588838394619258e-13,"[{'date': '2025-01', 'predicted': 196.99999999999932, 'actual': 197.0, 'error': -6.821210263296962e-13}, {'date': '2025-02', 'predicted': 275.9999999999991, 'actual': 276.0, 'error': -9.094947017729282e-13}, {'date': '2025-03', 'predicted': 633.9999999999989, 'actual': 634.0, 'error': -1.1368683772161603e-12}, {'date': '2025-04', 'predicted': 450.9999999999993, 'actual': 451.0, 'error': -6.821210263296962e-13}, {'date': '2025-05', 'predicted': 362.9999999999995, 'actual': 363.0, 'error': -5.115907697472721e-13}, {'date': '2025-06', 'predicted': 202.99999999999918, 'actual': 203.0, 'error': -8.242295734817162e-13}]",
0,Tamil Nadu,3 Star,2.6,error,0,0,0,,,,,,,[],Insufficient data: 9 months
50,Tamil Nadu,5 Star,1.0,success,41,23,6,True,"(0, 0, 0, 0, 0, 0)",2.0795217399912267e-12,4.444076308555158e-24,2.108097793878443e-12,1.2664915548475216e-12,"[{'date': '2025-01', 'predicted': 506.00000000000193, 'actual': 506.0, 'error': 1.9326762412674725e-12}, {'date': '2025-02', 'predicted': 174.00000000000205, 'actual': 174.0, 'error': 2.0463630789890885e-12}, {'date': '2025-03', 'predicted': 600.0000000000015, 'actual': 600.0, 'error': 1.4779288903810084e-12}, {'date': '2025-04', 'predicted': 367.00000000000205, 'actual': 367.0, 'error': 2.0463630789890885e-12}, {'date': '2025-05', 'predicted': 178.00000000000247, 'actual': 178.0, 'error': 2.4726887204451486e-12}, {'date': '2025-06', 'predicted': 65.0000000000025, 'actual': 65.0, 'error': 2.5011104298755527e-12}]",
51,Tamil Nadu,5 Star,1.5,success,43,25,6,False,"(0, 0, 0, 0, 0, 0)",1.516771893269227e-11,2.4790915305060127e-22,1.574513109029586e-11,1.143032548140954e-12,"[{'date': '2025-01', 'predicted': 2424.000000000012, 'actual': 2424.0, 'error': 1.1823431123048067e-11}, {'date': '2025-02', 'predicted': 1238.0000000000136, 'actual': 1238.0, 'error': 1.3642420526593924e-11}, {'date': '2025-03', 'predicted': 2996.000000000015, 'actual': 2996.0, 'error': 1.5006662579253316e-11}, {'date': '2025-04', 'predicted': 2741.0000000000227, 'actual': 2741.0, 'error': 2.2737367544323206e-11}, {'date': '2025-05', 'predicted': 1158.000000000018, 'actual': 1158.0, 'error': 1.7962520360015333e-11}, {'date': '2025-06', 'predicted': 412.00000000000983, 'actual': 412.0, 'error': 9.833911462919787e-12}]",
52,Tamil Nadu,5 Star,1.8,success,40,22,6,True,"(0, 0, 0, 0, 0, 0)",3.161915174132446e-13,1.0397817819537112e-25,3.2245647488517134e-13,7.872433583005924e-13,"[{'date': '2025-01', 'predicted': 100.00000000000024, 'actual': 100.0, 'error': 2.4158453015843406e-13}, {'date': '2025-02', 'predicted': 56.00000000000034, 'actual': 56.0, 'error': 3.410605131648481e-13}, {'date': '2025-03', 'predicted': 107.00000000000028, 'actual': 107.0, 'error': 2.8421709430404007e-13}, {'date': '2025-04', 'predicted': 20.000000000000426, 'actual': 20.0, 'error': 4.263256414560601e-13}, {'date': '2025-05', 'predicted': 32.00000000000035, 'actual': 32.0, 'error': 3.481659405224491e-13}, {'date': '2025-06', 'predicted': 66.00000000000026, 'actual': 66.0, 'error': 2.5579538487363607e-13}]",
53,Telangana,1 Star,1.8,success,41,23,6,False,"(0, 0, 0, 0, 0, 0)",4.642212540299321e-13,2.490696831417808e-25,4.990688160382101e-13,1.765243103675124e-13,"[{'date': '2025-01', 'predicted': 225.99999999999972, 'actual': 226.0, 'error': -2.8421709430404007e-13}, {'date': '2025-02', 'predicted': 325.9999999999996, 'actual': 326.0, 'error': -3.979039320256561e-13}, {'date': '2025-03', 'predicted': 382.9999999999998, 'actual': 383.0, 'error': -2.2737367544323206e-13}, {'date': '2025-04', 'predicted': 607.9999999999993, 'actual': 608.0, 'error': -6.821210263296962e-13}, {'date': '2025-05', 'predicted': 197.9999999999993, 'actual': 198.0, 'error': -7.105427357601002e-13}, {'date': '2025-06', 'predicted': 171.99999999999952, 'actual': 172.0, 'error': -4.831690603168681e-13}]",
0,Telangana,2 Star,1.8,error,0,0,0,,,,,,,[],Exception during evaluation: too many values to unpack (expected 3)
55,Telangana,3 Star,0.8,success,38,20,6,False,"(0, 0, 0, 0, 0, 0)",5.779080917515481e-13,4.06320164173997e-25,6.374324781292502e-13,5.712878945568504e-13,"[{'date': '2025-01', 'predicted': 361.00000000000045, 'actual': 361.0, 'error': 4.547473508864641e-13}, {'date': '2025-02', 'predicted': 57.00000000000091, 'actual': 57.0, 'error': 9.094947017729282e-13}, {'date': '2025-03', 'predicted': 396.00000000000045, 'actual': 396.0, 'error': 4.547473508864641e-13}, {'date': '2025-04', 'predicted': 165.9999999999999, 'actual': 166.0, 'error': -1.1368683772161603e-13}, {'date': '2025-05', 'predicted': 150.00000000000082, 'actual': 150.0, 'error': 8.242295734817162e-13}, {'date': '2025-06', 'predicted': 73.00000000000071, 'actual': 73.0, 'error': 7.105427357601002e-13}]",
0,Telangana,3 Star,0.9,error,0,0,0,,,,,,,[],Exception during evaluation: too many values to unpack (expected 3)
57,Telangana,3 Star,1.0,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",3.590609291374373e-12,1.463533458141104e-23,3.825615582022198e-12,8.163181492101712e-13,"[{'date': '2025-01', 'predicted': 808.0000000000018, 'actual': 808.0, 'error': 1.8189894035458565e-12}, {'date': '2025-02', 'predicted': 687.0000000000034, 'actual': 687.0, 'error': 3.410605131648481e-12}, {'date': '2025-03', 'predicted': 2079.000000000006, 'actual': 2079.0, 'error': 5.9117155615240335e-12}, {'date': '2025-04', 'predicted': 298.00000000000455, 'actual': 298.0, 'error': 4.547473508864641e-12}, {'date': '2025-05', 'predicted': 247.00000000000315, 'actual': 247.0, 'error': 3.154809746774845e-12}, {'date': '2025-06', 'predicted': 248.0000000000027, 'actual': 248.0, 'error': 2.7000623958883807e-12}]",
0,Telangana,3 Star,1.4,error,0,0,0,,,,,,,[],Exception during evaluation: too many values to unpack (expected 3)
59,Telangana,3 Star,1.5,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",2.4101609596982598e-11,6.072367342610632e-22,2.4642173894789867e-11,1.005345422312147e-12,"[{'date': '2025-01', 'predicted': 3584.999999999982, 'actual': 3585.0, 'error': -1.8189894035458565e-11}, {'date': '2025-02', 'predicted': 6763.9999999999745, 'actual': 6764.0, 'error': -2.546585164964199e-11}, {'date': '2025-03', 'predicted': 8682.999999999976, 'actual': 8683.0, 'error': -2.3646862246096134e-11}, {'date': '2025-04', 'predicted': 3453.9999999999745, 'actual': 3454.0, 'error': -2.546585164964199e-11}, {'date': '2025-05', 'predicted': 1421.9999999999666, 'actual': 1422.0, 'error': -3.342393029015511e-11}, {'date': '2025-06', 'predicted': 1029.9999999999816, 'actual': 1030.0, 'error': -1.8417267710901797e-11}]",
60,Telangana,3 Star,1.8,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",1.5110875513831463e-12,2.8527229816709153e-24,1.6890005866401927e-12,6.891969083757546e-13,"[{'date': '2025-01', 'predicted': 296.000000000001, 'actual': 296.0, 'error': 1.0231815394945443e-12}, {'date': '2025-02', 'predicted': 171.0000000000008, 'actual': 171.0, 'error': 7.958078640513122e-13}, {'date': '2025-03', 'predicted': 795.9999999999977, 'actual': 796.0, 'error': -2.2737367544323206e-12}, {'date': '2025-04', 'predicted': 165.9999999999976, 'actual': 166.0, 'error': -2.3874235921539366e-12}, {'date': '2025-05', 'predicted': 165.99999999999793, 'actual': 166.0, 'error': -2.0747847884194925e-12}, {'date': '2025-06', 'predicted': 146.0000000000005, 'actual': 146.0, 'error': 5.115907697472721e-13}]",
61,Telangana,3 Star,2.2,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",9.000207986294603e-13,1.2456176802312194e-24,1.1160724350288467e-12,3.3771586205422597e-13,"[{'date': '2025-01', 'predicted': 953.0000000000002, 'actual': 953.0, 'error': 2.2737367544323206e-13}, {'date': '2025-02', 'predicted': 601.9999999999995, 'actual': 602.0, 'error': -4.547473508864641e-13}, {'date': '2025-03', 'predicted': 2073.0000000000005, 'actual': 2073.0, 'error': 4.547473508864641e-13}, {'date': '2025-04', 'predicted': 215.99999999999818, 'actual': 216.0, 'error': -1.8189894035458565e-12}, {'date': '2025-05', 'predicted': 222.99999999999818, 'actual': 223.0, 'error': -1.8189894035458565e-12}, {'date': '2025-06', 'predicted': 252.99999999999937, 'actual': 253.0, 'error': -6.252776074688882e-13}]",
0,Telangana,3 Star,2.6,error,0,0,0,,,,,,,[],Insufficient data: 10 months
63,Telangana,5 Star,1.0,success,42,24,6,True,"(0, 0, 0, 0, 0, 0)",4.310625930277941e-12,2.5580668149011306e-23,5.05773349920805e-12,2.0929888459756477e-12,"[{'date': '2025-01', 'predicted': 813.0000000000014, 'actual': 813.0, 'error': 1.3642420526593924e-12}, {'date': '2025-02', 'predicted': 445.00000000000523, 'actual': 445.0, 'error': 5.229594535194337e-12}, {'date': '2025-03', 'predicted': 1162.0000000000064, 'actual': 1162.0, 'error': 6.366462912410498e-12}, {'date': '2025-04', 'predicted': 142.00000000000864, 'actual': 142.0, 'error': 8.640199666842818e-12}, {'date': '2025-05', 'predicted': 116.0000000000021, 'actual': 116.0, 'error': 2.1032064978498966e-12}, {'date': '2025-06', 'predicted': 78.00000000000216, 'actual': 78.0, 'error': 2.1600499167107046e-12}]",
64,Telangana,5 Star,1.5,success,44,26,6,True,"(0, 0, 0, 0, 0, 0)",2.3078428057488054e-11,5.77897671909573e-22,2.4039502322418678e-11,1.1167899011175463e-12,"[{'date': '2025-01', 'predicted': 3378.000000000021, 'actual': 3378.0, 'error': 2.091837814077735e-11}, {'date': '2025-02', 'predicted': 3785.0000000000246, 'actual': 3785.0, 'error': 2.4556356947869062e-11}, {'date': '2025-03', 'predicted': 13247.000000000022, 'actual': 13247.0, 'error': 2.1827872842550278e-11}, {'date': '2025-04', 'predicted': 2449.0000000000364, 'actual': 2449.0, 'error': 3.637978807091713e-11}, {'date': '2025-05', 'predicted': 957.0000000000207, 'actual': 957.0, 'error': 2.0691004465334117e-11}, {'date': '2025-06', 'predicted': 870.0000000000141, 'actual': 870.0, 'error': 1.4097167877480388e-11}]",
65,Telangana,5 Star,1.8,success,40,22,6,True,"(0, 0, 0, 0, 0, 0)",8.643456321048385e-13,1.1405331246162758e-24,1.067957454497264e-12,2.893362029306919e-12,"[{'date': '2025-01', 'predicted': 357.9999999999988, 'actual': 358.0, 'error': -1.1937117960769683e-12}, {'date': '2025-02', 'predicted': 138.00000000000068, 'actual': 138.0, 'error': 6.821210263296962e-13}, {'date': '2025-03', 'predicted': 75.00000000000057, 'actual': 75.0, 'error': 5.684341886080801e-13}, {'date': '2025-04', 'predicted': 32.0000000000021, 'actual': 32.0, 'error': 2.1032064978498966e-12}, {'date': '2025-05', 'predicted': 82.99999999999972, 'actual': 83.0, 'error': -2.8421709430404007e-13}, {'date': '2025-06', 'predicted': 4.000000000000354, 'actual': 4.0, 'error': 3.5438318946034997e-13}]",
