Date,Forecast
2024-04-08,3594.8611163101086
2024-04-15,3895.6269765046127
2024-04-22,3273.5007940149285
2024-04-29,3347.069336619544
2024-05-06,2966.2228408621168
2024-05-13,3030.404528497884
2024-05-20,3155.225633102668
2024-05-27,2712.7953776333466
2024-06-03,3578.78503166418
2024-06-10,3134.4208791120363
2024-06-17,2407.2980658420115
2024-06-24,2946.505483744574
2024-07-01,2756.137069418203
2024-07-08,2779.5172614613457
2024-07-15,2519.809791472554
2024-07-22,2446.8630822183914
2024-07-29,2329.5219465307023
2024-08-05,2686.2805148601033
2024-08-12,2149.892097998363
2024-08-19,1671.12725272681
2024-08-26,1498.090993954674
2024-09-02,1307.1242215301736
2024-09-09,1208.8132846481676
2024-09-16,1001.1887050287876
2024-09-23,740.9967464065355
2024-09-30,566.4492030569977
2024-10-07,463.05546467898535
2024-10-14,407.49563947240125
2024-10-21,364.84885862902945
2024-10-28,344.11597223957165
2024-11-04,335.8992861446
2024-11-11,332.78265658063793
2024-11-18,320.96979368394904
2024-11-25,334.3301973810739
2024-12-02,352.0695036541688
2024-12-09,358.7618198922022
2024-12-16,361.2142809515968
2024-12-23,359.17057910057247
2024-12-30,362.4682869071535
2025-01-06,366.4924668277883
2025-01-13,372.73027609721225
2025-01-20,375.46051315154625
2025-01-27,380.214063365534
2025-02-03,398.44513270213054
2025-02-10,430.1847950775103
2025-02-17,473.929466014397
2025-02-24,527.0586933016755
2025-03-03,584.2250263892635
2025-03-10,639.6450253128297
2025-03-17,666.9000540973155
2025-03-24,665.9785634982134
2025-03-31,662.3817201152573
